Table Name:,2015 VBT Male Non-Smoker RR175 ALB,,,,,,,,,,,,,,,,,,,,,,,,
Table Identity:,3246,,,,,,,,,,,,,,,,,,,,,,,,
Provider Domain:,soa.org,,,,,,,,,,,,,,,,,,,,,,,,
Provider Name:,American Academy of Actuaries along with the Society of Actuaries,,,,,,,,,,,,,,,,,,,,,,,,
Table Reference:,"Society of Actuaries website, 2015 Valuation Basic Tables. Accessed: March, 2016 from https://www.soa.org/resources/experience-studies/2015/2015-valuation-basic-tables/",,,,,,,,,,,,,,,,,,,,,,,,
Content Type:,Insured Lives Mortality,,,,,,,,,,,,,,,,,,,,,,,,
Table Description:,"2015 Valuation Basic Table (VBT) Relative Risk Table - Male 175%, Non-Smoker, Age Last Birthday. Minimum Age: 18. Maximum Age: 95.",,,,,,,,,,,,,,,,,,,,,,,,
EffDate:,,,,,,,,,,,,,,,,,,,,,,,,,
Comments:,"Study Data: The 2015 VBT was developed based on the mortality experience from the SOA Individual Life Experience Committee studies from the 2002-2009 study period. Additional data from other sources was used to supplement the 2002-2009 experience at younger and older ages where industry experience was sparse.To develop the 2015 VBT table, the mortality was projected from March 1st, 2006 to July 1st, 2015, using recent mortality improvement trends. Data Certified: 07/2018.",,,,,,,,,,,,,,,,,,,,,,,,
Keywords:,"Select,Insured Lives Mortality,United States of America",,,,,,,,,,,,,,,,,,,,,,,,

Table # ,1,,,,,,,,,,,,,,,,,,,,,,,,
Table Description:,"2015 VBT Relative Risk Table - Male 175% Non-Smoker, Age Last Birthday, Select",,,,,,,,,,,,,,,,,,,,,,,,
Nation:,United States of America,,,,,,,,,,,,,,,,,,,,,,,,
Scaling Factor:,0,,,,,,,,,,,,,,,,,,,,,,,,
Data Type:,Floating Point,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->id:",Age,Duration,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->ScaleType:",Age,Ordinal Date,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->AxisName:",Age,Duration,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->MinScaleValue:",18,1,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->MaxScaleValue:",95,25,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->Increment:",1,1,,,,,,,,,,,,,,,,,,,,,,,

Row\Column,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
18,0.00117,0.00121,0.00125,0.00124,0.00122,0.0012,0.0012,0.00115,0.00099,0.00091,0.00088,0.00083,0.0008,0.00085,0.00091,0.00101,0.00116,0.00135,0.00157,0.00177,0.00195,0.00206,0.00217,0.0023,0.00245
19,0.00105,0.00108,0.00115,0.0011,0.00108,0.00108,0.00106,0.00098,0.00086,0.00081,0.00081,0.00079,0.0008,0.00087,0.00096,0.00104,0.0012,0.0014,0.00161,0.00182,0.002,0.00211,0.00223,0.00237,0.00253
20,0.00089,0.001,0.001,0.00096,0.00093,0.00092,0.00089,0.00083,0.00075,0.00078,0.00077,0.00078,0.00081,0.0009,0.001,0.00108,0.00124,0.00143,0.00165,0.00187,0.00203,0.00214,0.00226,0.00242,0.00261
21,0.0008,0.00091,0.00082,0.00078,0.00076,0.00075,0.00074,0.00071,0.00067,0.00073,0.00075,0.00079,0.00084,0.00093,0.00104,0.00112,0.00128,0.00148,0.00171,0.00192,0.00205,0.00215,0.00227,0.00246,0.00268
22,0.00072,0.00076,0.00068,0.00065,0.00063,0.00063,0.00062,0.00062,0.00062,0.00071,0.00075,0.00081,0.00086,0.00098,0.00109,0.00116,0.00133,0.00154,0.00177,0.00195,0.00206,0.00216,0.00228,0.0025,0.00275
23,0.00061,0.00063,0.00057,0.00055,0.00054,0.00054,0.00054,0.00057,0.0006,0.0007,0.00076,0.00083,0.00091,0.00103,0.00113,0.00121,0.00139,0.00162,0.00182,0.00196,0.00207,0.00216,0.00229,0.00254,0.00284
24,0.00052,0.00054,0.00049,0.00048,0.00048,0.00048,0.0005,0.00056,0.0006,0.00071,0.00078,0.00087,0.00096,0.00108,0.00118,0.00128,0.00148,0.0017,0.00187,0.00197,0.00208,0.00217,0.00235,0.00264,0.00295
25,0.00045,0.00048,0.00043,0.00044,0.00044,0.00045,0.0005,0.00056,0.00061,0.00074,0.00083,0.00093,0.00101,0.00114,0.00125,0.00137,0.00159,0.00178,0.00191,0.00197,0.00209,0.00223,0.0025,0.00281,0.00313
