Table Name:,"1986-92 CIA – Female Nonsmoker, ANB",,,,,,,,,,,,,,
Table Identity:,433,,,,,,,,,,,,,,
Provider Domain:,soa.org,,,,,,,,,,,,,,
Provider Name:,Roger S Lumsden,,,,,,,,,,,,,,
Table Reference:,"Harry Panjer and Ken Seng Tan, “Graduation of Canadian Individual Insurance Mortality Experience: 1986-1992”, Canadian Institute of Actuaries (Ottawa, 1995)",,,,,,,,,,,,,,
Content Type:,Insured Lives Mortality,,,,,,,,,,,,,,
Table Description:,1986-92 Canadian Institute of Actuaries (CIA) – Female Nonsmoker. Basis: Age Nearest Birthday. Minimum Select Age: 16. Maximum Select Age: 80. Minimum Ultimate Age: 31. Maximum Ultimate Age: 105,,,,,,,,,,,,,,
EffDate:,,,,,,,,,,,,,,,
Comments:,"Study Data: Canada’s Committee on Expected Experience, Individual Life (CEEIL) was concerned that at the time of the previous generation of tables (See SOA Table Identities 416-425) that the smoker and nonsmoker data available did not contain a sufficient number of deaths to give a reliable measure of mortality. Thus a margin was added to the smoker and nonsmoker tables in view of uncertainty of the correct values. Four more years of data has increased greatly the volume of deaths reported on a smoker and nonsmoker basis. Methodology: Ultimate rates for ages 0-15 based on both the select period and ultimate period data with the data combined by attained age. Ages 0-99 where then graduated with Whittaker B formula. Ages above 40 further smoothed by Makeham's Second Law using colog(p(x)) rather than mu(x). Ages 100-105 were appended by fitting a cubic so as to reach 1 at age 105. Age 0 was subsequently reset to the raw qx.  Select rates initially calculated as ratios to the ultimate expected in quinquennial issue age groups. These ratios where then graduated. Duration 1 selection factors were fitted to logistic-linear curve. The rate of decay of selection was based on a single power function for all attained ages. Together, a complete table of selection factors were obtained that could then be multiplied by the ultimate qx's for the same attained ages. Small final adjustments were made to bring actual-to-expected ratios to 100%. NOTE: A prior generation of this table had an unauthorized extension for select issue ages 81 to 90. As the rates were not produced or published by the CIA, they have been removed. Data Transcription Errors Detected: 07/2013. Data Corrected and Certified: 07/2013",,,,,,,,,,,,,,
Keywords:,"Select,Insured Lives Mortality,Canada",,,,,,,,,,,,,,

Table # ,1,,,,,,,,,,,,,,
Table Description:,1986-92 Canadian Institute of Actuaries (CIA) – Female Nonsmoker. Basis: Age Nearest Birthday. Minimum Select Age: 16. Maximum Select Age: 80.,,,,,,,,,,,,,,
Nation:,Canada,,,,,,,,,,,,,,
Scaling Factor:,0,,,,,,,,,,,,,,
Data Type:,Floating Point,,,,,,,,,,,,,,
"Row, Column (if applicable)->id:",Age,Duration,,,,,,,,,,,,,
"Row, Column (if applicable)->ScaleType:",Age,Ordinal Date,,,,,,,,,,,,,
"Row, Column (if applicable)->AxisName:",Age,Duration,,,,,,,,,,,,,
"Row, Column (if applicable)->MinScaleValue:",16,1,,,,,,,,,,,,,
"Row, Column (if applicable)->MaxScaleValue:",80,15,,,,,,,,,,,,,
"Row, Column (if applicable)->Increment:",1,1,,,,,,,,,,,,,

Row\Column,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
16,0.00027,0.00027,0.00028,0.00028,0.00027,0.00027,0.00026,0.00025,0.00024,0.00024,0.00027,0.00031,0.00037,0.00042,0.00045
17,0.00027,0.00027,0.00027,0.00026,0.00026,0.00025,0.00024,0.00023,0.00024,0.00026,0.00030,0.00035,0.00040,0.00044,0.00047
18,0.00026,0.00026,0.00025,0.00024,0.00024,0.00023,0.00022,0.00023,0.00025,0.00029,0.00034,0.00039,0.00043,0.00046,0.00048
19,0.00024,0.00024,0.00023,0.00023,0.00022,0.00021,0.00022,0.00024,0.00028,0.00033,0.00038,0.00041,0.00044,0.00046,0.00049
20,0.00022,0.00021,0.00021,0.00021,0.00020,0.00020,0.00023,0.00027,0.00032,0.00036,0.00040,0.00043,0.00045,0.00048,0.00052
21,0.00019,0.00019,0.00019,0.00019,0.00019,0.00022,0.00025,0.00030,0.00035,0.00039,0.00041,0.00043,0.00046,0.00050,0.00055
22,0.00016,0.00017,0.00017,0.00018,0.00020,0.00024,0.00029,0.00033,0.00037,0.00040,0.00042,0.00045,0.00049,0.00053,0.00058
23,0.00014,0.00016,0.00017,0.00019,0.00023,0.00028,0.00032,0.00035,0.00038,0.00040,0.00043,0.00047,0.00051,0.00056,0.00061
24,0.00013,0.00015,0.00017,0.00021,0.00026,0.00030,0.00034,0.00037,0.00039,0.00042,0.00046,0.00050,0.00054,0.00060,0.00067
25,0.00012,0.00016,0.00019,0.00024,0.00028,0.00032,0.00035,0.00037,0.00040,0.00044,0.00048,0.00052,0.00058,0.00065,0.00074
26,0.00012,0.00017,0.00022,0.00027,0.00030,0.00033,0.00035,0.00038,0.00042,0.00046,0.00051,0.00056,0.00063,0.00072,0.00082
27,0.00014,0.00020,0.00024,0.00028,0.00031,0.00034,0.00037,0.00041,0.00044,0.00049,0.00054,0.00061,0.00070,0.00080,0.00090
28,0.00015,0.00022,0.00026,0.00029,0.00032,0.00035,0.00039,0.00043,0.00047,0.00052,0.00059,0.00068,0.00078,0.00088,0.00097
29,0.00017,0.00023,0.00027,0.00029,0.00033,0.00037,0.00041,0.00045,0.00050,0.00057,0.00065,0.00075,0.00085,0.00094,0.00104
30,0.00018,0.00024,0.00027,0.00030,0.00034,0.00038,0.00043,0.00048,0.00054,0.00063,0.00072,0.00082,0.00091,0.00101,0.00112
31,0.00018,0.00024,0.00028,0.00032,0.00036,0.00040,0.00045,0.00052,0.00060,0.00070,0.00079,0.00088,0.00098,0.00109,0.00120
32,0.00018,0.00025,0.00029,0.00033,0.00038,0.00043,0.00049,0.00058,0.00067,0.00076,0.00085,0.00094,0.00106,0.00116,0.00128
33,0.00019,0.00026,0.00031,0.00035,0.00040,0.00047,0.00055,0.00064,0.00073,0.00082,0.00091,0.00102,0.00113,0.00125,0.00138
34,0.00020,0.00027,0.00032,0.00037,0.00044,0.00052,0.00061,0.00070,0.00078,0.00088,0.00099,0.00109,0.00121,0.00134,0.00148
35,0.00021,0.00028,0.00034,0.00041,0.00049,0.00057,0.00066,0.00075,0.00084,0.00095,0.00105,0.00117,0.00129,0.00144,0.00160
36,0.00022,0.00030,0.00037,0.00045,0.00054,0.00063,0.00071,0.00080,0.00091,0.00101,0.00112,0.00125,0.00139,0.00155,0.00173
37,0.00023,0.00033,0.00041,0.00050,0.00059,0.00067,0.00076,0.00087,0.00097,0.00108,0.00121,0.00134,0.00150,0.00168,0.00187
38,0.00025,0.00036,0.00046,0.00055,0.00063,0.00072,0.00083,0.00093,0.00104,0.00116,0.00130,0.00145,0.00162,0.00182,0.00204
39,0.00028,0.00040,0.00050,0.00058,0.00067,0.00078,0.00088,0.00099,0.00111,0.00125,0.00140,0.00157,0.00176,0.00198,0.00223
40,0.00031,0.00044,0.00053,0.00063,0.00073,0.00083,0.00094,0.00106,0.00119,0.00134,0.00151,0.00170,0.00191,0.00216,0.00244
41,0.00033,0.00047,0.00057,0.00068,0.00078,0.00089,0.00101,0.00114,0.00129,0.00145,0.00164,0.00185,0.00209,0.00236,0.00267
42,0.00036,0.00050,0.00062,0.00072,0.00083,0.00095,0.00108,0.00123,0.00139,0.00157,0.00178,0.00202,0.00229,0.00259,0.00294
43,0.00038,0.00054,0.00065,0.00077,0.00089,0.00102,0.00117,0.00133,0.00151,0.00171,0.00194,0.00221,0.00251,0.00285,0.00324
44,0.00041,0.00058,0.00070,0.00082,0.00096,0.00110,0.00126,0.00144,0.00164,0.00187,0.00213,0.00242,0.00276,0.00314,0.00359
45,0.00043,0.00061,0.00075,0.00088,0.00103,0.00119,0.00137,0.00156,0.00179,0.00204,0.00233,0.00266,0.00304,0.00348,0.00397
46,0.00046,0.00066,0.00080,0.00095,0.00111,0.00129,0.00148,0.00170,0.00196,0.00224,0.00257,0.00294,0.00336,0.00385,0.00441
47,0.00049,0.00070,0.00086,0.00103,0.00120,0.00140,0.00162,0.00186,0.00214,0.00246,0.00283,0.00325,0.00373,0.00428,0.00491
48,0.00053,0.00076,0.00093,0.00111,0.00131,0.00152,0.00177,0.00204,0.00236,0.00272,0.00313,0.00360,0.00414,0.00476,0.00547
49,0.00056,0.00082,0.00101,0.00121,0.00142,0.00167,0.00194,0.00225,0.00260,0.00300,0.00346,0.00399,0.00460,0.00530,0.00610
50,0.00061,0.00088,0.00109,0.00131,0.00156,0.00183,0.00213,0.00248,0.00287,0.00332,0.00384,0.00444,0.00513,0.00591,0.00682
51,0.00066,0.00096,0.00119,0.00144,0.00170,0.00201,0.00235,0.00273,0.00318,0.00369,0.00427,0.00495,0.00572,0.00661,0.00763
52,0.00071,0.00104,0.00130,0.00157,0.00187,0.00221,0.00259,0.00303,0.00353,0.00410,0.00476,0.00552,0.00639,0.00739,0.00855
53,0.00077,0.00113,0.00142,0.00173,0.00206,0.00244,0.00287,0.00336,0.00392,0.00457,0.00531,0.00616,0.00715,0.00828,0.00958
54,0.00084,0.00124,0.00156,0.00190,0.00228,0.00270,0.00318,0.00373,0.00437,0.00509,0.00593,0.00689,0.00800,0.00927,0.01074
55,0.00091,0.00136,0.00172,0.00210,0.00252,0.00299,0.00354,0.00416,0.00487,0.00569,0.00663,0.00772,0.00896,0.01040,0.01205
56,0.00100,0.00149,0.00189,0.00232,0.00279,0.00332,0.00394,0.00463,0.00544,0.00636,0.00742,0.00865,0.01005,0.01167,0.01352
57,0.00110,0.00165,0.00209,0.00257,0.00310,0.00370,0.00439,0.00517,0.00608,0.00712,0.00831,0.00969,0.01127,0.01309,0.01518
58,0.00120,0.00182,0.00232,0.00285,0.00345,0.00412,0.00490,0.00578,0.00680,0.00797,0.00932,0.01087,0.01265,0.01469,0.01704
59,0.00133,0.00201,0.00257,0.00317,0.00384,0.00460,0.00547,0.00647,0.00762,0.00893,0.01045,0.01219,0.01420,0.01650,0.01913
60,0.00147,0.00223,0.00286,0.00353,0.00428,0.00514,0.00612,0.00724,0.00853,0.01002,0.01172,0.01369,0.01594,0.01852,0.02147
61,0.00162,0.00248,0.00318,0.00394,0.00478,0.00575,0.00685,0.00811,0.00957,0.01124,0.01316,0.01537,0.01789,0.02079,0.02409
62,0.00180,0.00275,0.00354,0.00439,0.00535,0.00643,0.00767,0.00909,0.01073,0.01261,0.01477,0.01725,0.02009,0.02333,0.02702
63,0.00199,0.00307,0.00395,0.00491,0.00598,0.00720,0.00860,0.01020,0.01204,0.01416,0.01659,0.01936,0.02254,0.02617,0.03030
64,0.00221,0.00342,0.00442,0.00549,0.00670,0.00807,0.00964,0.01145,0.01352,0.01590,0.01862,0.02173,0.02528,0.02934,0.03397
65,0.00246,0.00382,0.00493,0.00614,0.00750,0.00904,0.01082,0.01285,0.01518,0.01784,0.02089,0.02437,0.02835,0.03289,0.03805
66,0.00274,0.00426,0.00552,0.00688,0.00840,0.01015,0.01215,0.01443,0.01704,0.02002,0.02343,0.02733,0.03178,0.03684,0.04260
67,0.00305,0.00476,0.00617,0.00770,0.00943,0.01140,0.01363,0.01619,0.01912,0.02246,0.02628,0.03063,0.03560,0.04125,0.04766
68,0.00340,0.00532,0.00691,0.00865,0.01059,0.01279,0.01530,0.01817,0.02145,0.02519,0.02945,0.03432,0.03985,0.04615,0.05329
69,0.00379,0.00595,0.00776,0.00971,0.01189,0.01436,0.01717,0.02038,0.02405,0.02823,0.03299,0.03842,0.04459,0.05160,0.05954
70,0.00423,0.00668,0.00871,0.01090,0.01334,0.01611,0.01927,0.02286,0.02695,0.03162,0.03694,0.04299,0.04986,0.05765,0.06648
71,0.00474,0.00750,0.00978,0.01223,0.01497,0.01808,0.02160,0.02562,0.03019,0.03540,0.04133,0.04807,0.05571,0.06437,0.07416
72,0.00533,0.00842,0.01097,0.01373,0.01680,0.02027,0.02421,0.02870,0.03380,0.03961,0.04621,0.05370,0.06219,0.07180,0.08266
73,0.00598,0.00945,0.01231,0.01540,0.01884,0.02272,0.02712,0.03213,0.03782,0.04429,0.05163,0.05996,0.06938,0.08004,0.09206
74,0.00671,0.01060,0.01381,0.01727,0.02111,0.02545,0.03037,0.03595,0.04229,0.04949,0.05765,0.06689,0.07734,0.08913,0.10243
75,0.00753,0.01189,0.01549,0.01935,0.02365,0.02849,0.03398,0.04020,0.04725,0.05525,0.06431,0.07456,0.08613,0.09918,0.11386
76,0.00845,0.01334,0.01736,0.02168,0.02648,0.03188,0.03799,0.04491,0.05275,0.06163,0.07168,0.08303,0.09583,0.11025,0.12645
77,0.00947,0.01495,0.01945,0.02427,0.02963,0.03565,0.04245,0.05014,0.05885,0.06870,0.07983,0.09239,0.10653,0.12244,0.14028
