Table Name:,2015 VBT Male Non-Smoker RR50 ANB,,,,,,,,,,,,,,,,,,,,,,,,
Table Identity:,3247,,,,,,,,,,,,,,,,,,,,,,,,
Provider Domain:,soa.org,,,,,,,,,,,,,,,,,,,,,,,,
Provider Name:,American Academy of Actuaries along with the Society of Actuaries,,,,,,,,,,,,,,,,,,,,,,,,
Table Reference:,"Society of Actuaries website, 2015 Valuation Basic Tables. Accessed: March, 2016 from https://www.soa.org/resources/experience-studies/2015/2015-valuation-basic-tables/",,,,,,,,,,,,,,,,,,,,,,,,
Content Type:,Insured Lives Mortality,,,,,,,,,,,,,,,,,,,,,,,,
Table Description:,"2015 Valuation Basic Table (VBT) Relative Risk Table - Male 50%, Non-Smoker, Age Nearest Birthday. Minimum Age: 18. Maximum Age: 95.",,,,,,,,,,,,,,,,,,,,,,,,
EffDate:,,,,,,,,,,,,,,,,,,,,,,,,,
Comments:,"Study Data: The 2015 VBT was developed based on the mortality experience from the SOA Individual Life Experience Committee studies from the 2002-2009 study period. Additional data from other sources was used to supplement the 2002-2009 experience at younger and older ages where industry experience was sparse.To develop the 2015 VBT table, the mortality was projected from March 1st, 2006 to July 1st, 2015, using recent mortality improvement trends. Data Certified: 07/2018.",,,,,,,,,,,,,,,,,,,,,,,,
Keywords:,"Select,Insured Lives Mortality,United States of America",,,,,,,,,,,,,,,,,,,,,,,,

Table # ,1,,,,,,,,,,,,,,,,,,,,,,,,
Table Description:,"2015 VBT Relative Risk Table - Male 50% Non-Smoker, Age Nearest Birthday, Select",,,,,,,,,,,,,,,,,,,,,,,,
Nation:,United States of America,,,,,,,,,,,,,,,,,,,,,,,,
Scaling Factor:,0,,,,,,,,,,,,,,,,,,,,,,,,
Data Type:,Floating Point,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->id:",Age,Duration,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->ScaleType:",Age,Ordinal Date,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->AxisName:",Age,Duration,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->MinScaleValue:",18,1,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->MaxScaleValue:",95,25,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->Increment:",1,1,,,,,,,,,,,,,,,,,,,,,,,

Row\Column,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
18,0.00045,0.00046,0.00048,0.0005,0.00048,0.00046,0.00046,0.00046,0.00039,0.00037,0.00034,0.00031,0.0003,0.00031,0.00032,0.00036,0.00042,0.00049,0.00057,0.00064,0.00071,0.00075,0.00078,0.00083,0.00088
19,0.00041,0.00043,0.00044,0.00042,0.00041,0.00042,0.00042,0.00039,0.00034,0.0003,0.00031,0.00029,0.00029,0.00032,0.00035,0.00038,0.00043,0.00051,0.00058,0.00066,0.00073,0.00077,0.00081,0.00086,0.00092
20,0.00036,0.00036,0.00041,0.00039,0.00038,0.00037,0.00036,0.00033,0.00029,0.0003,0.00029,0.00029,0.00029,0.00033,0.00036,0.00039,0.00045,0.00052,0.0006,0.00068,0.00075,0.00079,0.00083,0.00088,0.00094
21,0.0003,0.00037,0.00033,0.00031,0.00031,0.0003,0.0003,0.00028,0.00026,0.00027,0.00028,0.00029,0.0003,0.00034,0.00037,0.00041,0.00046,0.00053,0.00062,0.0007,0.00075,0.00079,0.00084,0.0009,0.00097
22,0.00029,0.0003,0.00027,0.00026,0.00025,0.00025,0.00025,0.00024,0.00023,0.00026,0.00027,0.00029,0.00031,0.00035,0.00039,0.00042,0.00048,0.00055,0.00064,0.00071,0.00075,0.00079,0.00084,0.00091,0.001
23,0.00024,0.00025,0.00023,0.00022,0.00021,0.00021,0.00021,0.00022,0.00022,0.00026,0.00028,0.0003,0.00032,0.00037,0.00041,0.00044,0.0005,0.00058,0.00066,0.00072,0.00076,0.00079,0.00084,0.00093,0.00104
24,0.00021,0.00021,0.00019,0.00019,0.00018,0.00018,0.00019,0.0002,0.00022,0.00026,0.00028,0.00031,0.00034,0.00039,0.00042,0.00046,0.00053,0.00061,0.00068,0.00072,0.00076,0.0008,0.00085,0.00096,0.00107
25,0.00018,0.00019,0.00017,0.00016,0.00017,0.00017,0.00018,0.0002,0.00022,0.00027,0.00029,0.00033,0.00036,0.0004,0.00045,0.00049,0.00056,0.00064,0.0007,0.00072,0.00077,0.0008,0.0009,0.00101,0.00114
26,0.00015,0.00016,0.00015,0.00016,0.00016,0.00016,0.00018,0.00021,0.00023,0.00028,0.00032,0.00035,0.00038,0.00043,0.00048,0.00052,0.0006,0.00067,0.00071,0.00073,0.00077,0.00086,0.00097,0.00109,0.00122
27,0.00013,0.00014,0.00014,0.00014,0.00015,0.00016,0.00019,0.00021,0.00023,0.00029,0.00033,0.00037,0.0004,0.00045,0.0005,0.00055,0.00062,0.00067,0.00071,0.00074,0.0008,0.0009,0.00102,0.00115,0.00129
28,0.00011,0.00012,0.00013,0.00015,0.00016,0.00017,0.00019,0.00022,0.00024,0.0003,0.00034,0.00038,0.0004,0.00047,0.00052,0.00057,0.00063,0.00067,0.00071,0.00076,0.00084,0.00095,0.00107,0.00121,0.00136
29,0.0001,0.00011,0.00013,0.00014,0.00016,0.00017,0.0002,0.00022,0.00025,0.00031,0.00035,0.00038,0.0004,0.00047,0.00052,0.00057,0.00063,0.00068,0.00073,0.0008,0.00089,0.001,0.00113,0.00128,0.00144
30,9E-05,9E-05,0.00012,0.00014,0.00016,0.00017,0.0002,0.00022,0.00025,0.00031,0.00035,0.00038,0.00041,0.00047,0.00052,0.00057,0.00064,0.0007,0.00075,0.00083,0.00093,0.00106,0.0012,0.00135,0.00153
31,7E-05,8E-05,0.00012,0.00014,0.00016,0.00017,0.0002,0.00022,0.00026,0.00031,0.00035,0.00038,0.00041,0.00047,0.00052,0.00059,0.00066,0.00071,0.00078,0.00087,0.00098,0.00111,0.00126,0.00143,0.00161
32,7E-05,8E-05,0.00012,0.00014,0.00016,0.00017,0.0002,0.00022,0.00028,0.00032,0.00035,0.00038,0.00042,0.00047,0.00053,0.0006,0.00067,0.00074,0.00081,0.00091,0.00103,0.00117,0.00133,0.00151,0.00168
33,7E-05,8E-05,0.00012,0.00014,0.00016,0.00017,0.0002,0.00024,0.00029,0.00033,0.00036,0.00038,0.00042,0.00048,0.00054,0.00062,0.00069,0.00076,0.00084,0.00095,0.00108,0.00124,0.00141,0.00159,0.00175
34,7E-05,8E-05,0.00012,0.00014,0.00016,0.00018,0.00021,0.00025,0.0003,0.00033,0.00036,0.00038,0.00043,0.00049,0.00056,0.00063,0.00071,0.00079,0.00088,0.001,0.00114,0.00132,0.00149,0.00167,0.00183
35,7E-05,8E-05,0.00013,0.00015,0.00017,0.00019,0.00022,0.00027,0.00031,0.00034,0.00036,0.0004,0.00045,0.00052,0.00058,0.00066,0.00074,0.00082,0.00092,0.00105,0.00122,0.00141,0.00159,0.00176,0.00192
36,7E-05,8E-05,0.00013,0.00016,0.00018,0.00021,0.00024,0.00028,0.00031,0.00034,0.00037,0.00042,0.00048,0.00054,0.00061,0.00069,0.00077,0.00086,0.00098,0.00113,0.00132,0.00151,0.00169,0.00187,0.00207
37,7E-05,8E-05,0.00014,0.00017,0.00019,0.00021,0.00025,0.00029,0.00032,0.00035,0.0004,0.00045,0.00051,0.00057,0.00064,0.00072,0.00081,0.00091,0.00105,0.00123,0.00143,0.00163,0.00182,0.00201,0.00225
38,7E-05,9E-05,0.00014,0.00017,0.0002,0.00023,0.00027,0.0003,0.00033,0.00038,0.00043,0.00048,0.00054,0.00061,0.00068,0.00077,0.00087,0.00099,0.00116,0.00136,0.00157,0.00178,0.00197,0.00221,0.00248
39,7E-05,0.0001,0.00016,0.00018,0.00021,0.00025,0.00028,0.00032,0.00036,0.00041,0.00047,0.00052,0.00059,0.00066,0.00074,0.00083,0.00095,0.0011,0.0013,0.00151,0.00173,0.00193,0.00217,0.00242,0.00278
40,7E-05,0.00012,0.00017,0.0002,0.00023,0.00026,0.0003,0.00034,0.00039,0.00045,0.00051,0.00056,0.00064,0.00072,0.00081,0.00091,0.00106,0.00124,0.00146,0.00169,0.00191,0.00213,0.00238,0.00271,0.00313
41,7E-05,0.00013,0.00018,0.00021,0.00024,0.00028,0.00032,0.00036,0.00042,0.00049,0.00055,0.00061,0.0007,0.00079,0.00089,0.00102,0.0012,0.00141,0.00165,0.00189,0.00211,0.00234,0.00264,0.00306,0.00351
42,8E-05,0.00015,0.00019,0.00023,0.00026,0.0003,0.00033,0.00039,0.00046,0.00053,0.00059,0.00067,0.00077,0.00088,0.001,0.00116,0.00137,0.00161,0.00186,0.0021,0.00232,0.00259,0.00296,0.00341,0.00393
43,0.0001,0.00016,0.0002,0.00024,0.00028,0.00031,0.00036,0.00042,0.0005,0.00057,0.00064,0.00073,0.00085,0.00098,0.00112,0.00132,0.00156,0.00183,0.00208,0.00231,0.00256,0.0029,0.00333,0.00385,0.00444
44,0.00012,0.00017,0.00022,0.00027,0.0003,0.00034,0.00039,0.00047,0.00054,0.00062,0.00071,0.00081,0.00095,0.0011,0.00127,0.0015,0.00178,0.00206,0.00231,0.00255,0.00285,0.00327,0.00378,0.00437,0.00503
45,0.00013,0.00018,0.00024,0.0003,0.00033,0.00037,0.00043,0.00052,0.00059,0.00068,0.00078,0.00091,0.00107,0.00124,0.00144,0.00171,0.00201,0.0023,0.00255,0.00284,0.0032,0.00373,0.00434,0.00501,0.00575
46,0.00015,0.00019,0.00026,0.00032,0.00036,0.00041,0.00049,0.00057,0.00065,0.00075,0.00088,0.00103,0.0012,0.00139,0.00163,0.00193,0.00226,0.00255,0.00284,0.00318,0.00363,0.0043,0.00499,0.00574,0.00663
47,0.00017,0.0002,0.00029,0.00035,0.00039,0.00047,0.00055,0.00064,0.00072,0.00084,0.00099,0.00116,0.00135,0.00156,0.00182,0.00216,0.00251,0.00283,0.00316,0.00356,0.00415,0.00495,0.00572,0.00661,0.00763
48,0.00019,0.00022,0.00031,0.00039,0.00044,0.00053,0.00063,0.00071,0.0008,0.00095,0.00113,0.00131,0.0015,0.00174,0.00204,0.00241,0.0028,0.00315,0.00354,0.00404,0.00478,0.00571,0.0066,0.00762,0.00883
49,0.0002,0.00024,0.00035,0.00042,0.00051,0.00061,0.0007,0.00078,0.00091,0.00109,0.00128,0.00146,0.00167,0.00193,0.00228,0.00268,0.00311,0.0035,0.00398,0.00461,0.00551,0.00657,0.00761,0.00881,0.01025
50,0.00021,0.00027,0.00039,0.00047,0.00058,0.00068,0.00077,0.00087,0.00103,0.00124,0.00144,0.00162,0.00185,0.00216,0.00255,0.003,0.00346,0.00392,0.0045,0.00529,0.00635,0.00752,0.00876,0.01024,0.01197
51,0.00021,0.00031,0.00043,0.00053,0.00065,0.00075,0.00084,0.00096,0.00117,0.00142,0.00162,0.00183,0.00206,0.00242,0.00286,0.00337,0.00387,0.00441,0.00513,0.00607,0.00725,0.00855,0.01003,0.0118,0.01388
52,0.00021,0.00036,0.00049,0.0006,0.00073,0.00081,0.00091,0.00108,0.00133,0.0016,0.00181,0.00205,0.00232,0.00275,0.00326,0.00381,0.00438,0.00503,0.00591,0.00702,0.00835,0.00979,0.01149,0.01357,0.01601
53,0.00022,0.00041,0.00055,0.00068,0.0008,0.00088,0.00101,0.00122,0.00152,0.00181,0.00204,0.0023,0.00265,0.00317,0.00374,0.00437,0.00503,0.00588,0.00683,0.0081,0.0096,0.01127,0.01325,0.01566,0.01847
54,0.00022,0.00046,0.00062,0.00079,0.00088,0.00098,0.00113,0.00139,0.00173,0.00203,0.00228,0.0026,0.00309,0.0037,0.00436,0.00503,0.00585,0.00679,0.00799,0.00942,0.01109,0.01318,0.01561,0.01841,0.02146
55,0.00023,0.0005,0.0007,0.00086,0.00096,0.00106,0.00126,0.0016,0.00196,0.00228,0.00259,0.00302,0.00364,0.00435,0.00502,0.00583,0.00674,0.00789,0.00934,0.01104,0.01297,0.01544,0.01824,0.0214,0.02562
