Table Name:,2015 VBT Female Non-Smoker RR90 ALB,,,,,,,,,,,,,,,,,,,,,,,,
Table Identity:,3213,,,,,,,,,,,,,,,,,,,,,,,,
Provider Domain:,soa.org,,,,,,,,,,,,,,,,,,,,,,,,
Provider Name:,American Academy of Actuaries along with the Society of Actuaries,,,,,,,,,,,,,,,,,,,,,,,,
Table Reference:,"Society of Actuaries website, 2015 Valuation Basic Tables. Accessed: March, 2016 from https://www.soa.org/resources/experience-studies/2015/2015-valuation-basic-tables/",,,,,,,,,,,,,,,,,,,,,,,,
Content Type:,Insured Lives Mortality,,,,,,,,,,,,,,,,,,,,,,,,
Table Description:,"2015 Valuation Basic Table (VBT) Relative Risk Table - Female, 90%, Non-Smoker, Age Last Birthday. Minimum Age: 18. Maximum Age: 95.",,,,,,,,,,,,,,,,,,,,,,,,
EffDate:,,,,,,,,,,,,,,,,,,,,,,,,,
Comments:,"Study Data: The 2015 VBT was developed based on the mortality experience from the SOA Individual Life Experience Committee studies from the 2002-2009 study period. Additional data from other sources was used to supplement the 2002-2009 experience at younger and older ages where industry experience was sparse.To develop the 2015 VBT table, the mortality was projected from March 1st, 2006 to July 1st, 2015, using recent mortality improvement trends. Data Certified: 07/2018.",,,,,,,,,,,,,,,,,,,,,,,,
Keywords:,"Select,Insured Lives Mortality,United States of America",,,,,,,,,,,,,,,,,,,,,,,,

Table # ,1,,,,,,,,,,,,,,,,,,,,,,,,
Table Description:,"2015 VBT Relative Risk Table - Female, 90% Non-Smoker, Age Last Birthday, Select",,,,,,,,,,,,,,,,,,,,,,,,
Nation:,United States of America,,,,,,,,,,,,,,,,,,,,,,,,
Scaling Factor:,0,,,,,,,,,,,,,,,,,,,,,,,,
Data Type:,Floating Point,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->id:",Age,Duration,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->ScaleType:",Age,Ordinal Date,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->AxisName:",Age,Duration,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->MinScaleValue:",18,1,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->MaxScaleValue:",95,25,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->Increment:",1,1,,,,,,,,,,,,,,,,,,,,,,,

Row\Column,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
18,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00024,0.00025,0.00026,0.00028,0.0003,0.00031,0.00034,0.00037,0.00043,0.0005,0.00058,0.00065,0.00072,0.00078,0.0008,0.00081,0.00081,0.00081
19,0.00024,0.00023,0.00023,0.00023,0.00024,0.00023,0.00022,0.00022,0.00024,0.00026,0.00028,0.0003,0.00031,0.00033,0.00038,0.00045,0.00053,0.00062,0.00069,0.00076,0.0008,0.00081,0.00081,0.00081,0.00082
20,0.0002,0.0002,0.00022,0.00022,0.00022,0.00021,0.00021,0.00021,0.00024,0.00026,0.00028,0.00029,0.0003,0.00034,0.0004,0.00047,0.00055,0.00064,0.00071,0.00077,0.00081,0.00081,0.00081,0.00082,0.00082
21,0.00016,0.00019,0.0002,0.0002,0.00019,0.00019,0.0002,0.00022,0.00024,0.00027,0.00028,0.00029,0.00031,0.00035,0.00042,0.0005,0.00057,0.00065,0.00072,0.00078,0.00081,0.00081,0.00082,0.00082,0.00084
22,0.00014,0.00018,0.00019,0.00018,0.00017,0.00018,0.0002,0.00022,0.00025,0.00027,0.00028,0.00029,0.00032,0.00038,0.00045,0.00052,0.00059,0.00065,0.00072,0.00078,0.00081,0.00082,0.00082,0.00084,0.00088
23,0.00013,0.00016,0.00016,0.00016,0.00016,0.00018,0.0002,0.00023,0.00026,0.00028,0.00029,0.00031,0.00035,0.00041,0.00049,0.00055,0.0006,0.00066,0.00072,0.00078,0.00082,0.00082,0.00084,0.00088,0.00092
24,0.00011,0.00014,0.00014,0.00015,0.00016,0.00018,0.00021,0.00024,0.00026,0.00028,0.0003,0.00033,0.00038,0.00045,0.00052,0.00056,0.0006,0.00066,0.00073,0.00078,0.00082,0.00084,0.00088,0.00092,0.00098
25,9E-05,0.00013,0.00013,0.00014,0.00016,0.00018,0.00021,0.00024,0.00027,0.0003,0.00033,0.00037,0.00043,0.0005,0.00055,0.00058,0.00062,0.00068,0.00074,0.0008,0.00084,0.00088,0.00092,0.00098,0.00105
26,8E-05,0.00012,0.00013,0.00014,0.00016,0.00019,0.00022,0.00025,0.00029,0.00032,0.00036,0.00041,0.00048,0.00054,0.00057,0.0006,0.00064,0.0007,0.00076,0.00082,0.00088,0.00092,0.00098,0.00105,0.00114
27,7E-05,0.00011,0.00013,0.00015,0.00016,0.00019,0.00022,0.00027,0.00031,0.00035,0.0004,0.00046,0.00052,0.00057,0.0006,0.00062,0.00067,0.00073,0.00079,0.00086,0.00092,0.00098,0.00105,0.00114,0.00126
28,7E-05,0.00011,0.00013,0.00015,0.00017,0.0002,0.00024,0.00029,0.00034,0.00039,0.00044,0.0005,0.00056,0.00059,0.00062,0.00065,0.0007,0.00076,0.00083,0.00091,0.00098,0.00105,0.00114,0.00126,0.00141
29,7E-05,0.00012,0.00014,0.00015,0.00017,0.00021,0.00026,0.00031,0.00037,0.00042,0.00047,0.00053,0.00058,0.00061,0.00064,0.00068,0.00074,0.00082,0.00089,0.00097,0.00105,0.00114,0.00126,0.00141,0.00159
30,7E-05,0.00012,0.00014,0.00016,0.00019,0.00023,0.00029,0.00034,0.00039,0.00044,0.00049,0.00055,0.0006,0.00064,0.00067,0.00072,0.00081,0.00089,0.00096,0.00105,0.00114,0.00126,0.00141,0.00159,0.00177
31,7E-05,0.00013,0.00015,0.00017,0.00021,0.00026,0.00031,0.00037,0.00041,0.00046,0.00051,0.00057,0.00063,0.00067,0.00072,0.00079,0.00087,0.00096,0.00104,0.00114,0.00126,0.00141,0.00159,0.00177,0.00196
32,7E-05,0.00013,0.00016,0.00019,0.00024,0.00029,0.00034,0.00039,0.00043,0.00048,0.00053,0.00059,0.00066,0.00071,0.00078,0.00086,0.00095,0.00103,0.00113,0.00125,0.00141,0.00159,0.00177,0.00196,0.00214
33,8E-05,0.00014,0.00018,0.00022,0.00027,0.00032,0.00037,0.00042,0.00045,0.00049,0.00055,0.00061,0.0007,0.00078,0.00085,0.00093,0.00103,0.00113,0.00124,0.0014,0.00159,0.00177,0.00196,0.00214,0.00232
34,8E-05,0.00014,0.0002,0.00026,0.00031,0.00034,0.0004,0.00044,0.00046,0.00051,0.00057,0.00066,0.00076,0.00085,0.00093,0.00102,0.00112,0.00123,0.00138,0.00156,0.00177,0.00196,0.00214,0.00232,0.0025
35,9E-05,0.00015,0.00023,0.00029,0.00033,0.00038,0.00043,0.00046,0.00048,0.00053,0.00061,0.00072,0.00084,0.00093,0.00101,0.00111,0.00122,0.00135,0.00153,0.00174,0.00196,0.00214,0.00232,0.0025,0.0027
36,0.0001,0.00016,0.00025,0.00032,0.00037,0.00042,0.00046,0.00048,0.00051,0.00057,0.00067,0.00079,0.00092,0.00101,0.0011,0.0012,0.00132,0.00148,0.00168,0.00191,0.00214,0.00232,0.0025,0.0027,0.00293
37,0.0001,0.00017,0.00027,0.00035,0.00041,0.00045,0.00048,0.0005,0.00054,0.00063,0.00075,0.00087,0.001,0.00109,0.00118,0.00129,0.00143,0.00161,0.00184,0.00208,0.00232,0.0025,0.0027,0.00293,0.00321
38,0.00011,0.00018,0.00028,0.00037,0.00044,0.00047,0.0005,0.00054,0.0006,0.0007,0.00083,0.00096,0.00108,0.00117,0.00127,0.00139,0.00156,0.00176,0.002,0.00226,0.0025,0.0027,0.00293,0.00321,0.00352
39,0.00012,0.00019,0.00029,0.00038,0.00046,0.0005,0.00053,0.00059,0.00066,0.00078,0.00091,0.00104,0.00116,0.00126,0.00137,0.00151,0.00169,0.00191,0.00216,0.00243,0.0027,0.00293,0.00321,0.00352,0.00387
40,0.00013,0.0002,0.0003,0.00039,0.00048,0.00053,0.00058,0.00064,0.00073,0.00086,0.001,0.00112,0.00124,0.00136,0.00148,0.00164,0.00184,0.00207,0.00233,0.00263,0.00293,0.00321,0.00352,0.00387,0.00426
41,0.00013,0.00021,0.00031,0.00041,0.00051,0.00058,0.00063,0.00069,0.0008,0.00095,0.00108,0.0012,0.00133,0.00147,0.00162,0.0018,0.002,0.00224,0.00252,0.00286,0.00321,0.00352,0.00387,0.00426,0.00468
42,0.00014,0.00022,0.00032,0.00044,0.00056,0.00062,0.00067,0.00075,0.00088,0.00103,0.00116,0.00128,0.00144,0.0016,0.00177,0.00197,0.0022,0.00246,0.00276,0.00313,0.00352,0.00387,0.00426,0.00468,0.00514
43,0.00015,0.00023,0.00033,0.0005,0.0006,0.00066,0.00072,0.00082,0.00095,0.0011,0.00124,0.00138,0.00156,0.00176,0.00195,0.00216,0.00241,0.00269,0.00303,0.00344,0.00387,0.00426,0.00468,0.00514,0.00564
44,0.00017,0.00024,0.00036,0.00056,0.00064,0.00071,0.00077,0.00089,0.00103,0.00118,0.00133,0.0015,0.00171,0.00193,0.00214,0.00237,0.00264,0.00295,0.00332,0.00378,0.00426,0.00468,0.00514,0.00564,0.0062
45,0.00019,0.00024,0.00041,0.00061,0.00069,0.00076,0.00084,0.00096,0.00111,0.00127,0.00143,0.00164,0.00189,0.00213,0.00236,0.00261,0.00291,0.00326,0.00367,0.00416,0.00468,0.00514,0.00564,0.0062,0.00684
46,0.00021,0.00025,0.00046,0.00065,0.00074,0.00082,0.00091,0.00105,0.0012,0.00136,0.00155,0.0018,0.00209,0.00235,0.00259,0.00288,0.00322,0.0036,0.00405,0.00457,0.00514,0.00564,0.0062,0.00684,0.00759
47,0.00022,0.00027,0.00054,0.0007,0.00081,0.0009,0.001,0.00114,0.00129,0.00147,0.0017,0.00199,0.00232,0.00259,0.00287,0.00319,0.00357,0.00398,0.00446,0.00501,0.00564,0.0062,0.00684,0.00759,0.00849
48,0.00023,0.0003,0.00064,0.00078,0.00089,0.00098,0.0011,0.00125,0.0014,0.0016,0.00186,0.00219,0.00255,0.00285,0.00314,0.00351,0.00393,0.00438,0.0049,0.0055,0.0062,0.00684,0.00759,0.00849,0.00955
49,0.00024,0.00037,0.00074,0.00087,0.00098,0.00109,0.00122,0.00136,0.00152,0.00175,0.00204,0.00239,0.00277,0.00309,0.00342,0.00384,0.00431,0.0048,0.00536,0.00603,0.00684,0.00759,0.00849,0.00955,0.01079
50,0.00025,0.00048,0.00085,0.00097,0.00108,0.0012,0.00134,0.00148,0.00166,0.00192,0.00224,0.0026,0.00297,0.00332,0.0037,0.00419,0.0047,0.00523,0.00585,0.00663,0.00759,0.00849,0.00955,0.01079,0.01223
51,0.00026,0.00061,0.00093,0.00105,0.00118,0.00132,0.00145,0.00162,0.00183,0.00212,0.00246,0.00282,0.00319,0.00357,0.00402,0.00457,0.00511,0.00568,0.0064,0.00735,0.00849,0.00955,0.01079,0.01223,0.01389
52,0.00026,0.00072,0.00098,0.00113,0.00128,0.00143,0.00159,0.00178,0.00204,0.00236,0.0027,0.00304,0.00343,0.00386,0.00439,0.00499,0.00558,0.00626,0.00713,0.00822,0.00955,0.01079,0.01223,0.01389,0.01581
