Table Name:,2017 Loaded CSO Composite Gender-Blended 50% Male ANB,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->AxisName:",Age,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->MinScaleValue:",0,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->MaxScaleValue:",120,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->Increment:",1,,,,,,,,,,,,,,,,,,,,,,,,

Row\Column,1,,,,,,,,,,,,,,,,,,,,,,,,
0,0.00029,,,,,,,,,,,,,,,,,,,,,,,,
1,0.00017,,,,,,,,,,,,,,,,,,,,,,,,
2,0.00013,,,,,,,,,,,,,,,,,,,,,,,,
3,0.0001,,,,,,,,,,,,,,,,,,,,,,,,
4,0.0001,,,,,,,,,,,,,,,,,,,,,,,,
5,9E-05,,,,,,,,,,,,,,,,,,,,,,,,
6,0.0001,,,,,,,,,,,,,,,,,,,,,,,,
7,0.0001,,,,,,,,,,,,,,,,,,,,,,,,
8,9E-05,,,,,,,,,,,,,,,,,,,,,,,,
9,9E-05,,,,,,,,,,,,,,,,,,,,,,,,
10,9E-05,,,,,,,,,,,,,,,,,,,,,,,,
11,0.0001,,,,,,,,,,,,,,,,,,,,,,,,
12,0.00011,,,,,,,,,,,,,,,,,,,,,,,,
13,0.00012,,,,,,,,,,,,,,,,,,,,,,,,
14,0.00017,,,,,,,,,,,,,,,,,,,,,,,,
15,0.00027,,,,,,,,,,,,,,,,,,,,,,,,
16,0.00039,,,,,,,,,,,,,,,,,,,,,,,,
17,0.00051,,,,,,,,,,,,,,,,,,,,,,,,
18,0.00058,,,,,,,,,,,,,,,,,,,,,,,,
19,0.0006,,,,,,,,,,,,,,,,,,,,,,,,
20,0.00062,,,,,,,,,,,,,,,,,,,,,,,,
21,0.00063,,,,,,,,,,,,,,,,,,,,,,,,
22,0.00065,,,,,,,,,,,,,,,,,,,,,,,,
23,0.00067,,,,,,,,,,,,,,,,,,,,,,,,
24,0.00071,,,,,,,,,,,,,,,,,,,,,,,,
25,0.00073,,,,,,,,,,,,,,,,,,,,,,,,
26,0.00073,,,,,,,,,,,,,,,,,,,,,,,,
27,0.00072,,,,,,,,,,,,,,,,,,,,,,,,
28,0.00072,,,,,,,,,,,,,,,,,,,,,,,,
29,0.00072,,,,,,,,,,,,,,,,,,,,,,,,
30,0.00074,,,,,,,,,,,,,,,,,,,,,,,,
31,0.00078,,,,,,,,,,,,,,,,,,,,,,,,
32,0.00083,,,,,,,,,,,,,,,,,,,,,,,,
33,0.00089,,,,,,,,,,,,,,,,,,,,,,,,
34,0.00097,,,,,,,,,,,,,,,,,,,,,,,,
35,0.00105,,,,,,,,,,,,,,,,,,,,,,,,
36,0.00116,,,,,,,,,,,,,,,,,,,,,,,,
37,0.00127,,,,,,,,,,,,,,,,,,,,,,,,
38,0.00138,,,,,,,,,,,,,,,,,,,,,,,,
39,0.00149,,,,,,,,,,,,,,,,,,,,,,,,
40,0.0016,,,,,,,,,,,,,,,,,,,,,,,,
41,0.00171,,,,,,,,,,,,,,,,,,,,,,,,
42,0.00179,,,,,,,,,,,,,,,,,,,,,,,,
43,0.00184,,,,,,,,,,,,,,,,,,,,,,,,
44,0.0019,,,,,,,,,,,,,,,,,,,,,,,,
45,0.00196,,,,,,,,,,,,,,,,,,,,,,,,
46,0.00205,,,,,,,,,,,,,,,,,,,,,,,,
47,0.00214,,,,,,,,,,,,,,,,,,,,,,,,
48,0.00224,,,,,,,,,,,,,,,,,,,,,,,,
49,0.00234,,,,,,,,,,,,,,,,,,,,,,,,
50,0.00248,,,,,,,,,,,,,,,,,,,,,,,,
51,0.00264,,,,,,,,,,,,,,,,,,,,,,,,
52,0.00283,,,,,,,,,,,,,,,,,,,,,,,,
53,0.00305,,,,,,,,,,,,,,,,,,,,,,,,
54,0.00329,,,,,,,,,,,,,,,,,,,,,,,,
55,0.00357,,,,,,,,,,,,,,,,,,,,,,,,
56,0.00388,,,,,,,,,,,,,,,,,,,,,,,,
57,0.00424,,,,,,,,,,,,,,,,,,,,,,,,
58,0.00464,,,,,,,,,,,,,,,,,,,,,,,,
59,0.0051,,,,,,,,,,,,,,,,,,,,,,,,
60,0.00563,,,,,,,,,,,,,,,,,,,,,,,,
61,0.00624,,,,,,,,,,,,,,,,,,,,,,,,
62,0.00692,,,,,,,,,,,,,,,,,,,,,,,,
63,0.00769,,,,,,,,,,,,,,,,,,,,,,,,
64,0.00855,,,,,,,,,,,,,,,,,,,,,,,,
65,0.00948,,,,,,,,,,,,,,,,,,,,,,,,
66,0.01049,,,,,,,,,,,,,,,,,,,,,,,,
67,0.01158,,,,,,,,,,,,,,,,,,,,,,,,
68,0.01277,,,,,,,,,,,,,,,,,,,,,,,,
69,0.0141,,,,,,,,,,,,,,,,,,,,,,,,
70,0.0156,,,,,,,,,,,,,,,,,,,,,,,,
71,0.01731,,,,,,,,,,,,,,,,,,,,,,,,
72,0.01926,,,,,,,,,,,,,,,,,,,,,,,,
73,0.02146,,,,,,,,,,,,,,,,,,,,,,,,
74,0.02392,,,,,,,,,,,,,,,,,,,,,,,,
75,0.02666,,,,,,,,,,,,,,,,,,,,,,,,
76,0.02966,,,,,,,,,,,,,,,,,,,,,,,,
77,0.03297,,,,,,,,,,,,,,,,,,,,,,,,
78,0.03662,,,,,,,,,,,,,,,,,,,,,,,,
79,0.04073,,,,,,,,,,,,,,,,,,,,,,,,
80,0.04539,,,,,,,,,,,,,,,,,,,,,,,,
81,0.05086,,,,,,,,,,,,,,,,,,,,,,,,
82,0.05697,,,,,,,,,,,,,,,,,,,,,,,,
83,0.06422,,,,,,,,,,,,,,,,,,,,,,,,
84,0.07256,,,,,,,,,,,,,,,,,,,,,,,,
85,0.08213,,,,,,,,,,,,,,,,,,,,,,,,
86,0.09309,,,,,,,,,,,,,,,,,,,,,,,,
87,0.10524,,,,,,,,,,,,,,,,,,,,,,,,
88,0.11871,,,,,,,,,,,,,,,,,,,,,,,,
89,0.13324,,,,,,,,,,,,,,,,,,,,,,,,
90,0.14869,,,,,,,,,,,,,,,,,,,,,,,,
91,0.16458,,,,,,,,,,,,,,,,,,,,,,,,
92,0.18085,,,,,,,,,,,,,,,,,,,,,,,,
93,0.19744,,,,,,,,,,,,,,,,,,,,,,,,
94,0.2133,,,,,,,,,,,,,,,,,,,,,,,,
95,0.22873,,,,,,,,,,,,,,,,,,,,,,,,
96,0.24828,,,,,,,,,,,,,,,,,,,,,,,,
97,0.2694,,,,,,,,,,,,,,,,,,,,,,,,
98,0.29236,,,,,,,,,,,,,,,,,,,,,,,,
99,0.31671,,,,,,,,,,,,,,,,,,,,,,,,
100,0.34204,,,,,,,,,,,,,,,,,,,,,,,,
101,0.36595,,,,,,,,,,,,,,,,,,,,,,,,
102,0.38969,,,,,,,,,,,,,,,,,,,,,,,,
103,0.41285,,,,,,,,,,,,,,,,,,,,,,,,
104,0.43501,,,,,,,,,,,,,,,,,,,,,,,,
105,0.45578,,,,,,,,,,,,,,,,,,,,,,,,
106,0.47477,,,,,,,,,,,,,,,,,,,,,,,,
107,0.50072,,,,,,,,,,,,,,,,,,,,,,,,
108,0.52808,,,,,,,,,,,,,,,,,,,,,,,,
109,0.55694,,,,,,,,,,,,,,,,,,,,,,,,
110,0.58737,,,,,,,,,,,,,,,,,,,,,,,,
111,0.61947,,,,,,,,,,,,,,,,,,,,,,,,
112,0.65333,,,,,,,,,,,,,,,,,,,,,,,,
113,0.68903,,,,,,,,,,,,,,,,,,,,,,,,
114,0.72669,,,,,,,,,,,,,,,,,,,,,,,,
115,0.76641,,,,,,,,,,,,,,,,,,,,,,,,
116,0.80829,,,,,,,,,,,,,,,,,,,,,,,,
117,0.85246,,,,,,,,,,,,,,,,,,,,,,,,
118,0.89905,,,,,,,,,,,,,,,,,,,,,,,,
119,0.94818,,,,,,,,,,,,,,,,,,,,,,,,
120,1,,,,,,,,,,,,,,,,,,,,,,,,
