Table Name:,2017 Loaded CSO Composite Gender-Blended 50% Male ANB,,,,,,,,,,,,,,,,,,,,,,,,
10,9E-05,0.0001,0.00011,0.00012,0.00017,0.00027,0.00039,0.00051,0.00058,0.0006,0.00062,0.00063,0.00065,0.00067,0.00071,0.00073,0.00073,0.00072,0.00072,0.00072,0.00074,0.00078,0.00083,0.00089,0.00097
11,0.0001,0.00011,0.00012,0.00017,0.00027,0.00039,0.00051,0.00058,0.0006,0.00062,0.00063,0.00065,0.00067,0.00071,0.00073,0.00073,0.00072,0.00072,0.00072,0.00074,0.00078,0.00083,0.00089,0.00097,0.00105
12,0.00011,0.00012,0.00017,0.00027,0.00039,0.00051,0.00058,0.0006,0.00062,0.00063,0.00065,0.00067,0.00071,0.00073,0.00073,0.00072,0.00072,0.00072,0.00074,0.00078,0.00083,0.00089,0.00097,0.00105,0.00116
13,0.00012,0.00017,0.00027,0.00039,0.00051,0.00058,0.0006,0.00062,0.00063,0.00065,0.00067,0.00071,0.00073,0.00073,0.00072,0.00072,0.00072,0.00074,0.00078,0.00083,0.00089,0.00097,0.00105,0.00116,0.00127
14,0.00017,0.00027,0.00039,0.00051,0.00058,0.0006,0.00062,0.00063,0.00065,0.00067,0.00071,0.00073,0.00073,0.00072,0.00072,0.00072,0.00074,0.00078,0.00083,0.00089,0.00097,0.00105,0.00116,0.00127,0.00138
15,0.00027,0.00039,0.00051,0.00058,0.0006,0.00062,0.00063,0.00065,0.00067,0.00071,0.00073,0.00073,0.00072,0.00072,0.00072,0.00074,0.00078,0.00083,0.00089,0.00097,0.00105,0.00116,0.00127,0.00138,0.00149
16,0.00039,0.00051,0.00058,0.0006,0.00062,0.00063,0.00065,0.00067,0.00071,0.00073,0.00073,0.00072,0.00072,0.00072,0.00074,0.00078,0.00083,0.00089,0.00097,0.00105,0.00116,0.00127,0.00138,0.00149,0.0016
17,0.00051,0.00058,0.0006,0.00062,0.00063,0.00065,0.00067,0.00071,0.00073,0.00073,0.00072,0.00072,0.00072,0.00074,0.00078,0.00083,0.00089,0.00097,0.00105,0.00116,0.00127,0.00138,0.00149,0.0016,0.00171
18,0.00058,0.0006,0.00061,0.00063,0.00063,0.00064,0.00065,0.00066,0.00063,0.00062,0.00061,0.0006,0.00061,0.00064,0.00068,0.00075,0.00084,0.00093,0.00105,0.00116,0.00127,0.00139,0.0015,0.00162,0.00174
19,0.00055,0.00057,0.00057,0.00057,0.00058,0.0006,0.00061,0.00059,0.00057,0.00056,0.00057,0.00058,0.0006,0.00064,0.0007,0.00079,0.00088,0.001,0.00111,0.00124,0.00136,0.00147,0.00159,0.0017,0.0018
20,0.0005,0.0005,0.00054,0.00054,0.00055,0.00055,0.00054,0.00054,0.00053,0.00055,0.00056,0.00057,0.0006,0.00066,0.00075,0.00082,0.00094,0.00106,0.0012,0.00133,0.00145,0.00156,0.00167,0.00177,0.00187
21,0.00043,0.00048,0.00047,0.00048,0.00049,0.00049,0.00049,0.00049,0.0005,0.00053,0.00055,0.00058,0.00062,0.0007,0.00078,0.00087,0.00099,0.00113,0.00127,0.00141,0.00152,0.00162,0.00171,0.00181,0.00191
22,0.00039,0.00043,0.00043,0.00043,0.00043,0.00043,0.00045,0.00046,0.00048,0.00052,0.00055,0.00059,0.00066,0.00073,0.00083,0.00092,0.00106,0.00119,0.00134,0.00148,0.00158,0.00166,0.00175,0.00185,0.00199
23,0.00035,0.00038,0.00038,0.00038,0.00039,0.0004,0.00042,0.00045,0.00048,0.00053,0.00056,0.00063,0.00068,0.00078,0.00088,0.001,0.00112,0.00126,0.0014,0.00153,0.00162,0.00169,0.00177,0.00192,0.00207
24,0.00031,0.00034,0.00034,0.00034,0.00036,0.00037,0.0004,0.00044,0.00048,0.00054,0.0006,0.00065,0.00074,0.00083,0.00096,0.00106,0.00118,0.00132,0.00145,0.00156,0.00165,0.00173,0.00183,0.00198,0.00216
25,0.00028,0.00031,0.0003,0.00032,0.00034,0.00036,0.0004,0.00045,0.00049,0.00056,0.00063,0.0007,0.00079,0.00091,0.00102,0.00112,0.00125,0.00138,0.0015,0.0016,0.00168,0.00179,0.00193,0.0021,0.00229
26,0.00025,0.00028,0.00029,0.00031,0.00033,0.00036,0.00041,0.00046,0.00052,0.00059,0.00067,0.00075,0.00086,0.00098,0.00109,0.00119,0.00132,0.00145,0.00155,0.00163,0.00175,0.00189,0.00205,0.00224,0.00243
27,0.00022,0.00026,0.00028,0.0003,0.00033,0.00037,0.00042,0.00048,0.00055,0.00064,0.00072,0.00081,0.00093,0.00105,0.00116,0.00126,0.00138,0.0015,0.00159,0.00171,0.00184,0.002,0.00218,0.00238,0.0026
28,0.00019,0.00024,0.00027,0.00031,0.00034,0.00038,0.00044,0.00051,0.00058,0.00068,0.00077,0.00088,0.001,0.00111,0.00122,0.00132,0.00144,0.00154,0.00166,0.0018,0.00196,0.00213,0.00233,0.00254,0.00279
29,0.00018,0.00024,0.00028,0.00033,0.00037,0.00042,0.00048,0.00055,0.00063,0.00074,0.00084,0.00095,0.00107,0.00118,0.00128,0.00138,0.00149,0.00163,0.00177,0.00192,0.0021,0.00229,0.00251,0.00274,0.00301
30,0.00019,0.00024,0.0003,0.00034,0.00039,0.00044,0.00051,0.00059,0.00068,0.0008,0.0009,0.001,0.00111,0.00122,0.00132,0.00144,0.0016,0.00174,0.00189,0.00207,0.00227,0.00248,0.00272,0.00298,0.00327
31,0.00017,0.00024,0.00031,0.00037,0.00042,0.00048,0.00055,0.00064,0.00074,0.00085,0.00095,0.00104,0.00116,0.00127,0.00138,0.00154,0.00171,0.00187,0.00204,0.00223,0.00247,0.0027,0.00296,0.00325,0.00357
32,0.00018,0.00025,0.00033,0.0004,0.00046,0.00052,0.0006,0.00069,0.00081,0.00092,0.00101,0.0011,0.00123,0.00134,0.00148,0.00166,0.00184,0.00202,0.00221,0.00242,0.00269,0.00296,0.00325,0.00356,0.00388
33,0.00019,0.00026,0.00036,0.00043,0.0005,0.00057,0.00066,0.00075,0.00087,0.00098,0.00107,0.00116,0.00129,0.00144,0.0016,0.00178,0.00199,0.00217,0.00238,0.00263,0.00294,0.00324,0.00356,0.00388,0.00424
34,0.00019,0.00028,0.00039,0.00047,0.00054,0.00062,0.00072,0.00082,0.00092,0.00103,0.00111,0.00122,0.00138,0.00155,0.00173,0.00193,0.00214,0.00235,0.0026,0.00288,0.00322,0.00355,0.00388,0.00424,0.00464
35,0.0002,0.00029,0.00043,0.00051,0.0006,0.00068,0.00077,0.00088,0.00098,0.00107,0.00116,0.00133,0.00151,0.00169,0.00188,0.00209,0.00231,0.00254,0.00283,0.00315,0.00353,0.00388,0.00424,0.00464,0.0051
36,0.00021,0.00032,0.00047,0.00056,0.00065,0.00074,0.00084,0.00094,0.00103,0.00112,0.00128,0.00145,0.00165,0.00184,0.00203,0.00226,0.00251,0.00277,0.00309,0.00346,0.00387,0.00424,0.00464,0.0051,0.00563
37,0.00022,0.00034,0.00051,0.00062,0.00072,0.00081,0.0009,0.001,0.00107,0.00124,0.00141,0.00159,0.0018,0.002,0.00221,0.00245,0.00272,0.00302,0.00339,0.0038,0.00424,0.00464,0.0051,0.00563,0.00624
38,0.00024,0.00037,0.00055,0.00067,0.00077,0.00087,0.00096,0.00103,0.00119,0.00136,0.00155,0.00174,0.00196,0.00218,0.0024,0.00267,0.00298,0.00332,0.00373,0.00419,0.00464,0.0051,0.00563,0.00624,0.00691
39,0.00026,0.00041,0.00059,0.00072,0.00083,0.00093,0.00101,0.00115,0.00131,0.0015,0.00171,0.00191,0.00215,0.00239,0.00263,0.00293,0.00327,0.00366,0.00413,0.00462,0.0051,0.00563,0.00624,0.00691,0.00769
40,0.00027,0.00044,0.00063,0.00076,0.00089,0.00098,0.00111,0.00126,0.00144,0.00166,0.00188,0.0021,0.00236,0.00262,0.00289,0.00322,0.00361,0.00405,0.00458,0.00508,0.00563,0.00624,0.0069,0.00766,0.00853
41,0.0003,0.00048,0.00067,0.00081,0.00094,0.00107,0.00122,0.00138,0.00159,0.00183,0.00206,0.0023,0.00258,0.00287,0.00319,0.00355,0.00399,0.00452,0.00504,0.00561,0.00624,0.0069,0.00763,0.0085,0.00944
42,0.00032,0.00053,0.00071,0.00086,0.00103,0.00117,0.00133,0.00151,0.00175,0.00201,0.00225,0.00251,0.00283,0.00316,0.00352,0.00394,0.00447,0.005,0.00556,0.00621,0.0069,0.00761,0.00843,0.00938,0.01043
43,0.00035,0.00056,0.00075,0.00095,0.00112,0.00128,0.00145,0.00166,0.00192,0.00219,0.00245,0.00275,0.00311,0.00349,0.0039,0.0044,0.00496,0.00553,0.00617,0.00686,0.00761,0.0084,0.00934,0.01039,0.01153
44,0.00039,0.0006,0.00081,0.00104,0.00121,0.00139,0.00158,0.00183,0.0021,0.00239,0.00268,0.00302,0.00344,0.00386,0.00433,0.00489,0.0055,0.00612,0.00681,0.00757,0.00838,0.00931,0.01036,0.0115,0.01273
45,0.00043,0.00063,0.00088,0.00115,0.00133,0.00151,0.00174,0.00201,0.00229,0.00261,0.00294,0.00333,0.0038,0.00429,0.00481,0.00544,0.0061,0.00678,0.00752,0.00835,0.00927,0.01034,0.0115,0.01273,0.01409
46,0.00048,0.00067,0.00096,0.00125,0.00145,0.00167,0.00192,0.00221,0.00251,0.00287,0.00323,0.0037,0.00422,0.00476,0.00534,0.00603,0.00676,0.00749,0.0083,0.00921,0.01028,0.01149,0.01273,0.01409,0.0156
47,0.00052,0.00072,0.00107,0.00137,0.00159,0.00185,0.00213,0.00243,0.00276,0.00315,0.00359,0.00412,0.00469,0.00528,0.00593,0.0067,0.00747,0.00827,0.00917,0.0102,0.01141,0.01273,0.01409,0.0156,0.01731
48,0.00056,0.00077,0.00119,0.0015,0.00177,0.00206,0.00236,0.00267,0.00302,0.00349,0.00402,0.00458,0.00521,0.00585,0.00659,0.00743,0.00825,0.00915,0.01016,0.01131,0.01268,0.01409,0.0156,0.01731,0.01926
49,0.00059,0.00085,0.00133,0.00167,0.00197,0.00228,0.0026,0.00292,0.00334,0.00394,0.00447,0.00507,0.00575,0.00647,0.00727,0.00818,0.00911,0.01012,0.01124,0.01252,0.01408,0.0156,0.01731,0.01926,0.02146
50,0.00062,0.00096,0.0015,0.00186,0.00219,0.00253,0.00285,0.00321,0.00381,0.00439,0.00495,0.00559,0.00631,0.0071,0.00799,0.00901,0.01005,0.01116,0.01239,0.01383,0.0156,0.01731,0.01926,0.02146,0.02392
51,0.00065,0.00111,0.00167,0.00207,0.00244,0.00277,0.00314,0.00368,0.00425,0.00487,0.00547,0.00616,0.00693,0.00779,0.00878,0.00991,0.01105,0.01225,0.0136,0.01525,0.01731,0.01926,0.02146,0.02392,0.02666
52,0.00068,0.00128,0.00185,0.0023,0.0027,0.00306,0.00355,0.00408,0.00471,0.00541,0.00606,0.0068,0.00761,0.00859,0.00974,0.01093,0.01213,0.01343,0.01502,0.01698,0.01925,0.02145,0.02382,0.0266,0.02961
53,0.00072,0.00142,0.00203,0.00257,0.00298,0.00344,0.00394,0.00454,0.00527,0.006,0.00668,0.00747,0.00839,0.00954,0.01076,0.012,0.01332,0.01489,0.01674,0.01887,0.02142,0.02378,0.02652,0.0295,0.03288
54,0.00076,0.00154,0.00224,0.00285,0.00334,0.00383,0.00439,0.00509,0.00588,0.00664,0.00737,0.00824,0.00936,0.01059,0.01184,0.0132,0.01476,0.01659,0.01871,0.02119,0.02377,0.02652,0.0295,0.03288,0.03659
55,0.00081,0.00164,0.00246,0.00313,0.0037,0.00424,0.00489,0.00571,0.00655,0.00734,0.00814,0.00918,0.0104,0.01165,0.01303,0.01462,0.01643,0.01854,0.02101,0.02365,0.02652,0.0295,0.03288,0.03659,0.04073
56,0.00088,0.00173,0.00267,0.0034,0.00406,0.00468,0.00544,0.00632,0.00718,0.00803,0.00896,0.01009,0.01141,0.0128,0.01441,0.01627,0.0184,0.02082,0.02337,0.02639,0.0295,0.03288,0.03659,0.04073,0.04539
57,0.00098,0.00183,0.00288,0.00372,0.00448,0.00517,0.00603,0.00695,0.00783,0.00877,0.00974,0.01108,0.01249,0.01414,0.01601,0.01815,0.02061,0.02312,0.02607,0.02936,0.03288,0.03659,0.04073,0.04539,0.05086
58,0.00109,0.00193,0.0031,0.00409,0.00494,0.00573,0.00666,0.00759,0.00852,0.00948,0.01064,0.01201,0.01377,0.01565,0.01776,0.02024,0.02283,0.02579,0.02902,0.03268,0.03659,0.04073,0.04539,0.05086,0.05697
59,0.00123,0.00206,0.00332,0.0045,0.00541,0.00631,0.00728,0.0082,0.00916,0.0103,0.01145,0.0132,0.01521,0.01735,0.01978,0.02235,0.02556,0.02865,0.03217,0.03616,0.04073,0.04539,0.05086,0.05697,0.06422
60,0.00139,0.00222,0.00359,0.00487,0.00592,0.00689,0.00784,0.00878,0.00983,0.01099,0.01259,0.01459,0.01676,0.01919,0.02167,0.0249,0.02807,0.03152,0.03551,0.04028,0.04539,0.05086,0.05697,0.06422,0.07256
61,0.00155,0.00242,0.0039,0.00524,0.00642,0.00742,0.00832,0.00931,0.01049,0.01201,0.01384,0.01602,0.01852,0.02098,0.02413,0.0273,0.0309,0.03478,0.03968,0.04497,0.05086,0.05697,0.06422,0.07256,0.08213
62,0.00169,0.00268,0.00426,0.00559,0.0069,0.00786,0.00876,0.00983,0.01119,0.01295,0.01496,0.01736,0.02017,0.02329,0.02639,0.03004,0.03414,0.03918,0.04474,0.05065,0.05697,0.06422,0.07256,0.08213,0.09309
63,0.00182,0.00299,0.00466,0.00606,0.00736,0.00837,0.00927,0.01046,0.01203,0.01394,0.01618,0.01882,0.02186,0.02543,0.02902,0.03312,0.03833,0.04375,0.05009,0.05664,0.06422,0.07256,0.08213,0.09309,0.10524
64,0.00195,0.00337,0.00507,0.00652,0.00784,0.00883,0.00995,0.01139,0.01314,0.0152,0.0176,0.02039,0.02362,0.02769,0.0317,0.03712,0.04297,0.04957,0.05632,0.06408,0.07256,0.08213,0.09309,0.10521,0.11869
65,0.00207,0.00379,0.00548,0.00698,0.00836,0.00952,0.01085,0.01242,0.01434,0.01682,0.0194,0.02225,0.0257,0.03009,0.03508,0.04116,0.04774,0.05495,0.06305,0.07191,0.08206,0.09298,0.10511,0.1186,0.13318
66,0.00221,0.00409,0.00589,0.00747,0.00899,0.01033,0.01181,0.0136,0.01589,0.01866,0.02136,0.02452,0.02807,0.03309,0.03872,0.04582,0.05412,0.06236,0.0714,0.08157,0.09283,0.10498,0.11848,0.13307,0.1486
67,0.00236,0.00435,0.00631,0.00801,0.00975,0.01123,0.01292,0.01503,0.01764,0.02066,0.02379,0.02718,0.03117,0.03678,0.04317,0.05125,0.061,0.07029,0.08121,0.0925,0.10481,0.11832,0.13293,0.14848,0.16448
68,0.00253,0.0046,0.00675,0.0087,0.01053,0.01226,0.01423,0.01664,0.01961,0.02309,0.02647,0.03048,0.03567,0.04155,0.04828,0.05775,0.06877,0.07994,0.0919,0.10422,0.11813,0.13276,0.14833,0.16435,0.18075
69,0.00274,0.00487,0.00726,0.00952,0.0115,0.01346,0.01566,0.01839,0.02191,0.02574,0.02975,0.03487,0.04056,0.04714,0.05557,0.06621,0.07829,0.09048,0.10359,0.11751,0.13257,0.14816,0.1642,0.18063,0.19734
70,0.00294,0.00512,0.00776,0.01034,0.01254,0.01463,0.01708,0.02044,0.0243,0.0288,0.03399,0.03952,0.04618,0.05424,0.06494,0.0764,0.08953,0.1029,0.11684,0.13191,0.14797,0.16403,0.18048,0.19723,0.21322
71,0.00317,0.00538,0.00828,0.01123,0.01355,0.01585,0.01876,0.02252,0.02694,0.03221,0.03846,0.04515,0.05276,0.06284,0.07352,0.08677,0.1012,0.11612,0.13122,0.1473,0.16385,0.18033,0.1971,0.21312,0.22866
72,0.00341,0.00567,0.00886,0.01223,0.01464,0.01731,0.02057,0.0248,0.03016,0.0366,0.04388,0.05105,0.06051,0.07111,0.08336,0.0983,0.11434,0.13047,0.14659,0.16318,0.18016,0.19696,0.21301,0.22858,0.24823
73,0.00369,0.00603,0.00955,0.0133,0.01597,0.01886,0.02263,0.02748,0.03403,0.04148,0.0499,0.05883,0.069,0.08113,0.09697,0.11319,0.12969,0.14584,0.16247,0.1795,0.19682,0.2129,0.2285,0.24817,0.26937
74,0.00407,0.00651,0.01041,0.01447,0.01739,0.02077,0.02511,0.03086,0.03852,0.04725,0.05716,0.0666,0.0783,0.0936,0.11037,0.12805,0.14504,0.16172,0.17881,0.19619,0.21277,0.22841,0.24811,0.26933,0.29234
75,0.00448,0.00704,0.01139,0.01574,0.01905,0.02291,0.02794,0.03467,0.04385,0.05373,0.06464,0.07577,0.09013,0.10752,0.1259,0.1442,0.16093,0.17808,0.19553,0.21219,0.22831,0.24804,0.26929,0.29232,0.31671
76,0.00497,0.00771,0.01261,0.01756,0.02121,0.02567,0.03163,0.03975,0.05023,0.06106,0.074,0.08774,0.10479,0.12363,0.14349,0.16023,0.17742,0.19491,0.21163,0.22782,0.24798,0.26925,0.2923,0.3167,0.34204
77,0.00538,0.00828,0.01363,0.01909,0.02329,0.02833,0.03534,0.04549,0.05721,0.06933,0.08549,0.10208,0.12139,0.14278,0.15954,0.17676,0.19429,0.21108,0.22733,0.24756,0.26921,0.29228,0.31669,0.34204,0.36595
78,0.00585,0.009,0.01486,0.0209,0.02549,0.03167,0.03969,0.05187,0.06521,0.07928,0.09842,0.11799,0.14046,0.15885,0.1761,0.19367,0.21052,0.22684,0.24714,0.26888,0.29226,0.31668,0.34204,0.36595,0.38969
79,0.00631,0.00977,0.01626,0.02277,0.02816,0.03487,0.04445,0.05831,0.07328,0.09063,0.11348,0.13687,0.15815,0.17544,0.19305,0.20995,0.22635,0.24672,0.26854,0.29202,0.31668,0.34204,0.36595,0.38969,0.41285
80,0.00663,0.0107,0.01781,0.02495,0.03084,0.03842,0.05,0.06527,0.08277,0.10415,0.13186,0.15746,0.17477,0.19244,0.20939,0.22586,0.2463,0.26821,0.29178,0.31655,0.34204,0.36595,0.38969,0.41285,0.43501
81,0.00723,0.01193,0.02002,0.02777,0.03442,0.04381,0.05736,0.0744,0.09553,0.1211,0.15114,0.17411,0.19182,0.20883,0.22537,0.24589,0.26788,0.29154,0.31643,0.34204,0.36595,0.38969,0.41285,0.43501,0.45578
82,0.00798,0.01343,0.0226,0.03102,0.03945,0.05025,0.06625,0.08728,0.11308,0.14578,0.17345,0.1912,0.20827,0.22488,0.24547,0.26754,0.29131,0.3163,0.34204,0.36595,0.38969,0.41285,0.43501,0.45578,0.47477
83,0.00909,0.01539,0.02607,0.03619,0.04609,0.05905,0.07876,0.10636,0.14021,0.17329,0.19058,0.20772,0.22439,0.24505,0.2672,0.29107,0.31618,0.34204,0.36595,0.38969,0.41285,0.43501,0.45578,0.47477,0.50072
84,0.01056,0.01793,0.03078,0.04345,0.0556,0.07209,0.0992,0.13624,0.17329,0.19045,0.20716,0.22389,0.24464,0.26687,0.29083,0.31605,0.34204,0.36595,0.38969,0.41285,0.43501,0.45578,0.47477,0.50072,0.52808
85,0.01215,0.021,0.03668,0.05176,0.06691,0.08968,0.12564,0.16152,0.19045,0.20705,0.22341,0.24422,0.26654,0.2906,0.31592,0.34204,0.36595,0.38969,0.41285,0.43501,0.45578,0.47477,0.50072,0.52808,0.55694
86,0.01396,0.02505,0.04425,0.06278,0.08354,0.1178,0.15499,0.19045,0.20705,0.22332,0.2438,0.2662,0.29036,0.3158,0.34204,0.36595,0.38969,0.41285,0.43501,0.45578,0.47477,0.50072,0.52808,0.55694,0.58737
87,0.01602,0.02989,0.05337,0.07658,0.10803,0.1497,0.19045,0.20705,0.22332,0.24374,0.26587,0.29012,0.31567,0.34204,0.36595,0.38969,0.41285,0.43501,0.45578,0.47477,0.50072,0.52808,0.55694,0.58737,0.61947
88,0.01819,0.03545,0.0639,0.09611,0.14015,0.19045,0.20705,0.22332,0.24374,0.26583,0.28988,0.31555,0.34204,0.36595,0.38969,0.41285,0.43501,0.45578,0.47477,0.50072,0.52808,0.55694,0.58737,0.61947,0.65333
89,0.02051,0.04126,0.07579,0.12068,0.17572,0.20705,0.22332,0.24374,0.26583,0.28986,0.31542,0.34204,0.36595,0.38969,0.41285,0.43501,0.45578,0.47477,0.50072,0.52808,0.55694,0.58737,0.61947,0.65333,0.68903
90,0.0231,0.048,0.09343,0.15405,0.20705,0.22332,0.24374,0.26583,0.28986,0.31542,0.34204,0.36595,0.38969,0.41285,0.43501,0.45578,0.47477,0.50072,0.52808,0.55694,0.58737,0.61947,0.65333,0.68903,0.72669
91,0.02873,0.06675,0.14165,0.20705,0.22332,0.24374,0.26583,0.28986,0.31542,0.34204,0.36595,0.38969,0.41285,0.43501,0.45578,0.47477,0.50072,0.52808,0.55694,0.58737,0.61947,0.65333,0.68903,0.72669,0.76641
92,0.04007,0.10075,0.20705,0.22332,0.24374,0.26583,0.28986,0.31542,0.34204,0.36595,0.38969,0.41285,0.43501,0.45578,0.47477,0.50072,0.52808,0.55694,0.58737,0.61947,0.65333,0.68903,0.72669,0.76641,0.80829
93,0.05866,0.14636,0.22332,0.24374,0.26583,0.28986,0.31542,0.34204,0.36595,0.38969,0.41285,0.43501,0.45578,0.47477,0.50072,0.52808,0.55694,0.58737,0.61947,0.65333,0.68903,0.72669,0.76641,0.80829,0.85246
94,0.08568,0.17293,0.24374,0.26583,0.28986,0.31542,0.34204,0.36595,0.38969,0.41285,0.43501,0.45578,0.47477,0.50072,0.52808,0.55694,0.58737,0.61947,0.65333,0.68903,0.72669,0.76641,0.80829,0.85246,0.89905
95,0.12253,0.24374,0.26583,0.28986,0.31542,0.34204,0.36595,0.38969,0.41285,0.43501,0.45578,0.47477,0.50072,0.52808,0.55694,0.58737,0.61947,0.65333,0.68903,0.72669,0.76641,0.80829,0.85246,0.89905,0.94818

Table # ,2,,,,,,,,,,,,,,,,,,,,,,,,
Table Description:,"2017 Loaded CSO Composite Gender-Blended, Male, 50%, Select and Ultimate Table. Basis: Age Nearest Birthday. Minimum Ultimate Age: 0. Maximum Ultimate Age: 120",,,,,,,,,,,,,,,,,,,,,,,,
Nation:,United States of America,,,,,,,,,,,,,,,,,,,,,,,,
Scaling Factor:,0,,,,,,,,,,,,,,,,,,,,,,,,
Data Type:,Floating Point,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->id:",Age,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->ScaleType:",Age,,,,,,,,,,,,,,,,,,,,,,,,
