Row\Column,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
95,0.26198,0.27923,0.29757,0.3171,0.33789,0.36005,0.37788,0.39662,0.41648,0.43748,0.45913,0.48215,0.50662,0.53263,0.56026,0.58959,0.62074,0.6538,0.68891,0.72615,0.76567,0.80759,0.85205,0.89922,0.94922
96,0.27894,0.2973,0.31686,0.33768,0.35987,0.37774,0.39651,0.41642,0.43748,0.45913,0.48215,0.50662,0.53263,0.56026,0.58959,0.62074,0.6538,0.68891,0.72615,0.76567,0.80759,0.85205,0.89922,0.94922,1
97,0.29703,0.31661,0.33747,0.35969,0.37761,0.39641,0.41636,0.43748,0.45913,0.48215,0.50662,0.53263,0.56026,0.58959,0.62074,0.6538,0.68891,0.72615,0.76567,0.80759,0.85205,0.89922,0.94922,1,
98,0.31637,0.33726,0.35952,0.37749,0.39632,0.41631,0.43748,0.45913,0.48215,0.50662,0.53263,0.56026,0.58959,0.62074,0.6538,0.68891,0.72615,0.76567,0.80759,0.85205,0.89922,0.94922,1,,
99,0.33705,0.35934,0.37736,0.39624,0.41626,0.43748,0.45913,0.48215,0.50662,0.53263,0.56026,0.58959,0.62074,0.6538,0.68891,0.72615,0.76567,0.80759,0.85205,0.89922,0.94922,1,,,

Table # ,2,,,,,,,,,,,,,,,,,,,,,,,,
Table Description:,2001 Commissioners Standard Ordinary (CSO) Select and Ultimate Table - Male Nonsmoker. Basis: Age Nearest Birthday. Minimum Ultimate Age: 25. Maximum Ultimate Age: 120.,,,,,,,,,,,,,,,,,,,,,,,,
Nation:,United States of America,,,,,,,,,,,,,,,,,,,,,,,,
Scaling Factor:,0,,,,,,,,,,,,,,,,,,,,,,,,
Data Type:,Floating Point,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->id:",Age,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->ScaleType:",Age,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->AxisName:",Age,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->MinScaleValue:",25,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->MaxScaleValue:",120,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->Increment:",1,,,,,,,,,,,,,,,,,,,,,,,,

Row\Column,1,,,,,,,,,,,,,,,,,,,,,,,,
25,0.00098,,,,,,,,,,,,,,,,,,,,,,,,
26,0.00102,,,,,,,,,,,,,,,,,,,,,,,,
27,0.00107,,,,,,,,,,,,,,,,,,,,,,,,
28,0.00105,,,,,,,,,,,,,,,,,,,,,,,,
29,0.00103,,,,,,,,,,,,,,,,,,,,,,,,
30,0.00102,,,,,,,,,,,,,,,,,,,,,,,,
31,0.00101,,,,,,,,,,,,,,,,,,,,,,,,
32,0.00101,,,,,,,,,,,,,,,,,,,,,,,,
33,0.00104,,,,,,,,,,,,,,,,,,,,,,,,
34,0.00106,,,,,,,,,,,,,,,,,,,,,,,,
35,0.00109,,,,,,,,,,,,,,,,,,,,,,,,
36,0.00115,,,,,,,,,,,,,,,,,,,,,,,,
37,0.0012,,,,,,,,,,,,,,,,,,,,,,,,
38,0.00129,,,,,,,,,,,,,,,,,,,,,,,,
39,0.00137,,,,,,,,,,,,,,,,,,,,,,,,
40,0.00146,,,,,,,,,,,,,,,,,,,,,,,,
41,0.00158,,,,,,,,,,,,,,,,,,,,,,,,
42,0.00173,,,,,,,,,,,,,,,,,,,,,,,,
43,0.0019,,,,,,,,,,,,,,,,,,,,,,,,
44,0.0021,,,,,,,,,,,,,,,,,,,,,,,,
45,0.00233,,,,,,,,,,,,,,,,,,,,,,,,
46,0.00255,,,,,,,,,,,,,,,,,,,,,,,,
47,0.00279,,,,,,,,,,,,,,,,,,,,,,,,
48,0.00293,,,,,,,,,,,,,,,,,,,,,,,,
49,0.00309,,,,,,,,,,,,,,,,,,,,,,,,
50,0.00332,,,,,,,,,,,,,,,,,,,,,,,,
51,0.00359,,,,,,,,,,,,,,,,,,,,,,,,
52,0.00396,,,,,,,,,,,,,,,,,,,,,,,,
53,0.00436,,,,,,,,,,,,,,,,,,,,,,,,
54,0.00487,,,,,,,,,,,,,,,,,,,,,,,,
55,0.0055,,,,,,,,,,,,,,,,,,,,,,,,
56,0.00614,,,,,,,,,,,,,,,,,,,,,,,,
57,0.00683,,,,,,,,,,,,,,,,,,,,,,,,
58,0.00742,,,,,,,,,,,,,,,,,,,,,,,,
59,0.0081,,,,,,,,,,,,,,,,,,,,,,,,
60,0.00892,,,,,,,,,,,,,,,,,,,,,,,,
61,0.00992,,,,,,,,,,,,,,,,,,,,,,,,
62,0.01114,,,,,,,,,,,,,,,,,,,,,,,,
63,0.01251,,,,,,,,,,,,,,,,,,,,,,,,
64,0.01395,,,,,,,,,,,,,,,,,,,,,,,,
65,0.01547,,,,,,,,,,,,,,,,,,,,,,,,
66,0.01701,,,,,,,,,,,,,,,,,,,,,,,,
67,0.01857,,,,,,,,,,,,,,,,,,,,,,,,
68,0.02025,,,,,,,,,,,,,,,,,,,,,,,,
69,0.02199,,,,,,,,,,,,,,,,,,,,,,,,
70,0.0241,,,,,,,,,,,,,,,,,,,,,,,,
71,0.02646,,,,,,,,,,,,,,,,,,,,,,,,
72,0.02956,,,,,,,,,,,,,,,,,,,,,,,,
73,0.03283,,,,,,,,,,,,,,,,,,,,,,,,
74,0.03627,,,,,,,,,,,,,,,,,,,,,,,,
75,0.04003,,,,,,,,,,,,,,,,,,,,,,,,
76,0.04413,,,,,,,,,,,,,,,,,,,,,,,,
77,0.04889,,,,,,,,,,,,,,,,,,,,,,,,
78,0.05445,,,,,,,,,,,,,,,,,,,,,,,,
79,0.06087,,,,,,,,,,,,,,,,,,,,,,,,
80,0.06787,,,,,,,,,,,,,,,,,,,,,,,,
81,0.07584,,,,,,,,,,,,,,,,,,,,,,,,
82,0.08414,,,,,,,,,,,,,,,,,,,,,,,,
83,0.09309,,,,,,,,,,,,,,,,,,,,,,,,
84,0.103,,,,,,,,,,,,,,,,,,,,,,,,
85,0.11407,,,,,,,,,,,,,,,,,,,,,,,,
86,0.12634,,,,,,,,,,,,,,,,,,,,,,,,
87,0.13974,,,,,,,,,,,,,,,,,,,,,,,,
88,0.1541,,,,,,,,,,,,,,,,,,,,,,,,
89,0.16925,,,,,,,,,,,,,,,,,,,,,,,,
90,0.18506,,,,,,,,,,,,,,,,,,,,,,,,
91,0.19993,,,,,,,,,,,,,,,,,,,,,,,,
92,0.21543,,,,,,,,,,,,,,,,,,,,,,,,
93,0.23178,,,,,,,,,,,,,,,,,,,,,,,,
94,0.24905,,,,,,,,,,,,,,,,,,,,,,,,
95,0.26719,,,,,,,,,,,,,,,,,,,,,,,,
96,0.28379,,,,,,,,,,,,,,,,,,,,,,,,
97,0.30149,,,,,,,,,,,,,,,,,,,,,,,,
98,0.32038,,,,,,,,,,,,,,,,,,,,,,,,
99,0.34054,,,,,,,,,,,,,,,,,,,,,,,,
100,0.3621,,,,,,,,,,,,,,,,,,,,,,,,
101,0.37921,,,,,,,,,,,,,,,,,,,,,,,,
102,0.39744,,,,,,,,,,,,,,,,,,,,,,,,
103,0.41684,,,,,,,,,,,,,,,,,,,,,,,,
104,0.43748,,,,,,,,,,,,,,,,,,,,,,,,
105,0.45913,,,,,,,,,,,,,,,,,,,,,,,,
106,0.48215,,,,,,,,,,,,,,,,,,,,,,,,
107,0.50662,,,,,,,,,,,,,,,,,,,,,,,,
108,0.53263,,,,,,,,,,,,,,,,,,,,,,,,
109,0.56026,,,,,,,,,,,,,,,,,,,,,,,,
110,0.58959,,,,,,,,,,,,,,,,,,,,,,,,
111,0.62074,,,,,,,,,,,,,,,,,,,,,,,,
112,0.6538,,,,,,,,,,,,,,,,,,,,,,,,
113,0.68891,,,,,,,,,,,,,,,,,,,,,,,,
114,0.72615,,,,,,,,,,,,,,,,,,,,,,,,
115,0.76567,,,,,,,,,,,,,,,,,,,,,,,,
116,0.80759,,,,,,,,,,,,,,,,,,,,,,,,
117,0.85205,,,,,,,,,,,,,,,,,,,,,,,,
118,0.89922,,,,,,,,,,,,,,,,,,,,,,,,
119,0.94922,,,,,,,,,,,,,,,,,,,,,,,,
120,1,,,,,,,,,,,,,,,,,,,,,,,,
