Table Name:,2015 VBT Male Non-Smoker RR150 ALB,,,,,,,,,,,,,,,,,,,,,,,,
24,0.00043,0.00045,0.00041,0.0004,0.0004,0.0004,0.00042,0.00046,0.0005,0.00059,0.00065,0.00073,0.0008,0.0009,0.00098,0.00107,0.00123,0.00141,0.00156,0.00164,0.00173,0.0018,0.00196,0.0022,0.00246
25,0.00037,0.0004,0.00036,0.00036,0.00037,0.00038,0.00041,0.00047,0.00051,0.00061,0.00069,0.00078,0.00084,0.00095,0.00104,0.00114,0.00132,0.00148,0.00159,0.00164,0.00174,0.00186,0.00208,0.00234,0.00261
26,0.00033,0.00035,0.00034,0.00035,0.00036,0.00038,0.00043,0.00049,0.00053,0.00065,0.00075,0.00083,0.00091,0.00102,0.00113,0.00124,0.00142,0.00155,0.00163,0.00169,0.00181,0.002,0.00226,0.00253,0.00283
27,0.00029,0.00032,0.00032,0.00035,0.00038,0.00041,0.00046,0.00052,0.00057,0.00071,0.00081,0.00091,0.00099,0.00111,0.00123,0.00135,0.00151,0.00162,0.00169,0.0018,0.00196,0.00219,0.00247,0.00277,0.00309
28,0.00026,0.00029,0.00032,0.00037,0.0004,0.00044,0.00049,0.00056,0.00063,0.00078,0.00089,0.00099,0.00107,0.0012,0.00134,0.00144,0.00159,0.00169,0.0018,0.00195,0.00215,0.00241,0.00271,0.00303,0.0034
29,0.00025,0.00027,0.00033,0.00038,0.00042,0.00046,0.00051,0.00059,0.00066,0.00083,0.00095,0.00104,0.00112,0.00127,0.00139,0.00152,0.00168,0.0018,0.00194,0.00211,0.00235,0.00265,0.00297,0.00333,0.00373
30,0.00022,0.00024,0.00033,0.00039,0.00042,0.00047,0.00052,0.0006,0.00071,0.00087,0.00098,0.00106,0.00115,0.0013,0.00143,0.00161,0.00179,0.00193,0.00209,0.0023,0.00257,0.0029,0.00325,0.00365,0.00407
31,0.00021,0.00023,0.00034,0.0004,0.00044,0.00048,0.00055,0.00064,0.00079,0.00093,0.00103,0.00111,0.00122,0.00135,0.00151,0.00172,0.00191,0.00207,0.00226,0.0025,0.00281,0.00317,0.00356,0.00398,0.0044
32,0.00021,0.00024,0.00036,0.00043,0.00047,0.00052,0.0006,0.00071,0.00087,0.00101,0.00109,0.00117,0.00128,0.00143,0.00162,0.00183,0.00204,0.00222,0.00244,0.00271,0.00306,0.00346,0.00388,0.00432,0.00472
33,0.00022,0.00025,0.00039,0.00045,0.0005,0.00058,0.00067,0.00079,0.00095,0.00107,0.00115,0.00122,0.00136,0.00154,0.00174,0.00196,0.00218,0.00238,0.00263,0.00294,0.00333,0.00377,0.00423,0.00466,0.00505
34,0.00023,0.00027,0.00042,0.00048,0.00055,0.00064,0.00073,0.00087,0.00102,0.00113,0.0012,0.0013,0.00147,0.00167,0.00187,0.0021,0.00233,0.00255,0.00283,0.00319,0.00363,0.00412,0.00459,0.00501,0.00539
35,0.00023,0.00028,0.00045,0.00053,0.00062,0.0007,0.0008,0.00096,0.00108,0.00118,0.00128,0.00142,0.0016,0.00181,0.00202,0.00225,0.00249,0.00275,0.00307,0.00349,0.00398,0.0045,0.00497,0.00539,0.0058
36,0.00023,0.0003,0.00049,0.00059,0.00068,0.00077,0.00089,0.00104,0.00114,0.00126,0.00139,0.00155,0.00175,0.00196,0.00217,0.00242,0.00268,0.00297,0.00335,0.00384,0.00438,0.00491,0.00537,0.0058,0.00631
37,0.00023,0.00033,0.00053,0.00064,0.00074,0.00084,0.00099,0.00111,0.00122,0.00137,0.00153,0.0017,0.00191,0.00213,0.00235,0.00261,0.0029,0.00324,0.0037,0.00425,0.00483,0.00535,0.0058,0.00631,0.00693
38,0.00024,0.00038,0.00058,0.00069,0.0008,0.00093,0.00107,0.00118,0.00132,0.0015,0.00168,0.00186,0.00208,0.00232,0.00256,0.00283,0.00317,0.00358,0.00412,0.00473,0.00532,0.0058,0.00631,0.00691,0.00768
39,0.00025,0.00044,0.00064,0.00076,0.00088,0.00102,0.00114,0.00128,0.00145,0.00165,0.00185,0.00204,0.00228,0.00254,0.0028,0.00311,0.0035,0.00401,0.00462,0.00525,0.0058,0.00631,0.00689,0.0076,0.00851
40,0.00028,0.00051,0.0007,0.00083,0.00096,0.0011,0.00122,0.00137,0.00158,0.00181,0.00202,0.00223,0.0025,0.00278,0.00307,0.00343,0.00392,0.00451,0.00517,0.00577,0.00631,0.00689,0.00752,0.0084,0.00938
41,0.00032,0.00058,0.00076,0.0009,0.00104,0.00117,0.0013,0.00148,0.00172,0.00197,0.00218,0.00242,0.00273,0.00305,0.00339,0.00383,0.0044,0.00507,0.00574,0.00631,0.00688,0.00747,0.00822,0.00921,0.01026
42,0.00038,0.00064,0.00081,0.00097,0.00112,0.00123,0.00138,0.0016,0.00187,0.00212,0.00235,0.00263,0.00299,0.00335,0.00375,0.00427,0.00495,0.00567,0.00631,0.00687,0.00743,0.0081,0.00899,0.01006,0.01122
43,0.00045,0.00069,0.00087,0.00105,0.00119,0.0013,0.00148,0.00174,0.00201,0.00227,0.00253,0.00286,0.00327,0.00368,0.00415,0.00477,0.00553,0.00626,0.00686,0.00741,0.008,0.00884,0.00987,0.01104,0.0123
44,0.00052,0.00073,0.00094,0.00114,0.00126,0.00139,0.00162,0.0019,0.00217,0.00244,0.00274,0.00313,0.00358,0.00405,0.00459,0.00529,0.0061,0.00683,0.00739,0.00797,0.00866,0.00971,0.0109,0.01218,0.01352
45,0.00059,0.00077,0.00101,0.00123,0.00135,0.00152,0.00178,0.00207,0.00233,0.00263,0.00299,0.00343,0.00393,0.00444,0.00505,0.00582,0.00666,0.00735,0.00795,0.00861,0.00944,0.01074,0.01207,0.01344,0.01494
46,0.00066,0.00081,0.00109,0.00133,0.00146,0.00169,0.00198,0.00226,0.00252,0.00287,0.0033,0.00378,0.0043,0.00485,0.00553,0.00636,0.00722,0.00792,0.00856,0.00931,0.0104,0.01195,0.01337,0.01489,0.01658
47,0.00073,0.00084,0.00118,0.00144,0.00162,0.0019,0.0022,0.00247,0.00275,0.00317,0.00366,0.00416,0.00469,0.00529,0.00603,0.00692,0.00782,0.00855,0.00926,0.01017,0.01155,0.01332,0.01486,0.01655,0.01846
48,0.00077,0.0009,0.00129,0.00156,0.0018,0.00213,0.00243,0.00268,0.00302,0.00352,0.00406,0.00455,0.00508,0.00573,0.00654,0.0075,0.00842,0.00921,0.01005,0.0112,0.01285,0.01482,0.01653,0.01842,0.0206
49,0.0008,0.00099,0.00141,0.0017,0.00202,0.00237,0.00264,0.0029,0.00333,0.00393,0.00447,0.00494,0.00548,0.00619,0.00708,0.0081,0.00907,0.00993,0.01096,0.01236,0.01429,0.01639,0.01835,0.02056,0.02306
50,0.00081,0.00111,0.00155,0.00186,0.00225,0.00258,0.00282,0.00315,0.0037,0.00437,0.0049,0.00538,0.00592,0.00672,0.0077,0.00879,0.0098,0.01077,0.01202,0.01369,0.01582,0.01801,0.02027,0.0229,0.0258
51,0.00081,0.00126,0.00171,0.00206,0.00247,0.00276,0.003,0.00343,0.00411,0.00484,0.00534,0.00588,0.00644,0.00737,0.00846,0.0096,0.01067,0.0118,0.01331,0.01523,0.01752,0.01982,0.02236,0.02536,0.02871
52,0.00082,0.00143,0.0019,0.00231,0.0027,0.00293,0.00324,0.00377,0.00457,0.00532,0.00584,0.00641,0.00711,0.00819,0.00938,0.0106,0.01176,0.01318,0.01485,0.01699,0.01944,0.02194,0.02477,0.02813,0.03188
53,0.00083,0.0016,0.00212,0.00261,0.00291,0.00316,0.00354,0.0042,0.00508,0.00584,0.00639,0.00703,0.00798,0.00924,0.01052,0.01176,0.01318,0.01483,0.01671,0.01904,0.02163,0.02456,0.02785,0.03157,0.03549
54,0.00084,0.00174,0.00237,0.00288,0.00314,0.0034,0.00389,0.00472,0.00565,0.00639,0.00702,0.00786,0.00911,0.01049,0.01176,0.01318,0.01482,0.01664,0.01891,0.02149,0.0243,0.02775,0.0315,0.03549,0.03952
55,0.00092,0.00185,0.00264,0.00312,0.00338,0.0037,0.00434,0.00533,0.00627,0.00702,0.00785,0.00898,0.01044,0.01176,0.01318,0.01482,0.01664,0.01884,0.02145,0.0243,0.02756,0.03142,0.03541,0.03952,0.04396
56,0.0011,0.00193,0.00292,0.00337,0.00368,0.00411,0.00497,0.00602,0.00696,0.00781,0.00889,0.01029,0.01175,0.01318,0.01482,0.01664,0.01884,0.0214,0.0243,0.02751,0.03118,0.03538,0.03952,0.04396,0.0492
57,0.00135,0.00201,0.00318,0.00367,0.00406,0.00463,0.00569,0.00678,0.00772,0.00877,0.01008,0.01167,0.01318,0.01482,0.01664,0.01878,0.0214,0.02426,0.02751,0.03112,0.03519,0.03949,0.04396,0.0492,0.05528
58,0.00167,0.00213,0.00341,0.00401,0.00445,0.00529,0.00648,0.00755,0.00856,0.00984,0.01143,0.01318,0.01482,0.01664,0.01875,0.02122,0.02426,0.02751,0.03111,0.03502,0.03949,0.04396,0.0492,0.05528,0.06213
59,0.00201,0.00232,0.0036,0.00427,0.00488,0.00602,0.00726,0.00833,0.00948,0.01104,0.01292,0.01482,0.01664,0.01871,0.02104,0.02396,0.0275,0.03111,0.03501,0.03932,0.04396,0.0492,0.05528,0.06213,0.06996
60,0.00231,0.00261,0.00379,0.00446,0.00541,0.00676,0.00801,0.00913,0.0105,0.01235,0.01446,0.01652,0.01858,0.02083,0.0235,0.02699,0.03106,0.03501,0.03932,0.04396,0.0492,0.05528,0.06213,0.06996,0.07896
61,0.00253,0.00299,0.00401,0.00474,0.00603,0.00748,0.00872,0.00997,0.01161,0.01372,0.01598,0.01821,0.02044,0.02298,0.02623,0.03027,0.03483,0.03932,0.04396,0.0492,0.05528,0.06213,0.06996,0.07896,0.08929
62,0.00269,0.00346,0.00434,0.0052,0.00673,0.0082,0.00946,0.01089,0.01282,0.01516,0.01754,0.01988,0.02237,0.0254,0.02923,0.03382,0.03891,0.04396,0.0492,0.05528,0.06213,0.06996,0.07896,0.08929,0.10104
63,0.00281,0.00397,0.0048,0.00584,0.00752,0.00895,0.01027,0.01195,0.01416,0.0167,0.01916,0.02162,0.02447,0.02802,0.03239,0.0376,0.04356,0.0492,0.05528,0.06213,0.06996,0.07896,0.08929,0.10104,0.11421
64,0.00294,0.00451,0.0054,0.00662,0.00843,0.00978,0.01123,0.01316,0.01564,0.0184,0.02093,0.02355,0.02681,0.03086,0.03572,0.04167,0.04868,0.05528,0.06213,0.06996,0.07896,0.08929,0.10104,0.11421,0.12852
65,0.00309,0.00508,0.00613,0.00751,0.00946,0.01075,0.01237,0.01457,0.01732,0.02035,0.02305,0.02588,0.02958,0.0341,0.03943,0.04655,0.05485,0.06213,0.06996,0.07896,0.08929,0.10104,0.11421,0.12852,0.14353
66,0.00328,0.00561,0.00694,0.00852,0.01063,0.0119,0.01371,0.01618,0.01925,0.02265,0.02568,0.02886,0.03302,0.03806,0.04394,0.05228,0.06213,0.06996,0.07896,0.08929,0.10104,0.11421,0.12852,0.14353,0.15835
67,0.00352,0.00611,0.00781,0.00965,0.01176,0.01324,0.01525,0.01802,0.02152,0.02545,0.02886,0.03277,0.03734,0.04296,0.04943,0.05892,0.06996,0.07896,0.08929,0.10104,0.11421,0.12852,0.14353,0.15835,0.17222
68,0.00382,0.00661,0.00877,0.01091,0.013,0.01475,0.01697,0.02012,0.02441,0.02877,0.03277,0.03734,0.04266,0.049,0.05637,0.0671,0.07896,0.08929,0.10104,0.11421,0.12852,0.14353,0.15835,0.17222,0.18521
69,0.00414,0.00708,0.00972,0.01219,0.01436,0.01622,0.01875,0.0228,0.02752,0.03242,0.03734,0.04266,0.049,0.05637,0.06589,0.07731,0.08929,0.10104,0.11421,0.12852,0.14353,0.15835,0.17222,0.18521,0.19684
70,0.00445,0.00745,0.0106,0.0134,0.01553,0.01764,0.02091,0.02567,0.03047,0.03619,0.04266,0.049,0.05637,0.06585,0.07572,0.08872,0.10104,0.11421,0.12852,0.14353,0.15835,0.17222,0.18521,0.19684,0.20644
71,0.00479,0.00781,0.01148,0.01463,0.01674,0.01959,0.02349,0.02835,0.0339,0.04094,0.049,0.05637,0.06578,0.07568,0.08512,0.10055,0.11421,0.12852,0.14353,0.15835,0.17222,0.18521,0.19684,0.20644,0.21845
72,0.00517,0.00826,0.01249,0.01602,0.01861,0.02209,0.02627,0.03144,0.03844,0.04704,0.05637,0.06578,0.0756,0.08512,0.09842,0.11392,0.12852,0.14353,0.15835,0.17222,0.18521,0.19684,0.20644,0.21845,0.23554
73,0.00567,0.00894,0.01378,0.01781,0.02105,0.02492,0.02971,0.03558,0.04408,0.05419,0.06578,0.0756,0.08512,0.09748,0.11392,0.12852,0.14353,0.15835,0.17222,0.18521,0.19684,0.20644,0.21845,0.23554,0.25392
74,0.00626,0.00983,0.01535,0.01998,0.0237,0.02826,0.03388,0.04065,0.05059,0.06222,0.0756,0.08512,0.09717,0.11288,0.12852,0.14353,0.15835,0.17222,0.18521,0.19684,0.20644,0.21845,0.23554,0.25392,0.27364
75,0.00682,0.01073,0.017,0.02246,0.02692,0.03234,0.03887,0.04689,0.05844,0.07139,0.08512,0.09717,0.11254,0.12852,0.14353,0.15835,0.17222,0.18521,0.19684,0.20644,0.21845,0.23554,0.25392,0.27364,0.29431
76,0.00723,0.01135,0.01822,0.02464,0.03009,0.03631,0.04395,0.05445,0.0675,0.08155,0.09717,0.11254,0.12852,0.14353,0.15835,0.17222,0.18521,0.19684,0.20644,0.21845,0.23554,0.25392,0.27364,0.29431,0.31552
77,0.00753,0.01181,0.01919,0.02655,0.03282,0.04027,0.04889,0.06274,0.07697,0.09213,0.11254,0.12852,0.14353,0.15835,0.17222,0.18521,0.19684,0.20644,0.21845,0.23554,0.25392,0.27364,0.29431,0.31552,0.33699
78,0.00784,0.01233,0.02038,0.02865,0.03572,0.0444,0.05436,0.07029,0.08569,0.10359,0.12852,0.14353,0.15835,0.17222,0.18521,0.19684,0.20644,0.21845,0.23554,0.25392,0.27364,0.29431,0.31552,0.33699,0.35854
79,0.0081,0.01287,0.0216,0.03084,0.03875,0.04807,0.06003,0.07664,0.09398,0.11637,0.14353,0.15835,0.17222,0.18521,0.19684,0.20644,0.21845,0.23554,0.25392,0.27364,0.29431,0.31552,0.33699,0.35854,0.37981
80,0.00857,0.01372,0.02355,0.03407,0.04281,0.05314,0.06745,0.08484,0.10623,0.13324,0.15835,0.17222,0.18521,0.19684,0.20644,0.21845,0.23554,0.25392,0.27364,0.29431,0.31552,0.33699,0.35854,0.37981,0.40044
81,0.00933,0.01509,0.02658,0.03876,0.04876,0.06041,0.07773,0.0985,0.12442,0.1543,0.17222,0.18521,0.19684,0.20644,0.21845,0.23554,0.25392,0.27364,0.29431,0.31552,0.33699,0.35854,0.37981,0.40044,0.42009
82,0.01048,0.01715,0.0309,0.04521,0.05721,0.07083,0.0921,0.11905,0.14963,0.17222,0.18521,0.19684,0.20644,0.21845,0.23554,0.25392,0.27364,0.29431,0.31552,0.33699,0.35854,0.37981,0.40044,0.42009,0.4384
83,0.01216,0.02034,0.03766,0.05527,0.06978,0.0881,0.11445,0.14776,0.17222,0.18521,0.19684,0.20644,0.21845,0.23554,0.25392,0.27364,0.29431,0.31552,0.33699,0.35854,0.37981,0.40044,0.42009,0.4384,0.45501
84,0.0143,0.02451,0.04653,0.06852,0.08744,0.11215,0.14575,0.17222,0.18521,0.19684,0.20644,0.21845,0.23554,0.25392,0.27364,0.29431,0.31552,0.33699,0.35854,0.37981,0.40044,0.42009,0.4384,0.45501,0.46956
85,0.01704,0.02972,0.05747,0.08495,0.11062,0.14258,0.17158,0.18521,0.19684,0.20644,0.21845,0.23554,0.25392,0.27364,0.29431,0.31552,0.33699,0.35854,0.37981,0.40044,0.42009,0.4384,0.45501,0.46956,0.4817
86,0.02042,0.03618,0.071,0.10587,0.13873,0.16964,0.18521,0.19684,0.20644,0.21845,0.23554,0.25392,0.27364,0.29431,0.31552,0.33699,0.35854,0.37981,0.40044,0.42009,0.4384,0.45501,0.46956,0.4817,0.49107
87,0.02404,0.04343,0.08607,0.12917,0.16626,0.18521,0.19684,0.20644,0.21845,0.23554,0.25392,0.27364,0.29431,0.31552,0.33699,0.35854,0.37981,0.40044,0.42009,0.4384,0.45501,0.46956,0.4817,0.49107,0.49731
88,0.02774,0.05071,0.10159,0.1524,0.18521,0.19684,0.20644,0.21845,0.23554,0.25392,0.27364,0.29431,0.31552,0.33699,0.35854,0.37981,0.40044,0.42009,0.4384,0.45501,0.46956,0.4817,0.49107,0.49731,0.5
89,0.03176,0.05818,0.11762,0.17607,0.19684,0.20644,0.21845,0.23554,0.25392,0.27364,0.29431,0.31552,0.33699,0.35854,0.37981,0.40044,0.42009,0.4384,0.45501,0.46956,0.4817,0.49107,0.49731,0.5,0.5
90,0.03826,0.07807,0.15219,0.19553,0.20644,0.21845,0.23554,0.25392,0.27364,0.29431,0.31552,0.33699,0.35854,0.37981,0.40044,0.42009,0.4384,0.45501,0.46956,0.4817,0.49107,0.49731,0.5,0.5,0.5
91,0.05151,0.11501,0.19113,0.20644,0.21845,0.23554,0.25392,0.27364,0.29431,0.31552,0.33699,0.35854,0.37981,0.40044,0.42009,0.4384,0.45501,0.46956,0.4817,0.49107,0.49731,0.5,0.5,0.5,0.5
92,0.07487,0.15871,0.20644,0.21845,0.23554,0.25392,0.27364,0.29431,0.31552,0.33699,0.35854,0.37981,0.40044,0.42009,0.4384,0.45501,0.46956,0.4817,0.49107,0.49731,0.5,0.5,0.5,0.5,0.5
93,0.11006,0.19598,0.21845,0.23554,0.25392,0.27364,0.29431,0.31552,0.33699,0.35854,0.37981,0.40044,0.42009,0.4384,0.45501,0.46956,0.4817,0.49107,0.49731,0.5,0.5,0.5,0.5,0.5,0.5
94,0.15812,0.21845,0.23554,0.25392,0.27364,0.29431,0.31552,0.33699,0.35854,0.37981,0.40044,0.42009,0.4384,0.45501,0.46956,0.4817,0.49107,0.49731,0.5,0.5,0.5,0.5,0.5,0.5,0.5
95,0.20586,0.23554,0.25392,0.27364,0.29431,0.31552,0.33699,0.35854,0.37981,0.40044,0.42009,0.4384,0.45501,0.46956,0.4817,0.49107,0.49731,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5

Table # ,2,,,,,,,,,,,,,,,,,,,,,,,,
Table Description:,"2015 VBT Relative Risk Table - Male 150% Non-Smoker, Age Last Birthday, Ultimate",,,,,,,,,,,,,,,,,,,,,,,,
Nation:,United States of America,,,,,,,,,,,,,,,,,,,,,,,,
Scaling Factor:,0,,,,,,,,,,,,,,,,,,,,,,,,
Data Type:,Floating Point,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->id:",Age,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->ScaleType:",Age,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->AxisName:",Age,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->MinScaleValue:",18,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->MaxScaleValue:",120,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->Increment:",1,,,,,,,,,,,,,,,,,,,,,,,,

Row\Column,1,,,,,,,,,,,,,,,,,,,,,,,,
18,0.00097,,,,,,,,,,,,,,,,,,,,,,,,
19,0.00101,,,,,,,,,,,,,,,,,,,,,,,,
20,0.00104,,,,,,,,,,,,,,,,,,,,,,,,
21,0.00104,,,,,,,,,,,,,,,,,,,,,,,,
22,0.00101,,,,,,,,,,,,,,,,,,,,,,,,
23,0.001,,,,,,,,,,,,,,,,,,,,,,,,
24,0.001,,,,,,,,,,,,,,,,,,,,,,,,
25,0.00096,,,,,,,,,,,,,,,,,,,,,,,,
26,0.00083,,,,,,,,,,,,,,,,,,,,,,,,
27,0.00076,,,,,,,,,,,,,,,,,,,,,,,,
28,0.00073,,,,,,,,,,,,,,,,,,,,,,,,
29,0.00069,,,,,,,,,,,,,,,,,,,,,,,,
30,0.00066,,,,,,,,,,,,,,,,,,,,,,,,
31,0.00071,,,,,,,,,,,,,,,,,,,,,,,,
32,0.00076,,,,,,,,,,,,,,,,,,,,,,,,
33,0.00084,,,,,,,,,,,,,,,,,,,,,,,,
34,0.00097,,,,,,,,,,,,,,,,,,,,,,,,
35,0.00113,,,,,,,,,,,,,,,,,,,,,,,,
36,0.00131,,,,,,,,,,,,,,,,,,,,,,,,
37,0.00148,,,,,,,,,,,,,,,,,,,,,,,,
38,0.00162,,,,,,,,,,,,,,,,,,,,,,,,
39,0.00171,,,,,,,,,,,,,,,,,,,,,,,,
40,0.0018,,,,,,,,,,,,,,,,,,,,,,,,
41,0.00191,,,,,,,,,,,,,,,,,,,,,,,,
42,0.00204,,,,,,,,,,,,,,,,,,,,,,,,
43,0.00216,,,,,,,,,,,,,,,,,,,,,,,,
44,0.00224,,,,,,,,,,,,,,,,,,,,,,,,
45,0.00232,,,,,,,,,,,,,,,,,,,,,,,,
46,0.0024,,,,,,,,,,,,,,,,,,,,,,,,
47,0.00249,,,,,,,,,,,,,,,,,,,,,,,,
48,0.00259,,,,,,,,,,,,,,,,,,,,,,,,
49,0.00272,,,,,,,,,,,,,,,,,,,,,,,,
50,0.00288,,,,,,,,,,,,,,,,,,,,,,,,
51,0.00312,,,,,,,,,,,,,,,,,,,,,,,,
52,0.00343,,,,,,,,,,,,,,,,,,,,,,,,
53,0.00377,,,,,,,,,,,,,,,,,,,,,,,,
54,0.00411,,,,,,,,,,,,,,,,,,,,,,,,
55,0.00444,,,,,,,,,,,,,,,,,,,,,,,,
56,0.00475,,,,,,,,,,,,,,,,,,,,,,,,
57,0.00506,,,,,,,,,,,,,,,,,,,,,,,,
58,0.0054,,,,,,,,,,,,,,,,,,,,,,,,
59,0.0058,,,,,,,,,,,,,,,,,,,,,,,,
60,0.00631,,,,,,,,,,,,,,,,,,,,,,,,
61,0.00695,,,,,,,,,,,,,,,,,,,,,,,,
62,0.00771,,,,,,,,,,,,,,,,,,,,,,,,
63,0.00855,,,,,,,,,,,,,,,,,,,,,,,,
64,0.00945,,,,,,,,,,,,,,,,,,,,,,,,
65,0.0104,,,,,,,,,,,,,,,,,,,,,,,,
66,0.01141,,,,,,,,,,,,,,,,,,,,,,,,
67,0.01248,,,,,,,,,,,,,,,,,,,,,,,,
68,0.01367,,,,,,,,,,,,,,,,,,,,,,,,
69,0.01502,,,,,,,,,,,,,,,,,,,,,,,,
70,0.01661,,,,,,,,,,,,,,,,,,,,,,,,
71,0.01847,,,,,,,,,,,,,,,,,,,,,,,,
72,0.02063,,,,,,,,,,,,,,,,,,,,,,,,
73,0.0231,,,,,,,,,,,,,,,,,,,,,,,,
74,0.02585,,,,,,,,,,,,,,,,,,,,,,,,
75,0.02884,,,,,,,,,,,,,,,,,,,,,,,,
76,0.03209,,,,,,,,,,,,,,,,,,,,,,,,
77,0.03561,,,,,,,,,,,,,,,,,,,,,,,,
78,0.03952,,,,,,,,,,,,,,,,,,,,,,,,
79,0.04396,,,,,,,,,,,,,,,,,,,,,,,,
80,0.0492,,,,,,,,,,,,,,,,,,,,,,,,
81,0.05528,,,,,,,,,,,,,,,,,,,,,,,,
82,0.06213,,,,,,,,,,,,,,,,,,,,,,,,
83,0.06996,,,,,,,,,,,,,,,,,,,,,,,,
84,0.07896,,,,,,,,,,,,,,,,,,,,,,,,
85,0.08929,,,,,,,,,,,,,,,,,,,,,,,,
86,0.10104,,,,,,,,,,,,,,,,,,,,,,,,
87,0.11421,,,,,,,,,,,,,,,,,,,,,,,,
88,0.12852,,,,,,,,,,,,,,,,,,,,,,,,
89,0.14353,,,,,,,,,,,,,,,,,,,,,,,,
90,0.15835,,,,,,,,,,,,,,,,,,,,,,,,
91,0.17222,,,,,,,,,,,,,,,,,,,,,,,,
