Table Name:,2015 VBT Female Non-Smoker RR50 ANB,,,,,,,,,,,,,,,,,,,,,,,,
Table Identity:,3219,,,,,,,,,,,,,,,,,,,,,,,,
Provider Domain:,soa.org,,,,,,,,,,,,,,,,,,,,,,,,
Provider Name:,American Academy of Actuaries along with the Society of Actuaries,,,,,,,,,,,,,,,,,,,,,,,,
Table Reference:,"Society of Actuaries website, 2015 Valuation Basic Tables. Accessed: March, 2016 from https://www.soa.org/resources/experience-studies/2015/2015-valuation-basic-tables/",,,,,,,,,,,,,,,,,,,,,,,,
Content Type:,Insured Lives Mortality,,,,,,,,,,,,,,,,,,,,,,,,
Table Description:,"2015 Valuation Basic Table (VBT) Relative Risk Table - Female, 50%, Non-Smoker, Age Nearest Birthday. Minimum Age: 18. Maximum Age: 95.",,,,,,,,,,,,,,,,,,,,,,,,
EffDate:,,,,,,,,,,,,,,,,,,,,,,,,,
Comments:,"Study Data: The 2015 VBT was developed based on the mortality experience from the SOA Individual Life Experience Committee studies from the 2002-2009 study period. Additional data from other sources was used to supplement the 2002-2009 experience at younger and older ages where industry experience was sparse.To develop the 2015 VBT table, the mortality was projected from March 1st, 2006 to July 1st, 2015, using recent mortality improvement trends. Data Certified: 07/2018.",,,,,,,,,,,,,,,,,,,,,,,,
Keywords:,"Select,Insured Lives Mortality,United States of America",,,,,,,,,,,,,,,,,,,,,,,,

Table # ,1,,,,,,,,,,,,,,,,,,,,,,,,
Table Description:,"2015 VBT Relative Risk Table - Female, 50% Non-Smoker, Age Nearest Birthday, Select",,,,,,,,,,,,,,,,,,,,,,,,
Nation:,United States of America,,,,,,,,,,,,,,,,,,,,,,,,
Scaling Factor:,0,,,,,,,,,,,,,,,,,,,,,,,,
Data Type:,Floating Point,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->id:",Age,Duration,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->ScaleType:",Age,Ordinal Date,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->AxisName:",Age,Duration,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->MinScaleValue:",18,1,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->MaxScaleValue:",95,25,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->Increment:",1,1,,,,,,,,,,,,,,,,,,,,,,,

Row\Column,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
18,0.00018,0.00018,0.00018,0.00018,0.00018,0.00018,0.00018,0.00018,0.00018,0.00019,0.0002,0.00021,0.00022,0.00024,0.00026,0.0003,0.00034,0.00038,0.00044,0.00049,0.00053,0.00055,0.00056,0.00057,0.00057
19,0.00018,0.00018,0.00017,0.00017,0.00017,0.00017,0.00017,0.00016,0.00017,0.00018,0.0002,0.00021,0.00022,0.00023,0.00026,0.00031,0.00036,0.00042,0.00048,0.00052,0.00055,0.00056,0.00057,0.00057,0.00057
20,0.00015,0.00015,0.00015,0.00016,0.00016,0.00015,0.00015,0.00015,0.00016,0.00018,0.0002,0.0002,0.00021,0.00023,0.00027,0.00032,0.00038,0.00044,0.00049,0.00053,0.00056,0.00057,0.00057,0.00057,0.00057
21,0.00012,0.00014,0.00015,0.00015,0.00014,0.00014,0.00014,0.00015,0.00017,0.00019,0.0002,0.0002,0.00021,0.00024,0.00028,0.00034,0.00039,0.00045,0.0005,0.00054,0.00057,0.00057,0.00057,0.00057,0.00058
22,0.0001,0.00013,0.00014,0.00013,0.00013,0.00013,0.00014,0.00015,0.00017,0.00019,0.0002,0.0002,0.00022,0.00025,0.0003,0.00036,0.00041,0.00045,0.0005,0.00055,0.00057,0.00057,0.00057,0.00058,0.0006
23,9E-05,0.00012,0.00012,0.00012,0.00011,0.00012,0.00014,0.00016,0.00018,0.00019,0.0002,0.00021,0.00023,0.00028,0.00033,0.00037,0.00041,0.00046,0.0005,0.00055,0.00057,0.00057,0.00058,0.0006,0.00061
24,8E-05,0.00011,0.00011,0.0001,0.00011,0.00012,0.00014,0.00016,0.00018,0.00019,0.0002,0.00022,0.00025,0.0003,0.00035,0.00039,0.00042,0.00046,0.00051,0.00055,0.00057,0.00058,0.0006,0.00061,0.00063
25,7E-05,9E-05,0.0001,0.0001,0.00011,0.00013,0.00015,0.00017,0.00019,0.0002,0.00022,0.00024,0.00028,0.00033,0.00037,0.0004,0.00043,0.00047,0.00051,0.00055,0.00058,0.0006,0.00061,0.00063,0.00066
26,6E-05,8E-05,9E-05,0.0001,0.00011,0.00013,0.00015,0.00017,0.00019,0.00022,0.00024,0.00027,0.00032,0.00036,0.00039,0.00041,0.00044,0.00048,0.00052,0.00056,0.0006,0.00061,0.00063,0.00066,0.00069
27,5E-05,8E-05,9E-05,0.0001,0.00011,0.00013,0.00015,0.00018,0.0002,0.00023,0.00026,0.0003,0.00034,0.00038,0.0004,0.00042,0.00044,0.00048,0.00054,0.00057,0.00061,0.00063,0.00066,0.00069,0.00074
28,5E-05,7E-05,9E-05,0.0001,0.00011,0.00013,0.00015,0.00018,0.00021,0.00024,0.00028,0.00032,0.00035,0.00039,0.0004,0.00042,0.00045,0.00049,0.00054,0.00059,0.00063,0.00066,0.00069,0.00074,0.0008
29,4E-05,7E-05,9E-05,9E-05,0.00011,0.00013,0.00017,0.00019,0.00023,0.00025,0.00029,0.00033,0.00036,0.00039,0.00041,0.00043,0.00046,0.0005,0.00055,0.00061,0.00066,0.00069,0.00074,0.0008,0.00088
30,4E-05,7E-05,9E-05,0.0001,0.00011,0.00014,0.00018,0.0002,0.00024,0.00027,0.0003,0.00033,0.00037,0.00039,0.00041,0.00044,0.00048,0.00054,0.00059,0.00064,0.00069,0.00074,0.0008,0.00088,0.00097
31,4E-05,7E-05,9E-05,0.0001,0.00012,0.00015,0.0002,0.00021,0.00024,0.00027,0.0003,0.00034,0.00037,0.0004,0.00043,0.00046,0.00051,0.00056,0.00061,0.00067,0.00074,0.0008,0.00088,0.00097,0.00106
32,4E-05,8E-05,9E-05,0.00011,0.00013,0.00017,0.0002,0.00022,0.00025,0.00027,0.0003,0.00034,0.00037,0.00041,0.00044,0.00048,0.00054,0.00059,0.00065,0.00071,0.0008,0.00088,0.00097,0.00106,0.00115
33,4E-05,8E-05,0.0001,0.00012,0.00015,0.00017,0.0002,0.00023,0.00025,0.00027,0.0003,0.00034,0.00038,0.00042,0.00047,0.00051,0.00057,0.00063,0.00069,0.00077,0.00088,0.00097,0.00106,0.00115,0.00124
34,4E-05,8E-05,0.00011,0.00013,0.00016,0.00018,0.00021,0.00024,0.00025,0.00027,0.00031,0.00035,0.0004,0.00045,0.0005,0.00055,0.0006,0.00067,0.00075,0.00085,0.00097,0.00106,0.00115,0.00124,0.00134
35,5E-05,8E-05,0.00011,0.00015,0.00017,0.00019,0.00022,0.00024,0.00025,0.00028,0.00031,0.00037,0.00043,0.00048,0.00053,0.00058,0.00064,0.00072,0.00081,0.00093,0.00106,0.00115,0.00124,0.00134,0.00144
36,5E-05,8E-05,0.00012,0.00015,0.00018,0.0002,0.00023,0.00024,0.00026,0.00028,0.00033,0.0004,0.00046,0.00051,0.00056,0.00062,0.00069,0.00077,0.00088,0.00102,0.00115,0.00124,0.00134,0.00144,0.00157
37,5E-05,8E-05,0.00013,0.00017,0.00019,0.00021,0.00024,0.00025,0.00026,0.00031,0.00036,0.00043,0.0005,0.00055,0.0006,0.00066,0.00073,0.00083,0.00096,0.0011,0.00124,0.00134,0.00144,0.00157,0.00173
38,6E-05,9E-05,0.00014,0.00017,0.0002,0.00023,0.00024,0.00026,0.00028,0.00033,0.0004,0.00047,0.00053,0.00058,0.00064,0.0007,0.00079,0.0009,0.00104,0.00119,0.00134,0.00144,0.00157,0.00173,0.00192
39,6E-05,9E-05,0.00014,0.00018,0.00021,0.00024,0.00025,0.00027,0.00031,0.00037,0.00044,0.0005,0.00057,0.00062,0.00068,0.00076,0.00086,0.00098,0.00112,0.00129,0.00144,0.00157,0.00173,0.00192,0.00215
40,6E-05,9E-05,0.00014,0.00019,0.00023,0.00025,0.00027,0.0003,0.00034,0.00041,0.00048,0.00054,0.00061,0.00067,0.00073,0.00082,0.00093,0.00106,0.00122,0.00139,0.00157,0.00173,0.00192,0.00215,0.00241
41,6E-05,0.0001,0.00015,0.00019,0.00024,0.00027,0.00029,0.00032,0.00038,0.00045,0.00052,0.00058,0.00065,0.00072,0.0008,0.0009,0.00102,0.00116,0.00133,0.00152,0.00173,0.00192,0.00215,0.00241,0.00271
42,6E-05,0.0001,0.00015,0.0002,0.00026,0.00029,0.00032,0.00035,0.00041,0.00049,0.00056,0.00063,0.0007,0.00079,0.00088,0.001,0.00112,0.00128,0.00146,0.00169,0.00192,0.00215,0.00241,0.00271,0.00304
43,7E-05,0.00011,0.00015,0.00022,0.00028,0.00031,0.00034,0.00038,0.00045,0.00053,0.0006,0.00068,0.00077,0.00087,0.00098,0.00111,0.00125,0.00143,0.00163,0.00188,0.00215,0.00241,0.00271,0.00304,0.0034
44,8E-05,0.00011,0.00017,0.00025,0.0003,0.00033,0.00036,0.00042,0.0005,0.00058,0.00065,0.00074,0.00085,0.00097,0.00109,0.00123,0.00139,0.00158,0.00181,0.0021,0.00241,0.00271,0.00304,0.0034,0.0038
45,9E-05,0.00011,0.00018,0.00028,0.00033,0.00036,0.0004,0.00046,0.00054,0.00062,0.00071,0.00082,0.00095,0.00109,0.00123,0.00138,0.00156,0.00178,0.00204,0.00236,0.00271,0.00304,0.0034,0.0038,0.00427
46,0.0001,0.00012,0.00021,0.00031,0.00035,0.00039,0.00044,0.00051,0.00059,0.00068,0.00078,0.00091,0.00107,0.00123,0.00137,0.00155,0.00176,0.002,0.0023,0.00265,0.00304,0.0034,0.0038,0.00427,0.00482
47,0.00011,0.00012,0.00024,0.00033,0.00038,0.00043,0.00048,0.00056,0.00064,0.00074,0.00086,0.00102,0.0012,0.00137,0.00154,0.00175,0.00198,0.00225,0.00258,0.00296,0.0034,0.0038,0.00427,0.00482,0.00549
48,0.00011,0.00014,0.00029,0.00036,0.00043,0.00048,0.00054,0.00062,0.0007,0.00081,0.00096,0.00115,0.00136,0.00154,0.00173,0.00196,0.00224,0.00254,0.0029,0.00331,0.0038,0.00427,0.00482,0.00549,0.00628
49,0.00012,0.00016,0.00034,0.00041,0.00047,0.00053,0.0006,0.00068,0.00078,0.0009,0.00107,0.00128,0.00151,0.00172,0.00193,0.00219,0.00251,0.00285,0.00324,0.00371,0.00427,0.00482,0.00549,0.00628,0.00723
50,0.00012,0.00021,0.00038,0.00047,0.00053,0.00059,0.00067,0.00075,0.00086,0.001,0.00119,0.00142,0.00166,0.00188,0.00213,0.00244,0.00279,0.00317,0.00361,0.00416,0.00482,0.00549,0.00628,0.00723,0.00834
51,0.00013,0.00027,0.00043,0.00052,0.00059,0.00066,0.00074,0.00083,0.00096,0.00113,0.00133,0.00156,0.00181,0.00206,0.00235,0.00271,0.0031,0.00352,0.00402,0.00467,0.00549,0.00628,0.00723,0.00834,0.00966
52,0.00013,0.00035,0.00048,0.00057,0.00065,0.00073,0.00082,0.00093,0.00108,0.00127,0.00149,0.00172,0.00198,0.00226,0.00261,0.00303,0.00343,0.00389,0.00451,0.00532,0.00628,0.00723,0.00834,0.00966,0.01119
53,0.00014,0.00039,0.00052,0.00062,0.00071,0.00081,0.00092,0.00105,0.00122,0.00144,0.00166,0.00189,0.00217,0.0025,0.0029,0.00336,0.00385,0.00445,0.00518,0.00608,0.00723,0.00834,0.00966,0.01119,0.013
54,0.00014,0.0004,0.00055,0.00066,0.00079,0.0009,0.00103,0.00119,0.00139,0.00162,0.00185,0.00209,0.00239,0.00278,0.00326,0.0038,0.00438,0.00511,0.00598,0.00705,0.00834,0.00966,0.01119,0.013,0.01516
55,0.00015,0.00041,0.00058,0.0007,0.00088,0.00102,0.00118,0.00135,0.00157,0.00181,0.00204,0.00229,0.00266,0.00313,0.00369,0.00433,0.00503,0.00588,0.00697,0.00834,0.00966,0.01119,0.013,0.01516,0.01778
56,0.00015,0.00042,0.00059,0.00075,0.00099,0.00116,0.00134,0.00154,0.00177,0.002,0.00223,0.00253,0.00297,0.00354,0.00421,0.00498,0.00585,0.00686,0.00811,0.00966,0.01119,0.013,0.01516,0.01778,0.02097
57,0.00016,0.00044,0.0006,0.00083,0.00113,0.00133,0.00153,0.00173,0.00196,0.00218,0.00243,0.00279,0.00333,0.00401,0.00481,0.00573,0.00675,0.00793,0.00938,0.01119,0.013,0.01516,0.01778,0.02097,0.02466
58,0.00017,0.00045,0.00063,0.00095,0.0013,0.00152,0.00172,0.00192,0.00213,0.00235,0.00265,0.0031,0.00377,0.00459,0.00554,0.00663,0.00783,0.00919,0.0109,0.013,0.01516,0.01778,0.02097,0.02466,0.02868
59,0.00018,0.00047,0.00067,0.00111,0.00143,0.00171,0.0019,0.00208,0.00229,0.00255,0.00293,0.00352,0.00435,0.00532,0.00644,0.00772,0.00914,0.01073,0.01272,0.01516,0.01778,0.02097,0.02466,0.02868,0.03285
60,0.00021,0.00049,0.00078,0.00127,0.00161,0.00189,0.00206,0.00224,0.00246,0.00279,0.0033,0.00406,0.00507,0.0062,0.00752,0.009,0.01063,0.01241,0.01483,0.01778,0.02097,0.02466,0.02868,0.03285,0.03788
61,0.00025,0.00052,0.00094,0.00136,0.00182,0.00204,0.0022,0.0024,0.00268,0.00312,0.0038,0.00477,0.00595,0.00729,0.0088,0.01049,0.01236,0.01456,0.01748,0.02097,0.02466,0.02868,0.03285,0.03788,0.0458
62,0.00031,0.00059,0.00113,0.00154,0.002,0.00217,0.00234,0.00259,0.00298,0.00359,0.00446,0.00563,0.00699,0.0085,0.01021,0.01216,0.01445,0.01742,0.02097,0.02466,0.02868,0.03285,0.03788,0.0458,0.0528
63,0.00037,0.00069,0.00134,0.00175,0.00212,0.00232,0.00256,0.00292,0.00344,0.00421,0.00531,0.00668,0.00823,0.00995,0.01191,0.01421,0.0172,0.02042,0.02466,0.02868,0.03285,0.03788,0.0458,0.0528,0.06087
64,0.00044,0.00087,0.00153,0.0019,0.00221,0.0025,0.00291,0.00341,0.00404,0.00503,0.00632,0.00785,0.00955,0.01148,0.01376,0.01689,0.0203,0.02466,0.02868,0.03285,0.03788,0.0458,0.0528,0.06087,0.07035
65,0.0005,0.00108,0.00169,0.00201,0.00237,0.00283,0.00337,0.00395,0.0048,0.00605,0.00754,0.00919,0.0111,0.01325,0.01598,0.01986,0.02396,0.02868,0.03285,0.03788,0.0458,0.0528,0.06087,0.07035,0.08106
66,0.00056,0.00116,0.00182,0.00212,0.00255,0.0032,0.00387,0.00465,0.00575,0.00728,0.00894,0.01071,0.01285,0.01559,0.01883,0.02308,0.02868,0.03285,0.03788,0.0458,0.0528,0.06087,0.07035,0.08106,0.09293
67,0.00063,0.00124,0.00193,0.00223,0.00282,0.00364,0.00448,0.0055,0.00688,0.00871,0.0106,0.01269,0.0149,0.01794,0.02154,0.02656,0.03285,0.03788,0.0458,0.0528,0.06087,0.07035,0.08106,0.09293,0.10609
68,0.00071,0.0013,0.00204,0.00243,0.00319,0.00417,0.00522,0.0065,0.00821,0.01037,0.01253,0.01476,0.01778,0.0213,0.02472,0.03085,0.03788,0.0458,0.0528,0.06087,0.07035,0.08106,0.09293,0.10609,0.12053
69,0.0008,0.00138,0.00216,0.00274,0.00366,0.0048,0.00606,0.00763,0.00972,0.01227,0.0146,0.01761,0.02103,0.02459,0.03004,0.0372,0.0458,0.0528,0.06087,0.07035,0.08106,0.09293,0.10609,0.12053,0.13645
70,0.0009,0.00147,0.0023,0.00305,0.00421,0.00552,0.00699,0.00891,0.01143,0.01443,0.01743,0.02077,0.02448,0.02967,0.03687,0.0458,0.0528,0.06087,0.07035,0.08106,0.09293,0.10609,0.12053,0.13645,0.15317
71,0.00101,0.00157,0.00248,0.00346,0.00484,0.00628,0.00801,0.01033,0.01338,0.01686,0.02045,0.02405,0.0291,0.03559,0.04375,0.0528,0.06087,0.07035,0.08106,0.09293,0.10609,0.12053,0.13645,0.15317,0.17179
72,0.00113,0.00171,0.00269,0.00402,0.00552,0.0071,0.00912,0.01192,0.01557,0.01971,0.02376,0.02773,0.03383,0.04177,0.05091,0.06087,0.07035,0.08106,0.09293,0.10609,0.12053,0.13645,0.15317,0.17179,0.19155
73,0.00127,0.00188,0.00296,0.00463,0.00624,0.00798,0.01035,0.01368,0.01808,0.02285,0.02732,0.0326,0.04003,0.04929,0.06087,0.07035,0.08106,0.09293,0.10609,0.12053,0.13645,0.15317,0.17179,0.19155,0.21329
74,0.00147,0.00209,0.00332,0.0053,0.007,0.00893,0.0117,0.01574,0.02094,0.02637,0.03134,0.0377,0.04636,0.05715,0.07035,0.08106,0.09293,0.10609,0.12053,0.13645,0.15317,0.17179,0.19155,0.21329,0.23702
75,0.00171,0.00232,0.00377,0.00603,0.00782,0.00999,0.01332,0.01816,0.02429,0.0305,0.03598,0.04366,0.05376,0.06649,0.08106,0.09293,0.10609,0.12053,0.13645,0.15317,0.17179,0.19155,0.21329,0.23702,0.26244
76,0.00198,0.00262,0.00432,0.00682,0.00866,0.01113,0.01499,0.02064,0.02772,0.03464,0.0417,0.05122,0.06316,0.07689,0.09293,0.10609,0.12053,0.13645,0.15317,0.17179,0.19155,0.21329,0.23702,0.26244,0.28919
77,0.00225,0.00296,0.00499,0.00762,0.00961,0.01241,0.01693,0.02358,0.03175,0.03941,0.04912,0.06051,0.07432,0.09293,0.10609,0.12053,0.13645,0.15317,0.17179,0.19155,0.21329,0.23702,0.26244,0.28919,0.3133
78,0.00255,0.0034,0.00575,0.00851,0.01065,0.01389,0.01927,0.02713,0.03656,0.04577,0.05721,0.07105,0.08802,0.10609,0.12053,0.13645,0.15317,0.17179,0.19155,0.21329,0.23702,0.26244,0.28919,0.3133,0.33747
79,0.00264,0.00388,0.00664,0.00945,0.01179,0.01565,0.0221,0.03143,0.04219,0.0542,0.06851,0.08566,0.10609,0.12053,0.13645,0.15317,0.17179,0.19155,0.21329,0.23702,0.26244,0.28919,0.3133,0.33747,0.36133
80,0.00274,0.00449,0.0077,0.01049,0.01314,0.01779,0.02555,0.03652,0.04976,0.0648,0.08198,0.10609,0.12053,0.13645,0.15317,0.17179,0.19155,0.21329,0.23702,0.26244,0.28919,0.3133,0.33747,0.36133,0.3845
81,0.00296,0.00519,0.00887,0.01162,0.01473,0.02063,0.02981,0.04279,0.05796,0.07548,0.09656,0.12053,0.13645,0.15317,0.17179,0.19155,0.21329,0.23702,0.26244,0.28919,0.3133,0.33747,0.36133,0.3845,0.4066
82,0.00324,0.00577,0.01016,0.01287,0.01751,0.02451,0.0352,0.05076,0.06978,0.09187,0.12053,0.13645,0.15317,0.17179,0.19155,0.21329,0.23702,0.26244,0.28919,0.3133,0.33747,0.36133,0.3845,0.4066,0.42726
83,0.0037,0.00693,0.01174,0.01553,0.02078,0.02914,0.04284,0.06296,0.08719,0.12053,0.13645,0.15317,0.17179,0.19155,0.21329,0.23702,0.26244,0.28919,0.3133,0.33747,0.36133,0.3845,0.4066,0.42726,0.44611
84,0.00432,0.00799,0.01356,0.01872,0.0251,0.03545,0.05543,0.08117,0.12053,0.13645,0.15317,0.17179,0.19155,0.21329,0.23702,0.26244,0.28919,0.3133,0.33747,0.36133,0.3845,0.4066,0.42726,0.44611,0.46277
85,0.00507,0.00936,0.01632,0.02258,0.03029,0.04488,0.07108,0.09817,0.13645,0.15317,0.17179,0.19155,0.21329,0.23702,0.26244,0.28919,0.3133,0.33747,0.36133,0.3845,0.4066,0.42726,0.44611,0.46277,0.47686
86,0.00592,0.01131,0.01986,0.02763,0.03881,0.06326,0.09043,0.13645,0.15317,0.17179,0.19155,0.21329,0.23702,0.26244,0.28919,0.3133,0.33747,0.36133,0.3845,0.4066,0.42726,0.44611,0.46277,0.47686,0.488
87,0.00651,0.01375,0.02442,0.03429,0.05411,0.08657,0.13645,0.15317,0.17179,0.19155,0.21329,0.23702,0.26244,0.28919,0.3133,0.33747,0.36133,0.3845,0.4066,0.42726,0.44611,0.46277,0.47686,0.488,0.49583
88,0.00716,0.01681,0.03031,0.04685,0.08006,0.13645,0.15317,0.17179,0.19155,0.21329,0.23702,0.26244,0.28919,0.3133,0.33747,0.36133,0.3845,0.4066,0.42726,0.44611,0.46277,0.47686,0.488,0.49583,0.5
89,0.00787,0.02031,0.03794,0.06579,0.11195,0.15317,0.17179,0.19155,0.21329,0.23702,0.26244,0.28919,0.3133,0.33747,0.36133,0.3845,0.4066,0.42726,0.44611,0.46277,0.47686,0.488,0.49583,0.5,0.5
90,0.00865,0.02458,0.05201,0.09613,0.15317,0.17179,0.19155,0.21329,0.23702,0.26244,0.28919,0.3133,0.33747,0.36133,0.3845,0.4066,0.42726,0.44611,0.46277,0.47686,0.488,0.49583,0.5,0.5,0.5
91,0.01098,0.03323,0.08428,0.15317,0.17179,0.19155,0.21329,0.23702,0.26244,0.28919,0.3133,0.33747,0.36133,0.3845,0.4066,0.42726,0.44611,0.46277,0.47686,0.488,0.49583,0.5,0.5,0.5,0.5
92,0.01588,0.05348,0.15317,0.17179,0.19155,0.21329,0.23702,0.26244,0.28919,0.3133,0.33747,0.36133,0.3845,0.4066,0.42726,0.44611,0.46277,0.47686,0.488,0.49583,0.5,0.5,0.5,0.5,0.5
93,0.02409,0.08693,0.17179,0.19155,0.21329,0.23702,0.26244,0.28919,0.3133,0.33747,0.36133,0.3845,0.4066,0.42726,0.44611,0.46277,0.47686,0.488,0.49583,0.5,0.5,0.5,0.5,0.5,0.5
94,0.03624,0.10515,0.19155,0.21329,0.23702,0.26244,0.28919,0.3133,0.33747,0.36133,0.3845,0.4066,0.42726,0.44611,0.46277,0.47686,0.488,0.49583,0.5,0.5,0.5,0.5,0.5,0.5,0.5
95,0.05331,0.19155,0.21329,0.23702,0.26244,0.28919,0.3133,0.33747,0.36133,0.3845,0.4066,0.42726,0.44611,0.46277,0.47686,0.488,0.49583,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5

Table # ,2,,,,,,,,,,,,,,,,,,,,,,,,
Table Description:,"2015 VBT Relative Risk Table - Female, 50% Non-Smoker, Age Nearest Birthday, Ultimate",,,,,,,,,,,,,,,,,,,,,,,,
Nation:,United States of America,,,,,,,,,,,,,,,,,,,,,,,,
Scaling Factor:,0,,,,,,,,,,,,,,,,,,,,,,,,
Data Type:,Floating Point,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->id:",Age,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->ScaleType:",Age,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->AxisName:",Age,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->MinScaleValue:",18,,,,,,,,,,,,,,,,,,,,,,,,
