Table Name:,2017 Loaded CSO Smoker Gender-Blended 20% Male ALB,,,,,,,,,,,,,,,,,,,,,,,,
35,0.00036,0.00053,0.00073,0.0009,0.00105,0.0012,0.00135,0.00152,0.00169,0.00187,0.00215,0.00243,0.00274,0.00305,0.00337,0.00377,0.00418,0.00463,0.00514,0.00567,0.00626,0.00691,0.00766,0.00849,0.0094
36,0.00039,0.00058,0.00081,0.00098,0.00114,0.00129,0.00145,0.00161,0.00177,0.00208,0.0024,0.00267,0.003,0.00335,0.00372,0.00415,0.00461,0.00512,0.00567,0.00625,0.00691,0.00766,0.00849,0.0094,0.01044
37,0.00043,0.00064,0.00088,0.00106,0.00122,0.00138,0.00153,0.00169,0.00198,0.00236,0.00264,0.00294,0.0033,0.00368,0.0041,0.00457,0.00509,0.00565,0.00625,0.0069,0.00765,0.00848,0.0094,0.01044,0.0116
38,0.00046,0.00069,0.00095,0.00114,0.00131,0.00147,0.00162,0.00189,0.00226,0.00259,0.0029,0.00324,0.00364,0.00407,0.00453,0.00505,0.00563,0.00623,0.0069,0.00764,0.00848,0.0094,0.01044,0.0116,0.01288
39,0.00049,0.00074,0.00102,0.00122,0.00139,0.00155,0.0018,0.00216,0.00249,0.00286,0.00321,0.00358,0.00402,0.0045,0.005,0.0056,0.00621,0.00688,0.00764,0.00847,0.0094,0.01044,0.0116,0.01288,0.01428
40,0.00053,0.00079,0.00108,0.0013,0.00148,0.00171,0.00205,0.00239,0.00275,0.00315,0.00354,0.00396,0.00445,0.00499,0.00554,0.00619,0.00686,0.00763,0.00847,0.00939,0.01044,0.0116,0.01288,0.01428,0.0158
41,0.00056,0.00084,0.00114,0.00139,0.00161,0.00191,0.00226,0.00263,0.00304,0.00348,0.00392,0.00438,0.00493,0.00552,0.00612,0.00685,0.00762,0.00846,0.00938,0.01042,0.0116,0.01288,0.01427,0.0158,0.01745
42,0.00058,0.00089,0.00122,0.0015,0.00177,0.00212,0.0025,0.00292,0.00336,0.00385,0.00433,0.00485,0.00546,0.00608,0.00677,0.0076,0.00846,0.00937,0.01041,0.01157,0.01288,0.01427,0.01579,0.01745,0.01922
43,0.0006,0.00093,0.00131,0.00165,0.00195,0.00234,0.00277,0.00322,0.00371,0.00426,0.0048,0.00537,0.00601,0.00671,0.00751,0.00843,0.00936,0.0104,0.01156,0.01284,0.01427,0.01579,0.01745,0.01922,0.02109
44,0.00063,0.00099,0.00142,0.00182,0.00216,0.0026,0.00306,0.00357,0.00412,0.00472,0.00531,0.0059,0.00663,0.00744,0.00833,0.00935,0.01038,0.01155,0.01284,0.01424,0.01579,0.01745,0.01922,0.02109,0.02306
45,0.00067,0.00108,0.00156,0.002,0.00239,0.00288,0.0034,0.00395,0.00455,0.00523,0.00584,0.00651,0.00736,0.00827,0.00925,0.01037,0.01153,0.01283,0.01423,0.01573,0.01744,0.01922,0.02109,0.02306,0.02519
46,0.00071,0.00117,0.00171,0.00222,0.00266,0.00319,0.00376,0.00437,0.00505,0.00574,0.00643,0.00725,0.00818,0.00919,0.01029,0.0115,0.01282,0.01422,0.01572,0.01734,0.01922,0.02109,0.02306,0.02518,0.02756
47,0.00076,0.00127,0.00187,0.00246,0.00295,0.00354,0.00417,0.00485,0.00555,0.00633,0.00718,0.00807,0.0091,0.01022,0.01143,0.01278,0.01421,0.01571,0.01731,0.0191,0.02109,0.02305,0.02517,0.02755,0.03009
48,0.00082,0.00137,0.00207,0.00273,0.00329,0.00393,0.00462,0.00533,0.00611,0.00707,0.008,0.00896,0.01011,0.01134,0.01267,0.01414,0.0157,0.01731,0.01902,0.02094,0.02305,0.02516,0.02753,0.03007,0.03275
49,0.00088,0.00149,0.00228,0.00303,0.00366,0.00436,0.00509,0.00587,0.00687,0.00792,0.00889,0.00993,0.0112,0.01256,0.014,0.0156,0.01731,0.01901,0.02088,0.02286,0.02515,0.02752,0.03006,0.03274,0.03563
50,0.00095,0.00163,0.00252,0.00338,0.00407,0.00482,0.00563,0.00661,0.00772,0.00881,0.00987,0.01102,0.01241,0.01389,0.01544,0.01718,0.01901,0.02085,0.02283,0.02489,0.0275,0.03005,0.03274,0.03562,0.03876
51,0.00103,0.00178,0.00279,0.00377,0.00455,0.00536,0.00635,0.00745,0.00859,0.00982,0.01099,0.01228,0.01375,0.01534,0.01704,0.01892,0.02084,0.0228,0.02486,0.02715,0.03003,0.03273,0.0356,0.03874,0.04212
52,0.00111,0.00196,0.0031,0.0042,0.00508,0.00605,0.00716,0.00832,0.00958,0.01094,0.01224,0.01369,0.01522,0.01697,0.01883,0.02079,0.02277,0.02482,0.02711,0.02964,0.03272,0.03559,0.03873,0.0421,0.04573
53,0.00121,0.00214,0.00345,0.00469,0.00571,0.00682,0.00801,0.0093,0.01069,0.01219,0.01362,0.01518,0.01689,0.01877,0.02075,0.02274,0.02479,0.02707,0.02961,0.03248,0.03558,0.03871,0.04208,0.04569,0.04964
54,0.00132,0.00236,0.00383,0.00524,0.00643,0.00764,0.00895,0.01039,0.01193,0.01357,0.01513,0.01683,0.01873,0.0207,0.02272,0.02476,0.02702,0.02957,0.03241,0.03551,0.0387,0.04207,0.04565,0.04959,0.05393
55,0.00143,0.0026,0.00427,0.00586,0.00722,0.00856,0.01003,0.01162,0.01328,0.01505,0.01682,0.01866,0.02068,0.02268,0.02473,0.02699,0.02952,0.03238,0.03538,0.03868,0.04205,0.04561,0.04953,0.0539,0.05903
56,0.00157,0.00287,0.00475,0.00656,0.00811,0.0096,0.01122,0.01296,0.01476,0.0167,0.0186,0.02055,0.0226,0.0247,0.02694,0.02948,0.03234,0.03532,0.03851,0.04203,0.04557,0.04947,0.05386,0.05903,0.06524
57,0.00171,0.00317,0.0053,0.00734,0.0091,0.01074,0.01252,0.01441,0.01639,0.01846,0.02045,0.0224,0.02455,0.0269,0.02936,0.03225,0.03526,0.03845,0.04185,0.04553,0.04942,0.05381,0.05902,0.06524,0.07238
58,0.00187,0.00351,0.0059,0.00821,0.01021,0.01201,0.01394,0.01598,0.01813,0.02032,0.02232,0.02438,0.02681,0.02929,0.03206,0.03509,0.03839,0.0418,0.04533,0.04936,0.05377,0.05901,0.06524,0.07238,0.08057
59,0.00204,0.0039,0.00657,0.00918,0.01145,0.01339,0.01547,0.01765,0.01993,0.02217,0.0243,0.0267,0.02921,0.03198,0.03493,0.03825,0.04176,0.04525,0.04914,0.05373,0.05899,0.06524,0.07238,0.08057,0.08965
60,0.00225,0.00434,0.00731,0.01025,0.01279,0.01488,0.01706,0.01937,0.02177,0.02414,0.02663,0.02909,0.03184,0.03483,0.03813,0.04163,0.04517,0.04899,0.05353,0.05898,0.06522,0.07238,0.08057,0.08965,0.09869
61,0.00247,0.00483,0.00812,0.01142,0.01424,0.01644,0.01869,0.0211,0.02359,0.02629,0.02879,0.03136,0.03463,0.03798,0.04146,0.04495,0.04886,0.05336,0.05889,0.06522,0.07236,0.08057,0.08965,0.09869,0.10945
62,0.00273,0.00537,0.009,0.0127,0.01581,0.01811,0.02039,0.02284,0.02551,0.0282,0.03075,0.03372,0.03733,0.04127,0.04468,0.04852,0.05318,0.05873,0.06519,0.07233,0.08057,0.08965,0.09869,0.10945,0.12195
63,0.003,0.00597,0.00996,0.0141,0.0175,0.01986,0.02222,0.02482,0.02752,0.03014,0.03301,0.03634,0.03991,0.04421,0.04792,0.05269,0.05848,0.06505,0.07227,0.08054,0.08965,0.09869,0.10945,0.12195,0.13452
64,0.00329,0.0066,0.01103,0.01562,0.01927,0.0217,0.02428,0.02694,0.02959,0.03267,0.03585,0.03914,0.04245,0.04712,0.05168,0.05782,0.06461,0.07222,0.08048,0.08965,0.09869,0.10945,0.12195,0.13452,0.14804
65,0.00362,0.00729,0.01219,0.0173,0.02116,0.02376,0.02643,0.02905,0.0321,0.0357,0.03895,0.0421,0.04518,0.0504,0.05634,0.06379,0.07188,0.08044,0.08962,0.09869,0.10945,0.12195,0.13452,0.14804,0.16225
66,0.00395,0.00803,0.01349,0.01918,0.0232,0.02591,0.02856,0.03161,0.03512,0.03879,0.04194,0.04497,0.04876,0.05505,0.06258,0.07125,0.0804,0.08957,0.09869,0.10945,0.12195,0.13452,0.14804,0.16225,0.17676
67,0.00432,0.00882,0.01495,0.02128,0.02537,0.02806,0.03114,0.03466,0.03829,0.0418,0.04477,0.04859,0.0543,0.06167,0.07073,0.0799,0.08953,0.0986,0.10945,0.12195,0.13452,0.14804,0.16225,0.17676,0.1914
68,0.00472,0.00968,0.0166,0.02362,0.02751,0.03061,0.03423,0.03785,0.04122,0.04457,0.04842,0.05411,0.06134,0.0698,0.07939,0.08877,0.09852,0.10931,0.12195,0.13452,0.14804,0.16225,0.17676,0.1914,0.20623
69,0.00516,0.01061,0.01846,0.02621,0.03002,0.0337,0.03738,0.04069,0.0441,0.04828,0.05393,0.06102,0.06932,0.07844,0.08819,0.09792,0.1092,0.12187,0.13452,0.14804,0.16225,0.17676,0.1914,0.20623,0.2206
70,0.00564,0.01162,0.02054,0.02905,0.03311,0.03683,0.0401,0.04339,0.04782,0.05366,0.06069,0.06891,0.07744,0.08707,0.09719,0.10888,0.12178,0.13452,0.14804,0.16225,0.17676,0.1914,0.20623,0.2206,0.23423
71,0.00618,0.01272,0.02285,0.03212,0.03621,0.03943,0.04259,0.04698,0.05284,0.06,0.06837,0.07718,0.08579,0.09583,0.10761,0.12156,0.13447,0.14804,0.16225,0.17676,0.1914,0.20623,0.2206,0.23423,0.24939
72,0.00677,0.01392,0.02538,0.03516,0.0386,0.04161,0.04599,0.05175,0.05882,0.06734,0.0754,0.08481,0.09461,0.10596,0.12046,0.13427,0.148,0.16225,0.17676,0.1914,0.20623,0.2206,0.23423,0.24939,0.26707
73,0.00742,0.01523,0.02813,0.03735,0.0405,0.04479,0.05051,0.05738,0.06575,0.07415,0.08205,0.09242,0.10353,0.11927,0.13393,0.14775,0.16225,0.17676,0.1914,0.20623,0.2206,0.23423,0.24939,0.26707,0.28567
74,0.00815,0.01667,0.0311,0.03886,0.04346,0.04919,0.05567,0.06385,0.07237,0.0809,0.08972,0.10224,0.11711,0.13324,0.14743,0.16212,0.17676,0.1914,0.20623,0.2206,0.23423,0.24939,0.26707,0.28567,0.30495
75,0.00896,0.01826,0.03382,0.0415,0.04754,0.05413,0.06184,0.07097,0.0792,0.0887,0.09946,0.11678,0.13253,0.14653,0.16196,0.17676,0.1914,0.20623,0.2206,0.23423,0.24939,0.26707,0.28567,0.30495,0.32441
76,0.00985,0.02001,0.03624,0.04552,0.05229,0.06004,0.0684,0.07876,0.08714,0.09825,0.115,0.1315,0.1455,0.16144,0.17676,0.1914,0.20623,0.2206,0.23423,0.24939,0.26707,0.28567,0.30495,0.32441,0.34592
77,0.01085,0.02195,0.03882,0.05008,0.05794,0.06579,0.07534,0.08665,0.09651,0.11121,0.13031,0.14383,0.16026,0.17676,0.1914,0.20623,0.2206,0.23423,0.24939,0.26707,0.28567,0.30495,0.32441,0.34592,0.37042
78,0.01196,0.0241,0.04163,0.05528,0.06457,0.07116,0.08297,0.09597,0.10847,0.12408,0.14192,0.1583,0.17611,0.1914,0.20623,0.2206,0.23423,0.24939,0.26707,0.28567,0.30495,0.32441,0.34592,0.37042,0.39453
79,0.01321,0.02658,0.0447,0.06148,0.0708,0.07763,0.09182,0.10731,0.12015,0.13753,0.15585,0.17502,0.1914,0.20623,0.2206,0.23423,0.24939,0.26707,0.28567,0.30495,0.32441,0.34592,0.37042,0.39453,0.41785
80,0.01466,0.02942,0.0483,0.06736,0.0762,0.08587,0.1021,0.11814,0.13073,0.15258,0.17272,0.1914,0.20623,0.2206,0.23423,0.24939,0.26707,0.28567,0.30495,0.32441,0.34592,0.37042,0.39453,0.41785,0.43998
81,0.01634,0.03262,0.0525,0.07227,0.082,0.09467,0.11177,0.1278,0.14508,0.16897,0.19044,0.20623,0.2206,0.23423,0.24939,0.26707,0.28567,0.30495,0.32441,0.34592,0.37042,0.39453,0.41785,0.43998,0.46053
82,0.01827,0.03624,0.05707,0.0774,0.08822,0.10251,0.12004,0.14032,0.16388,0.18854,0.20623,0.2206,0.23423,0.24939,0.26707,0.28567,0.30495,0.32441,0.34592,0.37042,0.39453,0.41785,0.43998,0.46053,0.48213
83,0.02048,0.0403,0.062,0.08275,0.0947,0.10961,0.13144,0.15745,0.18571,0.20623,0.2206,0.23423,0.24939,0.26707,0.28567,0.30495,0.32441,0.34592,0.37042,0.39453,0.41785,0.43998,0.46053,0.48213,0.50829
84,0.02301,0.04483,0.06725,0.08822,0.10092,0.12082,0.14861,0.17992,0.20623,0.2206,0.23423,0.24939,0.26707,0.28567,0.30495,0.32441,0.34592,0.37042,0.39453,0.41785,0.43998,0.46053,0.48213,0.50829,0.53584
85,0.02589,0.04983,0.07278,0.09359,0.10807,0.1371,0.17115,0.20377,0.2206,0.23423,0.24939,0.26707,0.28567,0.30495,0.32441,0.34592,0.37042,0.39453,0.41785,0.43998,0.46053,0.48213,0.50829,0.53584,0.56485
86,0.02913,0.0553,0.07835,0.09862,0.1213,0.15815,0.19888,0.2206,0.23423,0.24939,0.26707,0.28567,0.30495,0.32441,0.34592,0.37042,0.39453,0.41785,0.43998,0.46053,0.48213,0.50829,0.53584,0.56485,0.59538
87,0.03275,0.06121,0.08381,0.10667,0.1421,0.19164,0.2206,0.23423,0.24939,0.26707,0.28567,0.30495,0.32441,0.34592,0.37042,0.39453,0.41785,0.43998,0.46053,0.48213,0.50829,0.53584,0.56485,0.59538,0.62751
88,0.03676,0.06758,0.08903,0.12206,0.17245,0.2206,0.23423,0.24939,0.26707,0.28567,0.30495,0.32441,0.34592,0.37042,0.39453,0.41785,0.43998,0.46053,0.48213,0.50829,0.53584,0.56485,0.59538,0.62751,0.66131
89,0.04112,0.07419,0.09732,0.1436,0.20896,0.23423,0.24939,0.26707,0.28567,0.30495,0.32441,0.34592,0.37042,0.39453,0.41785,0.43998,0.46053,0.48213,0.50829,0.53584,0.56485,0.59538,0.62751,0.66131,0.69686
90,0.04687,0.0801,0.12171,0.18933,0.23423,0.24939,0.26707,0.28567,0.30495,0.32441,0.34592,0.37042,0.39453,0.41785,0.43998,0.46053,0.48213,0.50829,0.53584,0.56485,0.59538,0.62751,0.66131,0.69686,0.73421
91,0.05611,0.10059,0.18191,0.23423,0.24939,0.26707,0.28567,0.30495,0.32441,0.34592,0.37042,0.39453,0.41785,0.43998,0.46053,0.48213,0.50829,0.53584,0.56485,0.59538,0.62751,0.66131,0.69686,0.73421,0.77346
92,0.0703,0.14113,0.23423,0.24939,0.26707,0.28567,0.30495,0.32441,0.34592,0.37042,0.39453,0.41785,0.43998,0.46053,0.48213,0.50829,0.53584,0.56485,0.59538,0.62751,0.66131,0.69686,0.73421,0.77346,0.81466
93,0.09007,0.175,0.24939,0.26707,0.28567,0.30495,0.32441,0.34592,0.37042,0.39453,0.41785,0.43998,0.46053,0.48213,0.50829,0.53584,0.56485,0.59538,0.62751,0.66131,0.69686,0.73421,0.77346,0.81466,0.85788
94,0.11603,0.2193,0.26707,0.28567,0.30495,0.32441,0.34592,0.37042,0.39453,0.41785,0.43998,0.46053,0.48213,0.50829,0.53584,0.56485,0.59538,0.62751,0.66131,0.69686,0.73421,0.77346,0.81466,0.85788,0.90315
95,0.14954,0.26707,0.28567,0.30495,0.32441,0.34592,0.37042,0.39453,0.41785,0.43998,0.46053,0.48213,0.50829,0.53584,0.56485,0.59538,0.62751,0.66131,0.69686,0.73421,0.77346,0.81466,0.85788,0.90315,0.95053

Table # ,2,,,,,,,,,,,,,,,,,,,,,,,,
Table Description:,"2017 Loaded CSO Smoker Gender-Blended, 20%, Male, Select and Ultimate Table. Basis: Age Last Birthday. Minimum Ultimate Age: 18. Maximum Ultimate Age: 120.",,,,,,,,,,,,,,,,,,,,,,,,
Nation:,United States of America,,,,,,,,,,,,,,,,,,,,,,,,
Scaling Factor:,0,,,,,,,,,,,,,,,,,,,,,,,,
Data Type:,Floating Point,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->id:",Age,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->ScaleType:",Age,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->AxisName:",Age,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->MinScaleValue:",18,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->MaxScaleValue:",120,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->Increment:",1,,,,,,,,,,,,,,,,,,,,,,,,

Row\Column,1,,,,,,,,,,,,,,,,,,,,,,,,
18,0.00042,,,,,,,,,,,,,,,,,,,,,,,,
19,0.00043,,,,,,,,,,,,,,,,,,,,,,,,
20,0.00043,,,,,,,,,,,,,,,,,,,,,,,,
21,0.00044,,,,,,,,,,,,,,,,,,,,,,,,
22,0.00045,,,,,,,,,,,,,,,,,,,,,,,,
23,0.00048,,,,,,,,,,,,,,,,,,,,,,,,
24,0.00052,,,,,,,,,,,,,,,,,,,,,,,,
25,0.00052,,,,,,,,,,,,,,,,,,,,,,,,
26,0.00053,,,,,,,,,,,,,,,,,,,,,,,,
27,0.00053,,,,,,,,,,,,,,,,,,,,,,,,
28,0.00054,,,,,,,,,,,,,,,,,,,,,,,,
29,0.00056,,,,,,,,,,,,,,,,,,,,,,,,
30,0.00059,,,,,,,,,,,,,,,,,,,,,,,,
31,0.00063,,,,,,,,,,,,,,,,,,,,,,,,
32,0.00068,,,,,,,,,,,,,,,,,,,,,,,,
33,0.00079,,,,,,,,,,,,,,,,,,,,,,,,
34,0.00092,,,,,,,,,,,,,,,,,,,,,,,,
35,0.00104,,,,,,,,,,,,,,,,,,,,,,,,
36,0.0012,,,,,,,,,,,,,,,,,,,,,,,,
37,0.00138,,,,,,,,,,,,,,,,,,,,,,,,
38,0.00155,,,,,,,,,,,,,,,,,,,,,,,,
39,0.0017,,,,,,,,,,,,,,,,,,,,,,,,
40,0.00185,,,,,,,,,,,,,,,,,,,,,,,,
41,0.00199,,,,,,,,,,,,,,,,,,,,,,,,
42,0.00212,,,,,,,,,,,,,,,,,,,,,,,,
43,0.00226,,,,,,,,,,,,,,,,,,,,,,,,
44,0.00238,,,,,,,,,,,,,,,,,,,,,,,,
45,0.00255,,,,,,,,,,,,,,,,,,,,,,,,
46,0.00277,,,,,,,,,,,,,,,,,,,,,,,,
47,0.00302,,,,,,,,,,,,,,,,,,,,,,,,
48,0.00329,,,,,,,,,,,,,,,,,,,,,,,,
49,0.00359,,,,,,,,,,,,,,,,,,,,,,,,
50,0.00392,,,,,,,,,,,,,,,,,,,,,,,,
51,0.0043,,,,,,,,,,,,,,,,,,,,,,,,
52,0.00471,,,,,,,,,,,,,,,,,,,,,,,,
53,0.00518,,,,,,,,,,,,,,,,,,,,,,,,
54,0.00569,,,,,,,,,,,,,,,,,,,,,,,,
55,0.00627,,,,,,,,,,,,,,,,,,,,,,,,
56,0.00692,,,,,,,,,,,,,,,,,,,,,,,,
57,0.00766,,,,,,,,,,,,,,,,,,,,,,,,
58,0.00849,,,,,,,,,,,,,,,,,,,,,,,,
59,0.00941,,,,,,,,,,,,,,,,,,,,,,,,
60,0.01044,,,,,,,,,,,,,,,,,,,,,,,,
61,0.0116,,,,,,,,,,,,,,,,,,,,,,,,
62,0.01288,,,,,,,,,,,,,,,,,,,,,,,,
63,0.01428,,,,,,,,,,,,,,,,,,,,,,,,
64,0.0158,,,,,,,,,,,,,,,,,,,,,,,,
65,0.01745,,,,,,,,,,,,,,,,,,,,,,,,
66,0.01922,,,,,,,,,,,,,,,,,,,,,,,,
67,0.02109,,,,,,,,,,,,,,,,,,,,,,,,
68,0.02307,,,,,,,,,,,,,,,,,,,,,,,,
69,0.0252,,,,,,,,,,,,,,,,,,,,,,,,
70,0.02758,,,,,,,,,,,,,,,,,,,,,,,,
71,0.0301,,,,,,,,,,,,,,,,,,,,,,,,
72,0.03276,,,,,,,,,,,,,,,,,,,,,,,,
73,0.03565,,,,,,,,,,,,,,,,,,,,,,,,
74,0.03877,,,,,,,,,,,,,,,,,,,,,,,,
75,0.04214,,,,,,,,,,,,,,,,,,,,,,,,
76,0.04577,,,,,,,,,,,,,,,,,,,,,,,,
77,0.0497,,,,,,,,,,,,,,,,,,,,,,,,
78,0.05397,,,,,,,,,,,,,,,,,,,,,,,,
79,0.05903,,,,,,,,,,,,,,,,,,,,,,,,
80,0.06524,,,,,,,,,,,,,,,,,,,,,,,,
81,0.07238,,,,,,,,,,,,,,,,,,,,,,,,
82,0.08057,,,,,,,,,,,,,,,,,,,,,,,,
83,0.08965,,,,,,,,,,,,,,,,,,,,,,,,
