Row\Column,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
"Row, Column (if applicable)->AxisName:",Age,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->MinScaleValue:",0,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->MaxScaleValue:",120,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->Increment:",1,,,,,,,,,,,,,,,,,,,,,,,,

Row\Column,1,,,,,,,,,,,,,,,,,,,,,,,,
0,0.0003,,,,,,,,,,,,,,,,,,,,,,,,
1,0.00017,,,,,,,,,,,,,,,,,,,,,,,,
2,0.00011,,,,,,,,,,,,,,,,,,,,,,,,
3,8E-05,,,,,,,,,,,,,,,,,,,,,,,,
4,8E-05,,,,,,,,,,,,,,,,,,,,,,,,
5,8E-05,,,,,,,,,,,,,,,,,,,,,,,,
6,9E-05,,,,,,,,,,,,,,,,,,,,,,,,
7,9E-05,,,,,,,,,,,,,,,,,,,,,,,,
8,8E-05,,,,,,,,,,,,,,,,,,,,,,,,
9,8E-05,,,,,,,,,,,,,,,,,,,,,,,,
10,9E-05,,,,,,,,,,,,,,,,,,,,,,,,
11,9E-05,,,,,,,,,,,,,,,,,,,,,,,,
12,9E-05,,,,,,,,,,,,,,,,,,,,,,,,
13,8E-05,,,,,,,,,,,,,,,,,,,,,,,,
14,0.00011,,,,,,,,,,,,,,,,,,,,,,,,
15,0.00019,,,,,,,,,,,,,,,,,,,,,,,,
16,0.00027,,,,,,,,,,,,,,,,,,,,,,,,
17,0.00032,,,,,,,,,,,,,,,,,,,,,,,,
18,0.00033,,,,,,,,,,,,,,,,,,,,,,,,
19,0.00033,,,,,,,,,,,,,,,,,,,,,,,,
20,0.00033,,,,,,,,,,,,,,,,,,,,,,,,
21,0.00033,,,,,,,,,,,,,,,,,,,,,,,,
22,0.00033,,,,,,,,,,,,,,,,,,,,,,,,
23,0.00035,,,,,,,,,,,,,,,,,,,,,,,,
24,0.00039,,,,,,,,,,,,,,,,,,,,,,,,
25,0.00041,,,,,,,,,,,,,,,,,,,,,,,,
26,0.00041,,,,,,,,,,,,,,,,,,,,,,,,
27,0.00041,,,,,,,,,,,,,,,,,,,,,,,,
28,0.00042,,,,,,,,,,,,,,,,,,,,,,,,
29,0.00044,,,,,,,,,,,,,,,,,,,,,,,,
30,0.00048,,,,,,,,,,,,,,,,,,,,,,,,
31,0.00051,,,,,,,,,,,,,,,,,,,,,,,,
32,0.00054,,,,,,,,,,,,,,,,,,,,,,,,
33,0.00059,,,,,,,,,,,,,,,,,,,,,,,,
34,0.00065,,,,,,,,,,,,,,,,,,,,,,,,
35,0.00072,,,,,,,,,,,,,,,,,,,,,,,,
36,0.00081,,,,,,,,,,,,,,,,,,,,,,,,
37,0.00091,,,,,,,,,,,,,,,,,,,,,,,,
38,0.001,,,,,,,,,,,,,,,,,,,,,,,,
39,0.00108,,,,,,,,,,,,,,,,,,,,,,,,
40,0.00114,,,,,,,,,,,,,,,,,,,,,,,,
41,0.0012,,,,,,,,,,,,,,,,,,,,,,,,
42,0.00124,,,,,,,,,,,,,,,,,,,,,,,,
43,0.00128,,,,,,,,,,,,,,,,,,,,,,,,
44,0.00133,,,,,,,,,,,,,,,,,,,,,,,,
45,0.00138,,,,,,,,,,,,,,,,,,,,,,,,
46,0.00149,,,,,,,,,,,,,,,,,,,,,,,,
47,0.0016,,,,,,,,,,,,,,,,,,,,,,,,
48,0.00173,,,,,,,,,,,,,,,,,,,,,,,,
49,0.00187,,,,,,,,,,,,,,,,,,,,,,,,
50,0.00202,,,,,,,,,,,,,,,,,,,,,,,,
51,0.00219,,,,,,,,,,,,,,,,,,,,,,,,
52,0.00238,,,,,,,,,,,,,,,,,,,,,,,,
53,0.00259,,,,,,,,,,,,,,,,,,,,,,,,
54,0.00282,,,,,,,,,,,,,,,,,,,,,,,,
55,0.00308,,,,,,,,,,,,,,,,,,,,,,,,
56,0.00337,,,,,,,,,,,,,,,,,,,,,,,,
57,0.00369,,,,,,,,,,,,,,,,,,,,,,,,
58,0.00405,,,,,,,,,,,,,,,,,,,,,,,,
59,0.00446,,,,,,,,,,,,,,,,,,,,,,,,
60,0.00493,,,,,,,,,,,,,,,,,,,,,,,,
61,0.00546,,,,,,,,,,,,,,,,,,,,,,,,
62,0.00605,,,,,,,,,,,,,,,,,,,,,,,,
63,0.00672,,,,,,,,,,,,,,,,,,,,,,,,
64,0.00747,,,,,,,,,,,,,,,,,,,,,,,,
65,0.00831,,,,,,,,,,,,,,,,,,,,,,,,
66,0.00924,,,,,,,,,,,,,,,,,,,,,,,,
67,0.01027,,,,,,,,,,,,,,,,,,,,,,,,
68,0.01141,,,,,,,,,,,,,,,,,,,,,,,,
69,0.01266,,,,,,,,,,,,,,,,,,,,,,,,
70,0.01404,,,,,,,,,,,,,,,,,,,,,,,,
71,0.01553,,,,,,,,,,,,,,,,,,,,,,,,
72,0.01717,,,,,,,,,,,,,,,,,,,,,,,,
73,0.01897,,,,,,,,,,,,,,,,,,,,,,,,
74,0.02098,,,,,,,,,,,,,,,,,,,,,,,,
75,0.02325,,,,,,,,,,,,,,,,,,,,,,,,
76,0.0258,,,,,,,,,,,,,,,,,,,,,,,,
77,0.02872,,,,,,,,,,,,,,,,,,,,,,,,
78,0.03199,,,,,,,,,,,,,,,,,,,,,,,,
79,0.03569,,,,,,,,,,,,,,,,,,,,,,,,
80,0.03986,,,,,,,,,,,,,,,,,,,,,,,,
81,0.04488,,,,,,,,,,,,,,,,,,,,,,,,
82,0.0506,,,,,,,,,,,,,,,,,,,,,,,,
83,0.05704,,,,,,,,,,,,,,,,,,,,,,,,
84,0.06449,,,,,,,,,,,,,,,,,,,,,,,,
85,0.07298,,,,,,,,,,,,,,,,,,,,,,,,
86,0.08271,,,,,,,,,,,,,,,,,,,,,,,,
87,0.09324,,,,,,,,,,,,,,,,,,,,,,,,
88,0.10484,,,,,,,,,,,,,,,,,,,,,,,,
89,0.11754,,,,,,,,,,,,,,,,,,,,,,,,
90,0.13125,,,,,,,,,,,,,,,,,,,,,,,,
91,0.1456,,,,,,,,,,,,,,,,,,,,,,,,
92,0.16095,,,,,,,,,,,,,,,,,,,,,,,,
93,0.17725,,,,,,,,,,,,,,,,,,,,,,,,
94,0.19329,,,,,,,,,,,,,,,,,,,,,,,,
95,0.21031,,,,,,,,,,,,,,,,,,,,,,,,
96,0.23144,,,,,,,,,,,,,,,,,,,,,,,,
97,0.25438,,,,,,,,,,,,,,,,,,,,,,,,
98,0.27908,,,,,,,,,,,,,,,,,,,,,,,,
99,0.30509,,,,,,,,,,,,,,,,,,,,,,,,
100,0.33199,,,,,,,,,,,,,,,,,,,,,,,,
101,0.35742,,,,,,,,,,,,,,,,,,,,,,,,
102,0.38258,,,,,,,,,,,,,,,,,,,,,,,,
103,0.40703,,,,,,,,,,,,,,,,,,,,,,,,
104,0.43037,,,,,,,,,,,,,,,,,,,,,,,,
105,0.45219,,,,,,,,,,,,,,,,,,,,,,,,
106,0.4721,,,,,,,,,,,,,,,,,,,,,,,,
107,0.49811,,,,,,,,,,,,,,,,,,,,,,,,
108,0.52554,,,,,,,,,,,,,,,,,,,,,,,,
109,0.55448,,,,,,,,,,,,,,,,,,,,,,,,
110,0.58502,,,,,,,,,,,,,,,,,,,,,,,,
111,0.61724,,,,,,,,,,,,,,,,,,,,,,,,
112,0.65123,,,,,,,,,,,,,,,,,,,,,,,,
113,0.6871,,,,,,,,,,,,,,,,,,,,,,,,
114,0.72494,,,,,,,,,,,,,,,,,,,,,,,,
115,0.76487,,,,,,,,,,,,,,,,,,,,,,,,
116,0.80699,,,,,,,,,,,,,,,,,,,,,,,,
117,0.85143,,,,,,,,,,,,,,,,,,,,,,,,
118,0.89833,,,,,,,,,,,,,,,,,,,,,,,,
119,0.9478,,,,,,,,,,,,,,,,,,,,,,,,
120,1,,,,,,,,,,,,,,,,,,,,,,,,
