Table Name:,2015 VBT Female Smoker RR150 ANB,,,,,,,,,,,,,,,,,,,,,,,,
23,0.00026,0.00032,0.00034,0.00036,0.00039,0.00043,0.00048,0.00054,0.00059,0.00063,0.00069,0.00091,0.001,0.0012,0.00138,0.00156,0.00174,0.0019,0.00205,0.00221,0.00235,0.00248,0.00263,0.00287,0.00314
24,0.00028,0.0003,0.00032,0.00035,0.0004,0.00045,0.00051,0.00058,0.00063,0.00068,0.00088,0.001,0.0012,0.00136,0.00155,0.00172,0.00188,0.00203,0.00218,0.00233,0.00248,0.00263,0.00287,0.00314,0.00343
25,0.00027,0.00029,0.00032,0.00036,0.00042,0.00049,0.00055,0.00062,0.00068,0.00083,0.00099,0.00116,0.00126,0.00152,0.0017,0.00186,0.00202,0.00216,0.0023,0.00246,0.00263,0.00287,0.00314,0.00343,0.00375
26,0.00026,0.00028,0.00032,0.00039,0.00045,0.00052,0.00059,0.00068,0.00079,0.00094,0.00112,0.00123,0.00152,0.00169,0.00184,0.002,0.00215,0.00229,0.00244,0.00261,0.00287,0.00314,0.00343,0.00375,0.0041
27,0.00025,0.00028,0.00034,0.00042,0.00049,0.00056,0.00064,0.00075,0.00089,0.00107,0.00119,0.00135,0.00168,0.00183,0.00198,0.00213,0.00228,0.00243,0.0026,0.00285,0.00314,0.00343,0.00375,0.0041,0.0045
28,0.00025,0.0003,0.00037,0.00045,0.00052,0.00061,0.00071,0.00084,0.00101,0.00119,0.00131,0.00151,0.00182,0.00197,0.00211,0.00226,0.00242,0.00258,0.00279,0.00312,0.00343,0.00375,0.0041,0.0045,0.00493
29,0.00026,0.00032,0.0004,0.00048,0.00057,0.00067,0.0008,0.00095,0.00114,0.0013,0.00145,0.00167,0.00194,0.00208,0.00222,0.00238,0.00256,0.00278,0.00304,0.0034,0.00375,0.0041,0.0045,0.00493,0.00539
30,0.00027,0.00034,0.00043,0.00052,0.00063,0.00075,0.0009,0.00108,0.00128,0.00145,0.00161,0.00186,0.00204,0.00219,0.00234,0.00252,0.00276,0.00303,0.00332,0.00371,0.0041,0.0045,0.00493,0.00539,0.0059
31,0.00028,0.00036,0.00047,0.00058,0.0007,0.00085,0.00102,0.0012,0.0014,0.00161,0.00179,0.00196,0.00215,0.0023,0.00246,0.00271,0.00301,0.00331,0.00368,0.00406,0.0045,0.00493,0.00539,0.0059,0.00645
32,0.0003,0.00039,0.00051,0.00065,0.00079,0.00096,0.00114,0.00132,0.00151,0.00171,0.00189,0.00207,0.00227,0.00244,0.00267,0.00297,0.0033,0.00365,0.00403,0.00444,0.00493,0.00539,0.0059,0.00645,0.00707
33,0.00032,0.00043,0.00057,0.00073,0.0009,0.00107,0.00125,0.00142,0.00161,0.00181,0.00199,0.00218,0.0024,0.00265,0.00292,0.00325,0.00361,0.004,0.00436,0.00486,0.00539,0.0059,0.00645,0.00707,0.00776
34,0.00034,0.00047,0.00065,0.00083,0.001,0.00117,0.00134,0.00151,0.00169,0.0019,0.0021,0.0023,0.00262,0.0029,0.0032,0.00356,0.00396,0.00434,0.00479,0.00532,0.0059,0.00645,0.00707,0.00776,0.00853
35,0.00037,0.00053,0.00073,0.00093,0.0011,0.00127,0.00143,0.0016,0.00178,0.00199,0.00221,0.00256,0.00286,0.00318,0.00351,0.0039,0.00431,0.00475,0.00528,0.00586,0.00645,0.00707,0.00776,0.00853,0.00936
36,0.00041,0.00059,0.00081,0.00102,0.00119,0.00135,0.00151,0.00168,0.00186,0.00209,0.00253,0.00281,0.00314,0.00348,0.00384,0.00427,0.00471,0.00523,0.00581,0.00641,0.00707,0.00776,0.00853,0.00936,0.01028
37,0.00045,0.00065,0.00089,0.0011,0.00127,0.00143,0.00159,0.00176,0.00196,0.00229,0.00277,0.00306,0.00343,0.00381,0.00421,0.00467,0.00518,0.00576,0.00636,0.00702,0.00776,0.00853,0.00936,0.01028,0.01129
38,0.00049,0.00071,0.00096,0.00117,0.00134,0.0015,0.00167,0.00185,0.00216,0.0027,0.00302,0.00335,0.00375,0.00417,0.00462,0.00513,0.00571,0.00631,0.00697,0.00771,0.00853,0.00936,0.01028,0.01129,0.01239
39,0.00052,0.00075,0.00102,0.00124,0.00142,0.00159,0.00176,0.00216,0.00258,0.00295,0.0033,0.00367,0.00411,0.00458,0.00508,0.00565,0.00626,0.00691,0.00764,0.00846,0.00936,0.01028,0.01129,0.01239,0.01358
40,0.00054,0.00079,0.00107,0.00131,0.0015,0.00168,0.00208,0.00244,0.00281,0.00322,0.00362,0.00402,0.00451,0.00502,0.00555,0.00621,0.00685,0.00758,0.00839,0.00928,0.01028,0.01129,0.01239,0.01358,0.01486
41,0.00056,0.00082,0.00112,0.00139,0.00159,0.00191,0.00227,0.00266,0.00308,0.00353,0.00396,0.00441,0.00495,0.00551,0.00609,0.0068,0.00752,0.00832,0.0092,0.01018,0.01129,0.01239,0.01358,0.01486,0.01624
42,0.00058,0.00085,0.00118,0.00147,0.00173,0.00209,0.00248,0.0029,0.00336,0.00386,0.00433,0.00483,0.00542,0.00603,0.00665,0.00746,0.00825,0.00911,0.01009,0.01117,0.01239,0.01358,0.01486,0.01624,0.01771
43,0.00059,0.00089,0.00125,0.0016,0.00189,0.00228,0.00271,0.00318,0.00368,0.00422,0.00475,0.00529,0.00593,0.00654,0.0073,0.00817,0.00903,0.00999,0.01106,0.01225,0.01358,0.01486,0.01624,0.01771,0.01928
44,0.0006,0.00092,0.00135,0.00175,0.00207,0.0025,0.00297,0.00348,0.00403,0.00463,0.0052,0.00579,0.00639,0.00717,0.008,0.00895,0.0099,0.01096,0.01215,0.01341,0.01486,0.01624,0.01771,0.01928,0.02094
45,0.00062,0.00099,0.00147,0.00191,0.00226,0.00274,0.00326,0.00382,0.00442,0.00508,0.0057,0.00622,0.00702,0.00787,0.00878,0.00981,0.01086,0.01205,0.01331,0.01474,0.01624,0.01771,0.01928,0.02094,0.02264
46,0.00066,0.00106,0.00159,0.00209,0.00248,0.00301,0.00358,0.00419,0.00485,0.00556,0.00611,0.00684,0.0077,0.00863,0.00964,0.01076,0.01196,0.01321,0.01462,0.016,0.01771,0.01928,0.02094,0.02264,0.02452
47,0.00069,0.00114,0.00174,0.00229,0.00273,0.00331,0.00393,0.00461,0.00533,0.00597,0.00672,0.00752,0.00847,0.0095,0.0106,0.01182,0.01313,0.01452,0.01591,0.01747,0.01928,0.02094,0.02264,0.02452,0.02661
48,0.00074,0.00123,0.00189,0.00251,0.00301,0.00364,0.00433,0.00507,0.00573,0.00658,0.0074,0.00828,0.00933,0.01046,0.01166,0.01301,0.01442,0.01583,0.01732,0.01904,0.02094,0.02264,0.02452,0.02661,0.02861
49,0.00078,0.00133,0.00207,0.00276,0.00333,0.00402,0.00477,0.00546,0.00632,0.00725,0.00813,0.00908,0.01023,0.01147,0.01277,0.01423,0.01574,0.01723,0.0188,0.02064,0.02264,0.02452,0.02661,0.02861,0.03082
50,0.00083,0.00144,0.00226,0.00304,0.00367,0.00443,0.00517,0.00603,0.00697,0.00799,0.00895,0.00996,0.01123,0.01257,0.01398,0.01553,0.01715,0.01871,0.02052,0.02228,0.02452,0.02661,0.02861,0.03082,0.0332
51,0.00089,0.00156,0.00247,0.00334,0.00406,0.00485,0.00571,0.00666,0.00769,0.00883,0.00986,0.01094,0.01231,0.01377,0.01527,0.01693,0.01863,0.0204,0.02219,0.02408,0.02661,0.02861,0.03082,0.0332,0.03584
52,0.00095,0.00169,0.0027,0.00368,0.0045,0.00537,0.00632,0.00736,0.00851,0.00976,0.0109,0.01217,0.01357,0.01513,0.01673,0.01848,0.02029,0.02211,0.02397,0.02605,0.02861,0.03082,0.0332,0.03584,0.03875
53,0.00102,0.00184,0.00296,0.00406,0.00499,0.00595,0.007,0.00815,0.00942,0.0108,0.01204,0.01345,0.01491,0.01657,0.01836,0.02019,0.02203,0.02388,0.02593,0.0281,0.03082,0.0332,0.03584,0.03875,0.04201
54,0.0011,0.00201,0.00325,0.00448,0.00554,0.0066,0.00777,0.00905,0.01045,0.01196,0.01334,0.01484,0.01649,0.01825,0.0201,0.02197,0.0238,0.02581,0.02801,0.03062,0.0332,0.03584,0.03875,0.04201,0.04555
55,0.00119,0.00219,0.00357,0.00495,0.00616,0.00734,0.00864,0.01005,0.01159,0.01323,0.01477,0.01635,0.01817,0.02001,0.02191,0.02372,0.0257,0.02793,0.03042,0.0332,0.03584,0.03875,0.04201,0.04555,0.04947
56,0.00128,0.0024,0.00392,0.00548,0.00687,0.00819,0.00963,0.01117,0.01284,0.01461,0.01631,0.01804,0.01995,0.02186,0.02365,0.02559,0.02785,0.03032,0.0329,0.03584,0.03875,0.04201,0.04555,0.04947,0.05473
57,0.00138,0.00263,0.00432,0.00608,0.00769,0.00914,0.01073,0.01241,0.01421,0.0161,0.01789,0.01969,0.02165,0.02358,0.02549,0.02778,0.03022,0.03277,0.0355,0.03875,0.04201,0.04555,0.04947,0.05473,0.061
58,0.0015,0.00289,0.00478,0.00676,0.0086,0.0102,0.01193,0.01375,0.01568,0.01769,0.01955,0.0214,0.02337,0.0254,0.02751,0.02995,0.03264,0.03541,0.03846,0.04201,0.04555,0.04947,0.05473,0.061,0.0681
59,0.00163,0.00318,0.00529,0.00754,0.00964,0.01139,0.01326,0.01521,0.01726,0.01936,0.02129,0.02319,0.02533,0.02739,0.02973,0.03244,0.03533,0.03837,0.04169,0.04555,0.04947,0.05473,0.061,0.0681,0.07605
60,0.00177,0.00352,0.00588,0.00841,0.0108,0.01269,0.0147,0.01678,0.01893,0.02109,0.02307,0.0252,0.02719,0.02957,0.03224,0.03515,0.03828,0.04157,0.04524,0.04947,0.05473,0.061,0.0681,0.07605,0.0841
61,0.00193,0.0039,0.00654,0.0094,0.01209,0.01412,0.01626,0.01844,0.02066,0.02286,0.0251,0.02698,0.02935,0.03209,0.03497,0.0381,0.04146,0.04505,0.04919,0.05473,0.061,0.0681,0.07605,0.0841,0.091
62,0.00212,0.00432,0.00729,0.01051,0.0135,0.01566,0.01791,0.02016,0.02243,0.02488,0.02675,0.02901,0.03179,0.03474,0.03783,0.04113,0.04489,0.04901,0.05473,0.061,0.0681,0.07605,0.0841,0.091,0.10248
63,0.00232,0.0048,0.00813,0.01175,0.01505,0.01732,0.01965,0.02195,0.02445,0.0265,0.02874,0.03147,0.03444,0.03756,0.04075,0.04445,0.04873,0.05437,0.061,0.0681,0.07605,0.0841,0.091,0.10248,0.1125
64,0.00254,0.00532,0.00907,0.01313,0.01671,0.01907,0.02145,0.02396,0.02607,0.02845,0.03104,0.03418,0.03681,0.03992,0.04347,0.04802,0.05401,0.061,0.0681,0.07605,0.0841,0.091,0.10248,0.1125,0.12346
65,0.00279,0.0059,0.01013,0.01466,0.01846,0.02088,0.02343,0.0256,0.02795,0.03095,0.03393,0.03668,0.03902,0.04249,0.04669,0.05308,0.0601,0.0681,0.07605,0.0841,0.091,0.10248,0.1125,0.12346,0.13503
66,0.00306,0.00653,0.01132,0.01636,0.02028,0.0228,0.02512,0.02742,0.03048,0.03368,0.03656,0.03894,0.04144,0.04566,0.05133,0.05908,0.0681,0.07605,0.0841,0.091,0.10248,0.1125,0.12346,0.13503,0.1471
67,0.00335,0.00722,0.01264,0.01822,0.02214,0.02459,0.02688,0.02997,0.03322,0.03644,0.03886,0.04121,0.04552,0.05122,0.05877,0.06752,0.07605,0.0841,0.091,0.10248,0.1125,0.12346,0.13503,0.1471,0.15913
68,0.00367,0.00796,0.01414,0.02028,0.02405,0.02629,0.02948,0.03278,0.03601,0.03878,0.04099,0.04539,0.05109,0.05846,0.06719,0.07534,0.0841,0.091,0.10248,0.1125,0.12346,0.13503,0.1471,0.15913,0.17149
69,0.00401,0.00875,0.01581,0.02252,0.02567,0.02891,0.03231,0.03554,0.03817,0.04076,0.04527,0.05098,0.05817,0.06688,0.07492,0.08325,0.091,0.10248,0.1125,0.12346,0.13503,0.1471,0.15913,0.17149,0.18397
70,0.00438,0.00959,0.01768,0.02497,0.02831,0.03176,0.03502,0.03748,0.04055,0.04524,0.05088,0.05788,0.06657,0.07451,0.0827,0.091,0.10248,0.1125,0.12346,0.13503,0.1471,0.15913,0.17149,0.18397,0.19554
71,0.00478,0.01049,0.01976,0.02764,0.03117,0.03443,0.03673,0.03963,0.04438,0.05051,0.0576,0.06629,0.07412,0.08216,0.09022,0.10248,0.1125,0.12346,0.13503,0.1471,0.15913,0.17149,0.18397,0.19554,0.20713
72,0.00522,0.01147,0.02206,0.03052,0.03379,0.03589,0.03862,0.04342,0.04951,0.05678,0.06558,0.07372,0.08163,0.08951,0.10093,0.1125,0.12346,0.13503,0.1471,0.15913,0.17149,0.18397,0.19554,0.20713,0.22269
73,0.00571,0.01254,0.02458,0.03308,0.03495,0.03747,0.04231,0.04832,0.05552,0.06451,0.07335,0.07994,0.08883,0.1001,0.1125,0.12346,0.13503,0.1471,0.15913,0.17149,0.18397,0.19554,0.20713,0.22269,0.23898
74,0.00625,0.01373,0.02734,0.03397,0.03625,0.04112,0.04704,0.05414,0.06304,0.07217,0.0796,0.08684,0.09692,0.1123,0.12346,0.13503,0.1471,0.15913,0.17149,0.18397,0.19554,0.20713,0.22269,0.23898,0.25583
75,0.00686,0.01507,0.03034,0.03496,0.03986,0.04564,0.0526,0.06133,0.06768,0.07922,0.08638,0.09671,0.11211,0.12303,0.13503,0.1471,0.15913,0.17149,0.18397,0.19554,0.20713,0.22269,0.23898,0.25583,0.27273
76,0.00755,0.01658,0.03247,0.03853,0.0442,0.05102,0.05956,0.06634,0.07498,0.08617,0.09671,0.11211,0.12268,0.13479,0.1471,0.15913,0.17149,0.18397,0.19554,0.20713,0.22269,0.23898,0.25583,0.27273,0.28919
77,0.00834,0.01828,0.03472,0.04264,0.04928,0.05754,0.06496,0.07344,0.08159,0.09671,0.11211,0.12196,0.13432,0.1471,0.15913,0.17149,0.18397,0.19554,0.20713,0.22269,0.23898,0.25583,0.27273,0.28919,0.3133
78,0.00923,0.02018,0.03719,0.04741,0.0553,0.06479,0.07189,0.07999,0.0915,0.10986,0.12103,0.13319,0.14681,0.15913,0.17149,0.18397,0.19554,0.20713,0.22269,0.23898,0.25583,0.27273,0.28919,0.3133,0.33747
79,0.01025,0.02234,0.0399,0.05286,0.06361,0.07024,0.0784,0.08956,0.10255,0.11982,0.13198,0.14543,0.15913,0.17149,0.18397,0.19554,0.20713,0.22269,0.23898,0.25583,0.27273,0.28919,0.3133,0.33747,0.36133
80,0.01141,0.02488,0.04286,0.05973,0.06808,0.07676,0.08766,0.10185,0.1117,0.13049,0.14356,0.15913,0.17149,0.18397,0.19554,0.20713,0.22269,0.23898,0.25583,0.27273,0.28919,0.3133,0.33747,0.36133,0.3845
81,0.01279,0.02772,0.04647,0.06397,0.07311,0.08561,0.09658,0.11068,0.12083,0.14082,0.159,0.17149,0.18397,0.19554,0.20713,0.22269,0.23898,0.25583,0.27273,0.28919,0.3133,0.33747,0.36133,0.3845,0.4066
82,0.01436,0.03089,0.05043,0.06848,0.07855,0.09299,0.10466,0.11865,0.13733,0.15637,0.17149,0.18397,0.19554,0.20713,0.22269,0.23898,0.25583,0.27273,0.28919,0.3133,0.33747,0.36133,0.3845,0.4066,0.42726
83,0.01615,0.03448,0.05473,0.07315,0.08643,0.10003,0.11092,0.1331,0.15228,0.17149,0.18397,0.19554,0.20713,0.22269,0.23898,0.25583,0.27273,0.28919,0.3133,0.33747,0.36133,0.3845,0.4066,0.42726,0.44611
84,0.01819,0.0385,0.05933,0.07803,0.09245,0.10593,0.12584,0.1467,0.17149,0.18397,0.19554,0.20713,0.22269,0.23898,0.25583,0.27273,0.28919,0.3133,0.33747,0.36133,0.3845,0.4066,0.42726,0.44611,0.46277
85,0.02053,0.04298,0.06423,0.08288,0.09805,0.11723,0.13961,0.17094,0.18397,0.19554,0.20713,0.22269,0.23898,0.25583,0.27273,0.28919,0.3133,0.33747,0.36133,0.3845,0.4066,0.42726,0.44611,0.46277,0.47686
86,0.0232,0.04787,0.06919,0.08739,0.10611,0.12795,0.16344,0.18397,0.19554,0.20713,0.22269,0.23898,0.25583,0.27273,0.28919,0.3133,0.33747,0.36133,0.3845,0.4066,0.42726,0.44611,0.46277,0.47686,0.488
87,0.02619,0.05323,0.07403,0.09132,0.11431,0.15164,0.18397,0.19554,0.20713,0.22269,0.23898,0.25583,0.27273,0.28919,0.3133,0.33747,0.36133,0.3845,0.4066,0.42726,0.44611,0.46277,0.47686,0.488,0.49583
88,0.02956,0.05895,0.07853,0.09998,0.1356,0.18397,0.19554,0.20713,0.22269,0.23898,0.25583,0.27273,0.28919,0.3133,0.33747,0.36133,0.3845,0.4066,0.42726,0.44611,0.46277,0.47686,0.488,0.49583,0.5
89,0.0333,0.06495,0.08269,0.11583,0.16957,0.19554,0.20713,0.22269,0.23898,0.25583,0.27273,0.28919,0.3133,0.33747,0.36133,0.3845,0.4066,0.42726,0.44611,0.46277,0.47686,0.488,0.49583,0.5,0.5
90,0.03738,0.07077,0.0924,0.13503,0.19554,0.20713,0.22269,0.23898,0.25583,0.27273,0.28919,0.3133,0.33747,0.36133,0.3845,0.4066,0.42726,0.44611,0.46277,0.47686,0.488,0.49583,0.5,0.5,0.5
91,0.04392,0.07357,0.12043,0.19554,0.20713,0.22269,0.23898,0.25583,0.27273,0.28919,0.3133,0.33747,0.36133,0.3845,0.4066,0.42726,0.44611,0.46277,0.47686,0.488,0.49583,0.5,0.5,0.5,0.5
92,0.05472,0.10609,0.19554,0.20713,0.22269,0.23898,0.25583,0.27273,0.28919,0.3133,0.33747,0.36133,0.3845,0.4066,0.42726,0.44611,0.46277,0.47686,0.488,0.49583,0.5,0.5,0.5,0.5,0.5
93,0.07059,0.14516,0.20713,0.22269,0.23898,0.25583,0.27273,0.28919,0.3133,0.33747,0.36133,0.3845,0.4066,0.42726,0.44611,0.46277,0.47686,0.488,0.49583,0.5,0.5,0.5,0.5,0.5,0.5
94,0.09194,0.16511,0.22269,0.23898,0.25583,0.27273,0.28919,0.3133,0.33747,0.36133,0.3845,0.4066,0.42726,0.44611,0.46277,0.47686,0.488,0.49583,0.5,0.5,0.5,0.5,0.5,0.5,0.5
95,0.11992,0.22269,0.23898,0.25583,0.27273,0.28919,0.3133,0.33747,0.36133,0.3845,0.4066,0.42726,0.44611,0.46277,0.47686,0.488,0.49583,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5

Table # ,2,,,,,,,,,,,,,,,,,,,,,,,,
Table Description:,"2015 VBT Relative Risk Table - Female, 150% Smoker, Age Nearest Birthday, Ultimate",,,,,,,,,,,,,,,,,,,,,,,,
Nation:,United States of America,,,,,,,,,,,,,,,,,,,,,,,,
Scaling Factor:,0,,,,,,,,,,,,,,,,,,,,,,,,
Data Type:,Floating Point,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->id:",Age,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->ScaleType:",Age,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->AxisName:",Age,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->MinScaleValue:",18,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->MaxScaleValue:",120,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->Increment:",1,,,,,,,,,,,,,,,,,,,,,,,,

Row\Column,1,,,,,,,,,,,,,,,,,,,,,,,,
18,0.00047,,,,,,,,,,,,,,,,,,,,,,,,
19,0.00047,,,,,,,,,,,,,,,,,,,,,,,,
20,0.00047,,,,,,,,,,,,,,,,,,,,,,,,
21,0.00047,,,,,,,,,,,,,,,,,,,,,,,,
22,0.00047,,,,,,,,,,,,,,,,,,,,,,,,
23,0.00047,,,,,,,,,,,,,,,,,,,,,,,,
24,0.00047,,,,,,,,,,,,,,,,,,,,,,,,
25,0.00048,,,,,,,,,,,,,,,,,,,,,,,,
26,0.00048,,,,,,,,,,,,,,,,,,,,,,,,
27,0.0005,,,,,,,,,,,,,,,,,,,,,,,,
28,0.00053,,,,,,,,,,,,,,,,,,,,,,,,
29,0.00056,,,,,,,,,,,,,,,,,,,,,,,,
30,0.00059,,,,,,,,,,,,,,,,,,,,,,,,
31,0.00063,,,,,,,,,,,,,,,,,,,,,,,,
32,0.00069,,,,,,,,,,,,,,,,,,,,,,,,
33,0.00079,,,,,,,,,,,,,,,,,,,,,,,,
34,0.00093,,,,,,,,,,,,,,,,,,,,,,,,
35,0.00103,,,,,,,,,,,,,,,,,,,,,,,,
36,0.00122,,,,,,,,,,,,,,,,,,,,,,,,
37,0.00146,,,,,,,,,,,,,,,,,,,,,,,,
38,0.00166,,,,,,,,,,,,,,,,,,,,,,,,
39,0.00183,,,,,,,,,,,,,,,,,,,,,,,,
40,0.00198,,,,,,,,,,,,,,,,,,,,,,,,
41,0.00211,,,,,,,,,,,,,,,,,,,,,,,,
42,0.00223,,,,,,,,,,,,,,,,,,,,,,,,
43,0.00235,,,,,,,,,,,,,,,,,,,,,,,,
44,0.00248,,,,,,,,,,,,,,,,,,,,,,,,
45,0.00263,,,,,,,,,,,,,,,,,,,,,,,,
46,0.00287,,,,,,,,,,,,,,,,,,,,,,,,
47,0.00314,,,,,,,,,,,,,,,,,,,,,,,,
48,0.00343,,,,,,,,,,,,,,,,,,,,,,,,
49,0.00375,,,,,,,,,,,,,,,,,,,,,,,,
50,0.0041,,,,,,,,,,,,,,,,,,,,,,,,
51,0.0045,,,,,,,,,,,,,,,,,,,,,,,,
52,0.00493,,,,,,,,,,,,,,,,,,,,,,,,
53,0.00539,,,,,,,,,,,,,,,,,,,,,,,,
54,0.0059,,,,,,,,,,,,,,,,,,,,,,,,
55,0.00645,,,,,,,,,,,,,,,,,,,,,,,,
56,0.00707,,,,,,,,,,,,,,,,,,,,,,,,
57,0.00776,,,,,,,,,,,,,,,,,,,,,,,,
58,0.00853,,,,,,,,,,,,,,,,,,,,,,,,
59,0.00936,,,,,,,,,,,,,,,,,,,,,,,,
60,0.01028,,,,,,,,,,,,,,,,,,,,,,,,
61,0.01129,,,,,,,,,,,,,,,,,,,,,,,,
62,0.01239,,,,,,,,,,,,,,,,,,,,,,,,
63,0.01358,,,,,,,,,,,,,,,,,,,,,,,,
64,0.01486,,,,,,,,,,,,,,,,,,,,,,,,
65,0.01624,,,,,,,,,,,,,,,,,,,,,,,,
66,0.01771,,,,,,,,,,,,,,,,,,,,,,,,
67,0.01928,,,,,,,,,,,,,,,,,,,,,,,,
68,0.02094,,,,,,,,,,,,,,,,,,,,,,,,
69,0.02264,,,,,,,,,,,,,,,,,,,,,,,,
70,0.02452,,,,,,,,,,,,,,,,,,,,,,,,
71,0.02661,,,,,,,,,,,,,,,,,,,,,,,,
72,0.02861,,,,,,,,,,,,,,,,,,,,,,,,
73,0.03082,,,,,,,,,,,,,,,,,,,,,,,,
74,0.0332,,,,,,,,,,,,,,,,,,,,,,,,
75,0.03584,,,,,,,,,,,,,,,,,,,,,,,,
76,0.03875,,,,,,,,,,,,,,,,,,,,,,,,
77,0.04201,,,,,,,,,,,,,,,,,,,,,,,,
78,0.04555,,,,,,,,,,,,,,,,,,,,,,,,
79,0.04947,,,,,,,,,,,,,,,,,,,,,,,,
80,0.05473,,,,,,,,,,,,,,,,,,,,,,,,
81,0.061,,,,,,,,,,,,,,,,,,,,,,,,
82,0.0681,,,,,,,,,,,,,,,,,,,,,,,,
83,0.07605,,,,,,,,,,,,,,,,,,,,,,,,
84,0.0841,,,,,,,,,,,,,,,,,,,,,,,,
85,0.091,,,,,,,,,,,,,,,,,,,,,,,,
86,0.10248,,,,,,,,,,,,,,,,,,,,,,,,
87,0.1125,,,,,,,,,,,,,,,,,,,,,,,,
88,0.12346,,,,,,,,,,,,,,,,,,,,,,,,
89,0.13503,,,,,,,,,,,,,,,,,,,,,,,,
90,0.1471,,,,,,,,,,,,,,,,,,,,,,,,
91,0.15913,,,,,,,,,,,,,,,,,,,,,,,,
92,0.17149,,,,,,,,,,,,,,,,,,,,,,,,
