Table Name:,2015 VBT Female Non-Smoker RR80 ALB,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->MinScaleValue:",18,1,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->MaxScaleValue:",95,25,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->Increment:",1,1,,,,,,,,,,,,,,,,,,,,,,,

Row\Column,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
18,0.00024,0.00024,0.00023,0.00023,0.00023,0.00023,0.00023,0.00023,0.00023,0.00025,0.00026,0.00028,0.00029,0.00031,0.00035,0.00041,0.00047,0.00054,0.00061,0.00067,0.00072,0.00074,0.00075,0.00076,0.00076
19,0.00022,0.00022,0.00021,0.00022,0.00022,0.00022,0.00021,0.00021,0.00022,0.00024,0.00026,0.00028,0.00029,0.00031,0.00036,0.00042,0.0005,0.00058,0.00065,0.00071,0.00074,0.00075,0.00076,0.00076,0.00076
20,0.00018,0.00019,0.0002,0.00021,0.0002,0.00019,0.00019,0.0002,0.00022,0.00025,0.00026,0.00027,0.00028,0.00031,0.00037,0.00044,0.00052,0.00059,0.00066,0.00072,0.00075,0.00076,0.00076,0.00076,0.00077
21,0.00015,0.00018,0.00019,0.00019,0.00018,0.00018,0.00018,0.0002,0.00023,0.00025,0.00026,0.00027,0.00029,0.00033,0.00039,0.00047,0.00054,0.0006,0.00067,0.00073,0.00076,0.00076,0.00076,0.00077,0.00079
22,0.00013,0.00017,0.00017,0.00017,0.00016,0.00017,0.00018,0.00021,0.00023,0.00025,0.00026,0.00027,0.0003,0.00035,0.00042,0.00049,0.00055,0.00061,0.00067,0.00073,0.00076,0.00076,0.00077,0.00079,0.00082
23,0.00012,0.00015,0.00015,0.00015,0.00015,0.00016,0.00019,0.00021,0.00024,0.00026,0.00027,0.00029,0.00033,0.00039,0.00045,0.00051,0.00056,0.00061,0.00068,0.00073,0.00076,0.00077,0.00079,0.00082,0.00086
24,0.0001,0.00013,0.00013,0.00014,0.00015,0.00017,0.00019,0.00022,0.00025,0.00026,0.00028,0.00031,0.00036,0.00042,0.00048,0.00053,0.00056,0.00062,0.00068,0.00073,0.00077,0.00079,0.00082,0.00086,0.00091
25,9E-05,0.00012,0.00012,0.00013,0.00015,0.00017,0.0002,0.00023,0.00025,0.00028,0.00031,0.00034,0.0004,0.00046,0.00051,0.00054,0.00058,0.00063,0.00069,0.00074,0.00079,0.00082,0.00086,0.00091,0.00098
26,7E-05,0.00011,0.00012,0.00013,0.00015,0.00017,0.0002,0.00023,0.00027,0.0003,0.00034,0.00038,0.00045,0.0005,0.00053,0.00056,0.0006,0.00065,0.00071,0.00077,0.00082,0.00086,0.00091,0.00098,0.00106
27,7E-05,0.0001,0.00012,0.00014,0.00015,0.00018,0.00021,0.00025,0.00029,0.00033,0.00037,0.00043,0.00049,0.00053,0.00055,0.00058,0.00062,0.00068,0.00074,0.0008,0.00086,0.00091,0.00098,0.00106,0.00116
28,6E-05,0.00011,0.00012,0.00014,0.00016,0.00018,0.00022,0.00027,0.00031,0.00036,0.0004,0.00046,0.00052,0.00055,0.00057,0.0006,0.00065,0.00071,0.00077,0.00084,0.00091,0.00098,0.00106,0.00116,0.0013
29,6E-05,0.00011,0.00013,0.00014,0.00016,0.00019,0.00024,0.00029,0.00034,0.00038,0.00043,0.00049,0.00054,0.00057,0.00059,0.00063,0.00069,0.00076,0.00083,0.0009,0.00098,0.00106,0.00116,0.0013,0.00145
30,6E-05,0.00011,0.00013,0.00015,0.00017,0.00021,0.00026,0.00031,0.00036,0.00041,0.00045,0.0005,0.00055,0.00059,0.00062,0.00067,0.00074,0.00082,0.00089,0.00097,0.00106,0.00116,0.0013,0.00145,0.00162
31,6E-05,0.00012,0.00014,0.00016,0.00019,0.00024,0.00029,0.00034,0.00038,0.00042,0.00047,0.00052,0.00057,0.00061,0.00066,0.00072,0.0008,0.00088,0.00096,0.00105,0.00116,0.0013,0.00145,0.00162,0.00179
32,7E-05,0.00012,0.00015,0.00018,0.00022,0.00027,0.00031,0.00036,0.0004,0.00044,0.00048,0.00054,0.0006,0.00065,0.00072,0.00079,0.00087,0.00095,0.00104,0.00115,0.0013,0.00145,0.00162,0.00179,0.00195
33,7E-05,0.00013,0.00017,0.0002,0.00025,0.00029,0.00034,0.00038,0.00041,0.00045,0.0005,0.00056,0.00064,0.00071,0.00078,0.00085,0.00094,0.00103,0.00114,0.00128,0.00145,0.00162,0.00179,0.00195,0.00211
34,7E-05,0.00013,0.00018,0.00023,0.00028,0.00031,0.00037,0.0004,0.00042,0.00046,0.00052,0.0006,0.00069,0.00077,0.00085,0.00093,0.00102,0.00112,0.00126,0.00143,0.00162,0.00179,0.00195,0.00211,0.00228
35,8E-05,0.00014,0.00021,0.00026,0.0003,0.00034,0.00039,0.00042,0.00044,0.00048,0.00055,0.00065,0.00076,0.00084,0.00092,0.001,0.00111,0.00123,0.00139,0.00158,0.00179,0.00195,0.00211,0.00228,0.00246
36,9E-05,0.00015,0.00023,0.00029,0.00033,0.00038,0.00041,0.00043,0.00046,0.00052,0.00061,0.00072,0.00083,0.00091,0.001,0.00108,0.0012,0.00134,0.00153,0.00174,0.00195,0.00211,0.00228,0.00246,0.00267
37,9E-05,0.00015,0.00024,0.00031,0.00037,0.00041,0.00043,0.00045,0.00049,0.00057,0.00067,0.00079,0.0009,0.00099,0.00107,0.00117,0.0013,0.00146,0.00167,0.0019,0.00211,0.00228,0.00246,0.00267,0.00292
38,0.0001,0.00016,0.00026,0.00033,0.00039,0.00043,0.00045,0.00048,0.00054,0.00063,0.00075,0.00086,0.00097,0.00106,0.00115,0.00126,0.00141,0.00159,0.00181,0.00205,0.00228,0.00246,0.00267,0.00292,0.00321
39,0.00011,0.00017,0.00026,0.00034,0.00041,0.00045,0.00048,0.00053,0.00059,0.0007,0.00082,0.00093,0.00104,0.00114,0.00123,0.00136,0.00153,0.00173,0.00196,0.00221,0.00246,0.00267,0.00292,0.00321,0.00354
40,0.00011,0.00018,0.00027,0.00035,0.00043,0.00048,0.00052,0.00057,0.00065,0.00077,0.0009,0.00101,0.00112,0.00122,0.00134,0.00148,0.00166,0.00187,0.00211,0.00239,0.00267,0.00292,0.00321,0.00354,0.0039
41,0.00012,0.00019,0.00027,0.00037,0.00046,0.00052,0.00056,0.00062,0.00072,0.00085,0.00097,0.00108,0.0012,0.00132,0.00146,0.00162,0.00181,0.00203,0.00229,0.0026,0.00292,0.00321,0.00354,0.0039,0.0043
42,0.00013,0.0002,0.00028,0.0004,0.0005,0.00056,0.0006,0.00067,0.00079,0.00092,0.00104,0.00115,0.00129,0.00144,0.0016,0.00178,0.00199,0.00223,0.00251,0.00285,0.00321,0.00354,0.0039,0.0043,0.00472
43,0.00014,0.00021,0.0003,0.00044,0.00053,0.00059,0.00064,0.00073,0.00085,0.00099,0.00111,0.00124,0.00141,0.00158,0.00176,0.00196,0.00218,0.00244,0.00275,0.00314,0.00354,0.0039,0.0043,0.00472,0.00519
44,0.00015,0.00021,0.00033,0.0005,0.00057,0.00063,0.00069,0.00079,0.00092,0.00106,0.00119,0.00135,0.00154,0.00174,0.00194,0.00215,0.00239,0.00268,0.00303,0.00345,0.0039,0.0043,0.00472,0.00519,0.00572
45,0.00017,0.00022,0.00036,0.00054,0.00062,0.00068,0.00075,0.00086,0.001,0.00114,0.00129,0.00148,0.0017,0.00193,0.00213,0.00236,0.00264,0.00297,0.00335,0.0038,0.0043,0.00472,0.00519,0.00572,0.00633
46,0.00019,0.00022,0.00041,0.00058,0.00066,0.00074,0.00082,0.00094,0.00107,0.00122,0.0014,0.00163,0.00189,0.00212,0.00235,0.00262,0.00293,0.00328,0.0037,0.00418,0.00472,0.00519,0.00572,0.00633,0.00704
47,0.0002,0.00024,0.00048,0.00063,0.00072,0.0008,0.0009,0.00102,0.00116,0.00132,0.00153,0.0018,0.00209,0.00234,0.0026,0.0029,0.00325,0.00364,0.00409,0.0046,0.00519,0.00572,0.00633,0.00704,0.0079
48,0.00021,0.00027,0.00057,0.00069,0.0008,0.00088,0.00099,0.00112,0.00126,0.00144,0.00167,0.00198,0.00231,0.00258,0.00286,0.00319,0.00359,0.00401,0.0045,0.00506,0.00572,0.00633,0.00704,0.0079,0.00891
49,0.00021,0.00033,0.00066,0.00078,0.00088,0.00097,0.00109,0.00122,0.00137,0.00157,0.00184,0.00216,0.00251,0.0028,0.00311,0.0035,0.00394,0.0044,0.00493,0.00556,0.00633,0.00704,0.0079,0.00891,0.0101
50,0.00022,0.00043,0.00076,0.00087,0.00097,0.00107,0.0012,0.00133,0.0015,0.00173,0.00202,0.00235,0.0027,0.00302,0.00338,0.00383,0.00431,0.0048,0.00539,0.00613,0.00704,0.0079,0.00891,0.0101,0.01149
51,0.00023,0.00054,0.00083,0.00094,0.00106,0.00118,0.00131,0.00145,0.00165,0.00192,0.00223,0.00255,0.0029,0.00326,0.00368,0.00419,0.00469,0.00523,0.00592,0.00682,0.0079,0.00891,0.0101,0.01149,0.01309
52,0.00023,0.00064,0.00088,0.00101,0.00115,0.00129,0.00143,0.00161,0.00184,0.00213,0.00245,0.00277,0.00312,0.00353,0.00402,0.00459,0.00514,0.00579,0.00661,0.00765,0.00891,0.0101,0.01149,0.01309,0.01494
53,0.00024,0.00068,0.00092,0.00108,0.00125,0.00141,0.00158,0.00179,0.00206,0.00237,0.00269,0.003,0.00338,0.00385,0.00442,0.00506,0.00572,0.00652,0.00749,0.00866,0.0101,0.01149,0.01309,0.01494,0.01712
54,0.00025,0.0007,0.00095,0.00113,0.00138,0.00156,0.00177,0.00201,0.0023,0.00263,0.00293,0.00325,0.00369,0.00425,0.00491,0.00565,0.00643,0.00738,0.00855,0.00998,0.01149,0.01309,0.01494,0.01712,0.01971
55,0.00026,0.00071,0.00098,0.00119,0.00153,0.00175,0.00199,0.00225,0.00256,0.00288,0.00317,0.00353,0.00405,0.00472,0.00549,0.00637,0.00732,0.00842,0.0098,0.01149,0.01309,0.01494,0.01712,0.01971,0.02284
56,0.00027,0.00072,0.00099,0.00128,0.00171,0.00197,0.00224,0.00252,0.00282,0.00311,0.00341,0.00383,0.00446,0.00526,0.00617,0.00721,0.00834,0.00962,0.01118,0.01309,0.01494,0.01712,0.01971,0.02284,0.02653
57,0.00027,0.00074,0.00101,0.00143,0.00194,0.00223,0.0025,0.00277,0.00305,0.00333,0.00366,0.00418,0.00495,0.0059,0.00698,0.00819,0.00949,0.01096,0.01276,0.01494,0.01712,0.01971,0.02284,0.02653,0.03048
58,0.00029,0.00076,0.00105,0.00164,0.00219,0.00249,0.00276,0.00299,0.00325,0.00355,0.00396,0.00463,0.00558,0.00669,0.00795,0.00936,0.01087,0.01255,0.01462,0.01712,0.01971,0.02284,0.02653,0.03048,0.0346
59,0.00032,0.00078,0.00116,0.00187,0.00244,0.00274,0.00297,0.00318,0.00344,0.0038,0.00436,0.00522,0.00637,0.00766,0.00912,0.01073,0.01246,0.01435,0.01678,0.01971,0.02284,0.02653,0.03048,0.0346,0.03936
60,0.00038,0.00081,0.00135,0.0021,0.00269,0.00295,0.00315,0.00337,0.00367,0.00415,0.00489,0.00598,0.00733,0.00883,0.01049,0.01231,0.01427,0.01646,0.01938,0.02284,0.02653,0.03048,0.0346,0.03936,0.04601
61,0.00045,0.00088,0.00161,0.00228,0.00291,0.00312,0.00331,0.00357,0.00398,0.00464,0.00561,0.00693,0.00848,0.01017,0.01202,0.01409,0.01638,0.0192,0.02269,0.02653,0.03048,0.0346,0.03936,0.04601,0.05367
62,0.00054,0.001,0.0019,0.00249,0.00307,0.00328,0.00352,0.00389,0.00445,0.00531,0.00653,0.00808,0.00982,0.01169,0.01377,0.01613,0.01903,0.02239,0.02653,0.03048,0.0346,0.03936,0.04601,0.05367,0.06128
63,0.00064,0.0012,0.00218,0.00272,0.00317,0.00347,0.00387,0.0044,0.0051,0.00619,0.00765,0.00939,0.01129,0.01336,0.01573,0.01871,0.02221,0.02626,0.03048,0.0346,0.03936,0.04601,0.05367,0.06128,0.07008
64,0.00072,0.00148,0.00241,0.00288,0.0033,0.00378,0.00437,0.00503,0.00593,0.00731,0.00898,0.01084,0.0129,0.01517,0.01793,0.02176,0.02581,0.03048,0.0346,0.03936,0.04601,0.05367,0.06128,0.07008,0.08013
65,0.00081,0.00169,0.00259,0.00299,0.0035,0.00422,0.00496,0.00579,0.00697,0.00865,0.0105,0.01245,0.01472,0.01741,0.02065,0.02507,0.03008,0.0346,0.03936,0.04601,0.05367,0.06128,0.07008,0.08013,0.09129
66,0.0009,0.00178,0.00274,0.00311,0.00377,0.00471,0.00564,0.00672,0.00822,0.01021,0.01226,0.01441,0.01679,0.01994,0.02362,0.02861,0.0346,0.03936,0.04601,0.05367,0.06128,0.07008,0.08013,0.09129,0.10345
67,0.001,0.00186,0.00286,0.00329,0.00416,0.0053,0.00645,0.00783,0.00967,0.012,0.01429,0.01665,0.01947,0.023,0.02671,0.03267,0.03936,0.04601,0.05367,0.06128,0.07008,0.08013,0.09129,0.10345,0.11661
68,0.00111,0.00194,0.00298,0.0036,0.00467,0.006,0.0074,0.0091,0.01132,0.01402,0.0165,0.01933,0.0228,0.02655,0.03121,0.03826,0.04601,0.05367,0.06128,0.07008,0.08013,0.09129,0.10345,0.11661,0.13096
69,0.00124,0.00203,0.00313,0.00397,0.00529,0.00681,0.00844,0.01049,0.01316,0.0163,0.0192,0.02261,0.0264,0.03099,0.03769,0.04584,0.05367,0.06128,0.07008,0.08013,0.09129,0.10345,0.11661,0.13096,0.14621
70,0.00137,0.00215,0.00331,0.00441,0.00602,0.00768,0.00957,0.01203,0.01522,0.01884,0.02241,0.02608,0.03071,0.03686,0.04494,0.05367,0.06128,0.07008,0.08013,0.09129,0.10345,0.11661,0.13096,0.14621,0.16247
71,0.00153,0.00229,0.00354,0.00501,0.0068,0.0086,0.01079,0.01373,0.01751,0.02173,0.02584,0.02979,0.03568,0.04325,0.05225,0.06128,0.07008,0.08013,0.09129,0.10345,0.11661,0.13096,0.14621,0.16247,0.18074
72,0.0017,0.00248,0.00383,0.00574,0.00763,0.00958,0.01211,0.0156,0.02012,0.025,0.02952,0.03433,0.04143,0.0504,0.06062,0.07008,0.08013,0.09129,0.10345,0.11661,0.13096,0.14621,0.16247,0.18074,0.20127
73,0.00193,0.00273,0.00422,0.00652,0.0085,0.01062,0.01354,0.01772,0.02308,0.02861,0.03356,0.03963,0.04802,0.05839,0.07008,0.08013,0.09129,0.10345,0.11661,0.13096,0.14621,0.16247,0.18074,0.20127,0.22374
74,0.00223,0.00301,0.00472,0.00737,0.00942,0.01174,0.01519,0.02018,0.02643,0.03268,0.03809,0.04536,0.05508,0.06717,0.08013,0.09129,0.10345,0.11661,0.13096,0.14621,0.16247,0.18074,0.20127,0.22374,0.24802
75,0.00257,0.00336,0.00535,0.00828,0.01039,0.01301,0.01707,0.02294,0.03019,0.03718,0.04364,0.05251,0.06383,0.07729,0.09129,0.10345,0.11661,0.13096,0.14621,0.16247,0.18074,0.20127,0.22374,0.24802,0.27379
76,0.00294,0.00377,0.00612,0.00926,0.01146,0.01445,0.0192,0.02608,0.03444,0.04215,0.05084,0.06157,0.07463,0.08986,0.10345,0.11661,0.13096,0.14621,0.16247,0.18074,0.20127,0.22374,0.24802,0.27379,0.29921
77,0.00333,0.00428,0.00703,0.01032,0.01267,0.0161,0.0217,0.02981,0.03939,0.04824,0.05918,0.07199,0.0874,0.10345,0.11661,0.13096,0.14621,0.16247,0.18074,0.20127,0.22374,0.24802,0.27379,0.29921,0.32314
78,0.0036,0.0049,0.00813,0.01149,0.01402,0.01804,0.02472,0.03426,0.04516,0.05622,0.06939,0.08493,0.10202,0.11661,0.13096,0.14621,0.16247,0.18074,0.20127,0.22374,0.24802,0.27379,0.29921,0.32314,0.34698
79,0.00374,0.00565,0.00942,0.01276,0.01556,0.02039,0.02839,0.0396,0.05245,0.06648,0.08241,0.10103,0.11661,0.13096,0.14621,0.16247,0.18074,0.20127,0.22374,0.24802,0.27379,0.29921,0.32314,0.34698,0.37036
80,0.00397,0.00654,0.01089,0.01414,0.01739,0.02339,0.03291,0.04608,0.06117,0.07792,0.09701,0.11661,0.13096,0.14621,0.16247,0.18074,0.20127,0.22374,0.24802,0.27379,0.29921,0.32314,0.34698,0.37036,0.39292
81,0.00434,0.00757,0.01252,0.01567,0.02011,0.02746,0.03858,0.05415,0.07211,0.09215,0.11389,0.13096,0.14621,0.16247,0.18074,0.20127,0.22374,0.24802,0.27379,0.29921,0.32314,0.34698,0.37036,0.39292,0.4143
82,0.00489,0.00877,0.01442,0.01819,0.02388,0.03261,0.0462,0.06549,0.08791,0.11197,0.13096,0.14621,0.16247,0.18074,0.20127,0.22374,0.24802,0.27379,0.29921,0.32314,0.34698,0.37036,0.39292,0.4143,0.43413
83,0.00568,0.01015,0.0167,0.02196,0.02862,0.03924,0.05797,0.08244,0.11017,0.13096,0.14621,0.16247,0.18074,0.20127,0.22374,0.24802,0.27379,0.29921,0.32314,0.34698,0.37036,0.39292,0.4143,0.43413,0.45205
84,0.00687,0.01185,0.01977,0.02651,0.03456,0.04876,0.07435,0.1018,0.13096,0.14621,0.16247,0.18074,0.20127,0.22374,0.24802,0.27379,0.29921,0.32314,0.34698,0.37036,0.39292,0.4143,0.43413,0.45205,0.46769
85,0.00801,0.01413,0.02389,0.03208,0.0428,0.06492,0.09359,0.12441,0.14621,0.16247,0.18074,0.20127,0.22374,0.24802,0.27379,0.29921,0.32314,0.34698,0.37036,0.39292,0.4143,0.43413,0.45205,0.46769,0.48068
86,0.00886,0.01709,0.02896,0.03898,0.05632,0.08772,0.1207,0.14621,0.16247,0.18074,0.20127,0.22374,0.24802,0.27379,0.29921,0.32314,0.34698,0.37036,0.39292,0.4143,0.43413,0.45205,0.46769,0.48068,0.49065
87,0.0098,0.0207,0.0352,0.04973,0.07854,0.11878,0.14621,0.16247,0.18074,0.20127,0.22374,0.24802,0.27379,0.29921,0.32314,0.34698,0.37036,0.39292,0.4143,0.43413,0.45205,0.46769,0.48068,0.49065,0.49723
88,0.01084,0.02487,0.04287,0.06663,0.10769,0.14621,0.16247,0.18074,0.20127,0.22374,0.24802,0.27379,0.29921,0.32314,0.34698,0.37036,0.39292,0.4143,0.43413,0.45205,0.46769,0.48068,0.49065,0.49723,0.5
89,0.01199,0.02967,0.05482,0.09188,0.1383,0.16247,0.18074,0.20127,0.22374,0.24802,0.27379,0.29921,0.32314,0.34698,0.37036,0.39292,0.4143,0.43413,0.45205,0.46769,0.48068,0.49065,0.49723,0.5,0.5
90,0.01433,0.03751,0.07996,0.12999,0.16247,0.18074,0.20127,0.22374,0.24802,0.27379,0.29921,0.32314,0.34698,0.37036,0.39292,0.4143,0.43413,0.45205,0.46769,0.48068,0.49065,0.49723,0.5,0.5,0.5
91,0.01973,0.05455,0.12497,0.16247,0.18074,0.20127,0.22374,0.24802,0.27379,0.29921,0.32314,0.34698,0.37036,0.39292,0.4143,0.43413,0.45205,0.46769,0.48068,0.49065,0.49723,0.5,0.5,0.5,0.5
92,0.02953,0.08364,0.16247,0.18074,0.20127,0.22374,0.24802,0.27379,0.29921,0.32314,0.34698,0.37036,0.39292,0.4143,0.43413,0.45205,0.46769,0.48068,0.49065,0.49723,0.5,0.5,0.5,0.5,0.5
93,0.04482,0.11193,0.18074,0.20127,0.22374,0.24802,0.27379,0.29921,0.32314,0.34698,0.37036,0.39292,0.4143,0.43413,0.45205,0.46769,0.48068,0.49065,0.49723,0.5,0.5,0.5,0.5,0.5,0.5
94,0.06689,0.15518,0.20127,0.22374,0.24802,0.27379,0.29921,0.32314,0.34698,0.37036,0.39292,0.4143,0.43413,0.45205,0.46769,0.48068,0.49065,0.49723,0.5,0.5,0.5,0.5,0.5,0.5,0.5
95,0.0929417169549299,0.20127,0.22374,0.24802,0.27379,0.29921,0.32314,0.34698,0.37036,0.39292,0.4143,0.43413,0.45205,0.46769,0.48068,0.49065,0.49723,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5

Table # ,2,,,,,,,,,,,,,,,,,,,,,,,,
Table Description:,"2015 VBT Relative Risk Table - Female, 80% Non-Smoker, Age Last Birthday, Ultimate",,,,,,,,,,,,,,,,,,,,,,,,
Nation:,United States of America,,,,,,,,,,,,,,,,,,,,,,,,
Scaling Factor:,0,,,,,,,,,,,,,,,,,,,,,,,,
Data Type:,Floating Point,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->id:",Age,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->ScaleType:",Age,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->AxisName:",Age,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->MinScaleValue:",18,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->MaxScaleValue:",120,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->Increment:",1,,,,,,,,,,,,,,,,,,,,,,,,

Row\Column,1,,,,,,,,,,,,,,,,,,,,,,,,
18,0.00024,,,,,,,,,,,,,,,,,,,,,,,,
19,0.00024,,,,,,,,,,,,,,,,,,,,,,,,
20,0.00023,,,,,,,,,,,,,,,,,,,,,,,,
21,0.00023,,,,,,,,,,,,,,,,,,,,,,,,
22,0.00023,,,,,,,,,,,,,,,,,,,,,,,,
23,0.00023,,,,,,,,,,,,,,,,,,,,,,,,
24,0.00023,,,,,,,,,,,,,,,,,,,,,,,,
25,0.00023,,,,,,,,,,,,,,,,,,,,,,,,
26,0.00023,,,,,,,,,,,,,,,,,,,,,,,,
27,0.00025,,,,,,,,,,,,,,,,,,,,,,,,
28,0.00026,,,,,,,,,,,,,,,,,,,,,,,,
29,0.00028,,,,,,,,,,,,,,,,,,,,,,,,
30,0.00029,,,,,,,,,,,,,,,,,,,,,,,,
31,0.00031,,,,,,,,,,,,,,,,,,,,,,,,
32,0.00035,,,,,,,,,,,,,,,,,,,,,,,,
33,0.00041,,,,,,,,,,,,,,,,,,,,,,,,
34,0.00047,,,,,,,,,,,,,,,,,,,,,,,,
35,0.00054,,,,,,,,,,,,,,,,,,,,,,,,
36,0.00061,,,,,,,,,,,,,,,,,,,,,,,,
37,0.00067,,,,,,,,,,,,,,,,,,,,,,,,
38,0.00072,,,,,,,,,,,,,,,,,,,,,,,,
39,0.00074,,,,,,,,,,,,,,,,,,,,,,,,
40,0.00075,,,,,,,,,,,,,,,,,,,,,,,,
41,0.00076,,,,,,,,,,,,,,,,,,,,,,,,
42,0.00076,,,,,,,,,,,,,,,,,,,,,,,,
43,0.00076,,,,,,,,,,,,,,,,,,,,,,,,
44,0.00077,,,,,,,,,,,,,,,,,,,,,,,,
45,0.00079,,,,,,,,,,,,,,,,,,,,,,,,
46,0.00082,,,,,,,,,,,,,,,,,,,,,,,,
47,0.00086,,,,,,,,,,,,,,,,,,,,,,,,
48,0.00091,,,,,,,,,,,,,,,,,,,,,,,,
49,0.00098,,,,,,,,,,,,,,,,,,,,,,,,
50,0.00106,,,,,,,,,,,,,,,,,,,,,,,,
51,0.00116,,,,,,,,,,,,,,,,,,,,,,,,
52,0.0013,,,,,,,,,,,,,,,,,,,,,,,,
53,0.00145,,,,,,,,,,,,,,,,,,,,,,,,
54,0.00162,,,,,,,,,,,,,,,,,,,,,,,,
55,0.00179,,,,,,,,,,,,,,,,,,,,,,,,
56,0.00195,,,,,,,,,,,,,,,,,,,,,,,,
57,0.00211,,,,,,,,,,,,,,,,,,,,,,,,
58,0.00228,,,,,,,,,,,,,,,,,,,,,,,,
59,0.00246,,,,,,,,,,,,,,,,,,,,,,,,
60,0.00267,,,,,,,,,,,,,,,,,,,,,,,,
61,0.00292,,,,,,,,,,,,,,,,,,,,,,,,
62,0.00321,,,,,,,,,,,,,,,,,,,,,,,,
63,0.00354,,,,,,,,,,,,,,,,,,,,,,,,
64,0.0039,,,,,,,,,,,,,,,,,,,,,,,,
65,0.0043,,,,,,,,,,,,,,,,,,,,,,,,
66,0.00472,,,,,,,,,,,,,,,,,,,,,,,,
67,0.00519,,,,,,,,,,,,,,,,,,,,,,,,
68,0.00572,,,,,,,,,,,,,,,,,,,,,,,,
69,0.00633,,,,,,,,,,,,,,,,,,,,,,,,
70,0.00704,,,,,,,,,,,,,,,,,,,,,,,,
71,0.0079,,,,,,,,,,,,,,,,,,,,,,,,
72,0.00891,,,,,,,,,,,,,,,,,,,,,,,,
73,0.0101,,,,,,,,,,,,,,,,,,,,,,,,
74,0.01149,,,,,,,,,,,,,,,,,,,,,,,,
75,0.01309,,,,,,,,,,,,,,,,,,,,,,,,
76,0.01494,,,,,,,,,,,,,,,,,,,,,,,,
77,0.01712,,,,,,,,,,,,,,,,,,,,,,,,
78,0.01971,,,,,,,,,,,,,,,,,,,,,,,,
79,0.02284,,,,,,,,,,,,,,,,,,,,,,,,
80,0.02653,,,,,,,,,,,,,,,,,,,,,,,,
81,0.03048,,,,,,,,,,,,,,,,,,,,,,,,
82,0.0346,,,,,,,,,,,,,,,,,,,,,,,,
83,0.03936,,,,,,,,,,,,,,,,,,,,,,,,
84,0.04601,,,,,,,,,,,,,,,,,,,,,,,,
85,0.05367,,,,,,,,,,,,,,,,,,,,,,,,
86,0.06128,,,,,,,,,,,,,,,,,,,,,,,,
87,0.07008,,,,,,,,,,,,,,,,,,,,,,,,
88,0.08013,,,,,,,,,,,,,,,,,,,,,,,,
89,0.09129,,,,,,,,,,,,,,,,,,,,,,,,
90,0.10345,,,,,,,,,,,,,,,,,,,,,,,,
91,0.11661,,,,,,,,,,,,,,,,,,,,,,,,
