Table Name:,2015 VBT Male Non-Smoker RR90 ANB,,,,,,,,,,,,,,,,,,,,,,,,
Table Identity:,3251,,,,,,,,,,,,,,,,,,,,,,,,
Provider Domain:,soa.org,,,,,,,,,,,,,,,,,,,,,,,,
Provider Name:,American Academy of Actuaries along with the Society of Actuaries,,,,,,,,,,,,,,,,,,,,,,,,
Table Reference:,"Society of Actuaries website, 2015 Valuation Basic Tables. Accessed: March, 2016 from https://www.soa.org/resources/experience-studies/2015/2015-valuation-basic-tables/",,,,,,,,,,,,,,,,,,,,,,,,
Content Type:,Insured Lives Mortality,,,,,,,,,,,,,,,,,,,,,,,,
Table Description:,"2015 Valuation Basic Table (VBT) Relative Risk Table - Male 90%, Non-Smoker, Age Nearest Birthday. Minimum Age: 18. Maximum Age: 95.",,,,,,,,,,,,,,,,,,,,,,,,
EffDate:,,,,,,,,,,,,,,,,,,,,,,,,,
Comments:,"Study Data: The 2015 VBT was developed based on the mortality experience from the SOA Individual Life Experience Committee studies from the 2002-2009 study period. Additional data from other sources was used to supplement the 2002-2009 experience at younger and older ages where industry experience was sparse.To develop the 2015 VBT table, the mortality was projected from March 1st, 2006 to July 1st, 2015, using recent mortality improvement trends. Data Certified: 07/2018.",,,,,,,,,,,,,,,,,,,,,,,,
Keywords:,"Select,Insured Lives Mortality,United States of America",,,,,,,,,,,,,,,,,,,,,,,,

Table # ,1,,,,,,,,,,,,,,,,,,,,,,,,
Table Description:,"2015 VBT Relative Risk Table - Male 90% Non-Smoker, Age Nearest Birthday, Select",,,,,,,,,,,,,,,,,,,,,,,,
Nation:,United States of America,,,,,,,,,,,,,,,,,,,,,,,,
Scaling Factor:,0,,,,,,,,,,,,,,,,,,,,,,,,
Data Type:,Floating Point,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->id:",Age,Duration,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->ScaleType:",Age,Ordinal Date,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->AxisName:",Age,Duration,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->MinScaleValue:",18,1,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->MaxScaleValue:",95,25,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->Increment:",1,1,,,,,,,,,,,,,,,,,,,,,,,

Row\Column,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
18,0.00065,0.00068,0.0007,0.00073,0.00071,0.00068,0.00068,0.00067,0.00057,0.00055,0.0005,0.00046,0.00043,0.00046,0.00047,0.00054,0.00062,0.00072,0.00084,0.00095,0.00104,0.0011,0.00115,0.00121,0.00129
19,0.00061,0.00063,0.00065,0.00061,0.00061,0.00062,0.00062,0.00057,0.0005,0.00043,0.00045,0.00043,0.00043,0.00046,0.00051,0.00055,0.00063,0.00074,0.00086,0.00097,0.00107,0.00113,0.00119,0.00127,0.00135
20,0.00052,0.00054,0.0006,0.00058,0.00056,0.00054,0.00053,0.00048,0.00043,0.00044,0.00042,0.00042,0.00043,0.00048,0.00053,0.00057,0.00066,0.00076,0.00088,0.001,0.00109,0.00115,0.00121,0.00129,0.00138
21,0.00044,0.00054,0.00048,0.00046,0.00045,0.00044,0.00044,0.00041,0.00038,0.0004,0.00041,0.00042,0.00044,0.0005,0.00055,0.0006,0.00068,0.00078,0.0009,0.00102,0.0011,0.00116,0.00123,0.00132,0.00143
22,0.00042,0.00045,0.0004,0.00038,0.00037,0.00037,0.00036,0.00035,0.00034,0.00038,0.0004,0.00043,0.00046,0.00051,0.00057,0.00062,0.0007,0.00081,0.00094,0.00105,0.00111,0.00116,0.00123,0.00134,0.00147
23,0.00036,0.00037,0.00033,0.00032,0.00031,0.00031,0.00031,0.00032,0.00033,0.00038,0.00041,0.00044,0.00048,0.00054,0.0006,0.00064,0.00073,0.00085,0.00097,0.00106,0.00111,0.00117,0.00123,0.00136,0.00152
24,0.0003,0.00031,0.00028,0.00027,0.00027,0.00027,0.00028,0.0003,0.00032,0.00038,0.00042,0.00046,0.0005,0.00057,0.00062,0.00067,0.00077,0.00089,0.001,0.00106,0.00112,0.00117,0.00124,0.00139,0.00157
25,0.00026,0.00027,0.00024,0.00024,0.00024,0.00025,0.00027,0.0003,0.00033,0.00039,0.00043,0.00049,0.00053,0.00059,0.00065,0.00071,0.00083,0.00094,0.00102,0.00106,0.00113,0.00117,0.00131,0.00148,0.00165
26,0.00023,0.00024,0.00022,0.00023,0.00023,0.00024,0.00027,0.00031,0.00034,0.00041,0.00046,0.00052,0.00056,0.00063,0.0007,0.00077,0.00089,0.00099,0.00104,0.00107,0.00113,0.00125,0.00141,0.00159,0.00177
27,0.0002,0.00022,0.00021,0.00022,0.00023,0.00025,0.00028,0.00032,0.00035,0.00044,0.0005,0.00056,0.00061,0.00068,0.00076,0.00083,0.00094,0.00102,0.00106,0.00112,0.00121,0.00135,0.00152,0.00171,0.00192
28,0.00017,0.00019,0.0002,0.00023,0.00025,0.00027,0.0003,0.00034,0.00038,0.00047,0.00054,0.0006,0.00066,0.00074,0.00082,0.00089,0.00099,0.00105,0.00111,0.00119,0.00131,0.00147,0.00166,0.00186,0.00209
29,0.00016,0.00018,0.0002,0.00024,0.00026,0.00029,0.00032,0.00037,0.00041,0.00052,0.00059,0.00065,0.0007,0.00079,0.00087,0.00094,0.00103,0.00111,0.00118,0.00128,0.00142,0.00161,0.00181,0.00203,0.00228
30,0.00015,0.00016,0.00021,0.00024,0.00026,0.00029,0.00032,0.00037,0.00042,0.00053,0.0006,0.00065,0.0007,0.0008,0.00087,0.00097,0.00108,0.00117,0.00126,0.00139,0.00155,0.00175,0.00197,0.00221,0.00249
31,0.00013,0.00014,0.00021,0.00024,0.00026,0.00029,0.00032,0.00038,0.00046,0.00055,0.00061,0.00066,0.00073,0.00081,0.0009,0.00103,0.00115,0.00124,0.00135,0.0015,0.00168,0.0019,0.00214,0.00241,0.00269
32,0.00013,0.00014,0.00021,0.00025,0.00028,0.0003,0.00035,0.00041,0.00051,0.00059,0.00065,0.0007,0.00076,0.00085,0.00096,0.00109,0.00122,0.00133,0.00145,0.00162,0.00182,0.00207,0.00233,0.00261,0.00289
33,0.00013,0.00015,0.00022,0.00027,0.00029,0.00033,0.00039,0.00045,0.00055,0.00063,0.00068,0.00073,0.00079,0.0009,0.00102,0.00116,0.00129,0.00141,0.00156,0.00174,0.00197,0.00224,0.00253,0.00281,0.00308
34,0.00014,0.00016,0.00024,0.00028,0.00031,0.00037,0.00042,0.0005,0.00059,0.00066,0.00071,0.00075,0.00085,0.00097,0.00109,0.00123,0.00137,0.0015,0.00167,0.00188,0.00214,0.00244,0.00274,0.00302,0.00327
35,0.00014,0.00016,0.00026,0.0003,0.00035,0.0004,0.00045,0.00055,0.00063,0.00069,0.00073,0.00081,0.00092,0.00104,0.00117,0.00131,0.00146,0.0016,0.00179,0.00203,0.00233,0.00265,0.00296,0.00324,0.0035
36,0.00014,0.00017,0.00028,0.00033,0.00038,0.00044,0.0005,0.00059,0.00066,0.00071,0.00079,0.00088,0.00099,0.00112,0.00125,0.0014,0.00155,0.00172,0.00194,0.00222,0.00255,0.00289,0.0032,0.00348,0.00379
37,0.00014,0.00018,0.0003,0.00036,0.00042,0.00047,0.00055,0.00063,0.00069,0.00077,0.00086,0.00096,0.00108,0.00121,0.00134,0.0015,0.00166,0.00186,0.00212,0.00245,0.00281,0.00315,0.00346,0.00377,0.00415
38,0.00014,0.0002,0.00032,0.00038,0.00045,0.00051,0.0006,0.00066,0.00074,0.00084,0.00094,0.00104,0.00117,0.00131,0.00145,0.00161,0.0018,0.00204,0.00235,0.00271,0.00309,0.00344,0.00375,0.00413,0.00456
39,0.00014,0.00024,0.00035,0.00042,0.00048,0.00057,0.00064,0.00071,0.0008,0.00092,0.00103,0.00114,0.00128,0.00143,0.00158,0.00176,0.00198,0.00226,0.00262,0.00302,0.0034,0.00373,0.00411,0.00451,0.00509
40,0.00015,0.00027,0.00039,0.00046,0.00053,0.00061,0.00068,0.00076,0.00087,0.00101,0.00112,0.00124,0.00139,0.00156,0.00172,0.00193,0.0022,0.00254,0.00294,0.00335,0.00372,0.00409,0.00446,0.00499,0.00565
41,0.00017,0.00031,0.00042,0.00049,0.00057,0.00065,0.00072,0.00082,0.00095,0.0011,0.00122,0.00135,0.00152,0.00171,0.0019,0.00214,0.00247,0.00287,0.0033,0.0037,0.00407,0.00443,0.00489,0.00555,0.00623
42,0.0002,0.00035,0.00045,0.00053,0.00062,0.00069,0.00077,0.00088,0.00103,0.00118,0.00131,0.00147,0.00167,0.00187,0.0021,0.0024,0.00279,0.00323,0.00367,0.00405,0.00441,0.00482,0.00538,0.00607,0.00685
43,0.00023,0.00038,0.00047,0.00057,0.00065,0.00072,0.00082,0.00096,0.00112,0.00127,0.00141,0.00159,0.00182,0.00206,0.00233,0.00269,0.00314,0.00361,0.00403,0.00439,0.00477,0.00527,0.00593,0.00671,0.00756
44,0.00027,0.0004,0.00051,0.00062,0.00069,0.00076,0.00088,0.00104,0.0012,0.00136,0.00152,0.00174,0.002,0.00228,0.00259,0.003,0.0035,0.00397,0.00436,0.00473,0.00518,0.00581,0.00658,0.00744,0.00837
45,0.00031,0.00043,0.00055,0.00067,0.00074,0.00082,0.00097,0.00114,0.00129,0.00146,0.00166,0.00191,0.00221,0.00251,0.00287,0.00334,0.00387,0.00434,0.00471,0.00515,0.00566,0.00647,0.00736,0.00831,0.00932
46,0.00035,0.00044,0.00059,0.00073,0.00079,0.00091,0.00107,0.00124,0.0014,0.00159,0.00183,0.00211,0.00243,0.00276,0.00317,0.00368,0.00423,0.00468,0.00512,0.00561,0.00626,0.00725,0.00823,0.00926,0.01046
47,0.00039,0.00046,0.00064,0.00078,0.00087,0.00102,0.0012,0.00136,0.00152,0.00175,0.00203,0.00233,0.00266,0.00303,0.00348,0.00403,0.00461,0.0051,0.00555,0.00612,0.00699,0.00815,0.00922,0.01041,0.01175
48,0.00042,0.00049,0.00069,0.00085,0.00097,0.00115,0.00133,0.00148,0.00166,0.00194,0.00226,0.00258,0.00291,0.00331,0.00381,0.00441,0.00501,0.00553,0.00608,0.0068,0.00785,0.00918,0.01037,0.0117,0.01326
49,0.00044,0.00053,0.00076,0.00092,0.00108,0.00129,0.00146,0.00161,0.00184,0.00217,0.00251,0.00282,0.00316,0.00359,0.00414,0.00479,0.00543,0.006,0.00666,0.00756,0.00883,0.0103,0.01166,0.01319,0.015
50,0.00045,0.00058,0.00083,0.001,0.00121,0.00142,0.00157,0.00175,0.00204,0.00243,0.00277,0.00306,0.00342,0.00391,0.00452,0.00522,0.0059,0.00654,0.00735,0.00844,0.00992,0.01149,0.01308,0.01495,0.01707
51,0.00045,0.00066,0.00092,0.00111,0.00135,0.00153,0.00168,0.0019,0.00228,0.00271,0.00304,0.00337,0.00372,0.00428,0.00497,0.00572,0.00644,0.00718,0.00816,0.00946,0.01105,0.01274,0.0146,0.0168,0.0193
52,0.00046,0.00076,0.00101,0.00123,0.00147,0.00163,0.00179,0.00209,0.00254,0.003,0.00332,0.00369,0.0041,0.00476,0.00553,0.00632,0.00711,0.00798,0.00917,0.01066,0.01242,0.01423,0.01631,0.01884,0.02173
53,0.00046,0.00085,0.00113,0.00139,0.0016,0.00174,0.00195,0.00231,0.00283,0.0033,0.00366,0.00405,0.00457,0.00535,0.00619,0.00707,0.00797,0.00911,0.01035,0.01201,0.01391,0.01597,0.01836,0.02122,0.02447
54,0.00046,0.00094,0.00126,0.00157,0.00172,0.00189,0.00215,0.00258,0.00315,0.00363,0.004,0.00447,0.00521,0.00611,0.00704,0.00795,0.00906,0.01027,0.01182,0.01364,0.0157,0.01823,0.02113,0.02437,0.02778
55,0.00047,0.001,0.0014,0.00169,0.00185,0.00201,0.00234,0.00291,0.0035,0.00399,0.00445,0.00509,0.006,0.00701,0.00793,0.00901,0.01018,0.01166,0.0135,0.01561,0.01793,0.02087,0.02411,0.02767,0.03191
56,0.00054,0.00105,0.00155,0.00182,0.00198,0.00222,0.00267,0.00329,0.00388,0.00442,0.00502,0.00586,0.00688,0.0079,0.00895,0.01013,0.01158,0.01336,0.01551,0.01786,0.02064,0.02393,0.0276,0.03191,0.03618
57,0.00066,0.00108,0.00169,0.00196,0.00218,0.00246,0.00305,0.00372,0.00431,0.00492,0.00569,0.00671,0.00787,0.00892,0.01002,0.01147,0.01323,0.01528,0.01767,0.02039,0.02347,0.02714,0.03156,0.03618,0.04113
58,0.00081,0.00112,0.00182,0.00213,0.0024,0.0028,0.00349,0.00416,0.00477,0.00552,0.00647,0.00767,0.00886,0.01,0.01134,0.01301,0.01514,0.01754,0.02026,0.0233,0.02707,0.03139,0.03618,0.04113,0.0467
59,0.00099,0.0012,0.00192,0.00231,0.00259,0.00319,0.00393,0.0046,0.00528,0.00619,0.00734,0.0086,0.00993,0.01131,0.01281,0.0148,0.01733,0.02004,0.023,0.0264,0.03063,0.03554,0.04113,0.0467,0.05312
60,0.00117,0.00131,0.002,0.00239,0.00285,0.0036,0.00436,0.00504,0.00584,0.00695,0.00828,0.00971,0.01114,0.0126,0.01441,0.01682,0.01975,0.02287,0.02633,0.03049,0.03538,0.04113,0.0467,0.05312,0.06057
61,0.0013,0.00148,0.0021,0.0025,0.00316,0.004,0.00476,0.0055,0.00646,0.00776,0.00922,0.01073,0.01227,0.01399,0.01621,0.01907,0.02243,0.02598,0.03001,0.03472,0.04027,0.0467,0.05312,0.06057,0.06926
62,0.00137,0.0017,0.00223,0.00268,0.0035,0.00438,0.00515,0.006,0.00715,0.00861,0.01017,0.01177,0.01347,0.01554,0.01821,0.02154,0.02537,0.02957,0.03449,0.04006,0.0467,0.05312,0.06057,0.06926,0.07936
63,0.00143,0.00196,0.00242,0.00297,0.0039,0.00478,0.00558,0.00657,0.0079,0.00951,0.01118,0.01291,0.01487,0.01735,0.02049,0.02431,0.02866,0.03341,0.03903,0.04534,0.05312,0.06057,0.06926,0.07936,0.09099
64,0.00149,0.00222,0.0027,0.00335,0.00436,0.00521,0.00608,0.00723,0.00875,0.01052,0.01225,0.0141,0.01638,0.01926,0.02286,0.02731,0.03256,0.03857,0.04524,0.05312,0.06057,0.06926,0.07936,0.09099,0.1042
65,0.00155,0.00251,0.00305,0.0038,0.00489,0.00571,0.00668,0.00802,0.00973,0.01167,0.01353,0.01556,0.0182,0.02152,0.02557,0.03073,0.03693,0.04376,0.05179,0.06057,0.06926,0.07936,0.09099,0.1042,0.11857
66,0.00163,0.0028,0.00345,0.00431,0.0055,0.00631,0.00742,0.00893,0.01086,0.01304,0.01511,0.01738,0.0204,0.02417,0.0287,0.03509,0.04307,0.05137,0.06057,0.06926,0.07936,0.09099,0.1042,0.11857,0.13396
67,0.00173,0.00306,0.00391,0.00489,0.0062,0.00704,0.00828,0.01,0.01219,0.01473,0.01716,0.01982,0.02332,0.0276,0.0327,0.03992,0.04931,0.05874,0.06926,0.07936,0.09099,0.1042,0.11857,0.13396,0.15002
68,0.00187,0.00332,0.0044,0.00556,0.00679,0.0079,0.0093,0.01126,0.01382,0.01683,0.01973,0.02317,0.02691,0.03178,0.03748,0.04596,0.05679,0.06755,0.07936,0.09099,0.1042,0.11857,0.13396,0.15002,0.16621
69,0.00205,0.0036,0.00495,0.00631,0.00765,0.00886,0.01044,0.01272,0.01604,0.01939,0.02302,0.02689,0.03149,0.03736,0.04393,0.05353,0.0654,0.07761,0.09099,0.1042,0.11857,0.13396,0.15002,0.16621,0.18228
