Table Name:,2015 VBT Male Non-Smoker RR100 ANB,,,,,,,,,,,,,,,,,,,,,,,,
Table Identity:,3252,,,,,,,,,,,,,,,,,,,,,,,,
Provider Domain:,soa.org,,,,,,,,,,,,,,,,,,,,,,,,
Provider Name:,American Academy of Actuaries along with the Society of Actuaries,,,,,,,,,,,,,,,,,,,,,,,,
Table Reference:,"Society of Actuaries website, 2015 Valuation Basic Tables. Accessed: March, 2016 from https://www.soa.org/resources/experience-studies/2015/2015-valuation-basic-tables/",,,,,,,,,,,,,,,,,,,,,,,,
Content Type:,Insured Lives Mortality,,,,,,,,,,,,,,,,,,,,,,,,
Table Description:,"2015 Valuation Basic Table (VBT) Relative Risk Table - Male 100%, Non-Smoker, Age Nearest Birthday. Minimum Age: 18. Maximum Age: 95.",,,,,,,,,,,,,,,,,,,,,,,,
EffDate:,,,,,,,,,,,,,,,,,,,,,,,,,
Comments:,"Study Data: The 2015 VBT was developed based on the mortality experience from the SOA Individual Life Experience Committee studies from the 2002-2009 study period. Additional data from other sources was used to supplement the 2002-2009 experience at younger and older ages where industry experience was sparse.To develop the 2015 VBT table, the mortality was projected from March 1st, 2006 to July 1st, 2015, using recent mortality improvement trends. Data Certified: 07/2018.",,,,,,,,,,,,,,,,,,,,,,,,
Keywords:,"Select,Insured Lives Mortality,United States of America",,,,,,,,,,,,,,,,,,,,,,,,

Table # ,1,,,,,,,,,,,,,,,,,,,,,,,,
Table Description:,"2015 VBT Relative Risk Table - Male 100% Non-Smoker, Age Nearest Birthday, Select",,,,,,,,,,,,,,,,,,,,,,,,
Nation:,United States of America,,,,,,,,,,,,,,,,,,,,,,,,
Scaling Factor:,0,,,,,,,,,,,,,,,,,,,,,,,,
Data Type:,Floating Point,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->id:",Age,Duration,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->ScaleType:",Age,Ordinal Date,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->AxisName:",Age,Duration,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->MinScaleValue:",18,1,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->MaxScaleValue:",95,25,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->Increment:",1,1,,,,,,,,,,,,,,,,,,,,,,,

Row\Column,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
18,0.00069,0.00072,0.00074,0.00077,0.00075,0.00072,0.00071,0.00071,0.00061,0.00058,0.00052,0.00048,0.00046,0.00048,0.0005,0.00057,0.00065,0.00076,0.00088,0.001,0.0011,0.00116,0.00121,0.00128,0.00136
19,0.00064,0.00067,0.00068,0.00065,0.00064,0.00065,0.00065,0.00061,0.00053,0.00046,0.00048,0.00046,0.00045,0.00049,0.00054,0.00059,0.00067,0.00079,0.00091,0.00102,0.00113,0.00119,0.00126,0.00134,0.00143
20,0.00055,0.00057,0.00063,0.00061,0.00059,0.00057,0.00056,0.00051,0.00046,0.00046,0.00045,0.00045,0.00046,0.0005,0.00056,0.0006,0.0007,0.00081,0.00093,0.00105,0.00116,0.00122,0.00128,0.00137,0.00146
21,0.00046,0.00057,0.00051,0.00049,0.00047,0.00047,0.00046,0.00043,0.0004,0.00042,0.00043,0.00045,0.00047,0.00052,0.00058,0.00063,0.00072,0.00083,0.00096,0.00108,0.00116,0.00122,0.0013,0.0014,0.00151
22,0.00045,0.00047,0.00042,0.0004,0.00039,0.00039,0.00038,0.00037,0.00036,0.00041,0.00043,0.00045,0.00048,0.00054,0.00061,0.00065,0.00074,0.00086,0.00099,0.0011,0.00117,0.00123,0.0013,0.00142,0.00155
23,0.00038,0.00039,0.00035,0.00034,0.00033,0.00033,0.00033,0.00033,0.00034,0.0004,0.00043,0.00047,0.0005,0.00057,0.00063,0.00068,0.00077,0.0009,0.00102,0.00112,0.00118,0.00123,0.0013,0.00144,0.0016
24,0.00032,0.00033,0.0003,0.00029,0.00029,0.00028,0.00029,0.00032,0.00034,0.0004,0.00044,0.00048,0.00053,0.0006,0.00066,0.00071,0.00082,0.00095,0.00106,0.00112,0.00118,0.00123,0.00131,0.00147,0.00165
25,0.00027,0.00029,0.00026,0.00025,0.00026,0.00026,0.00028,0.00032,0.00034,0.00041,0.00045,0.00051,0.00056,0.00063,0.00069,0.00075,0.00087,0.00099,0.00108,0.00112,0.00119,0.00124,0.00138,0.00156,0.00174
26,0.00024,0.00025,0.00024,0.00024,0.00024,0.00025,0.00029,0.00033,0.00036,0.00043,0.00049,0.00055,0.0006,0.00067,0.00074,0.00081,0.00094,0.00104,0.0011,0.00113,0.0012,0.00132,0.00149,0.00167,0.00187
27,0.00021,0.00023,0.00022,0.00023,0.00025,0.00026,0.0003,0.00034,0.00037,0.00046,0.00053,0.00059,0.00064,0.00072,0.0008,0.00088,0.001,0.00108,0.00112,0.00118,0.00128,0.00143,0.00161,0.00181,0.00202
28,0.00018,0.0002,0.00021,0.00024,0.00026,0.00028,0.00032,0.00036,0.0004,0.0005,0.00057,0.00064,0.00069,0.00078,0.00087,0.00094,0.00105,0.00111,0.00118,0.00126,0.00139,0.00156,0.00176,0.00197,0.00221
29,0.00017,0.00019,0.00022,0.00025,0.00028,0.00031,0.00034,0.00039,0.00044,0.00055,0.00062,0.00069,0.00075,0.00084,0.00092,0.00099,0.00109,0.00118,0.00126,0.00136,0.00151,0.0017,0.00192,0.00215,0.00242
30,0.00016,0.00017,0.00022,0.00026,0.00028,0.00031,0.00034,0.00039,0.00045,0.00056,0.00064,0.0007,0.00075,0.00085,0.00093,0.00103,0.00116,0.00125,0.00134,0.00147,0.00165,0.00186,0.00209,0.00235,0.00264
31,0.00013,0.00015,0.00022,0.00026,0.00028,0.00031,0.00034,0.00041,0.00049,0.00059,0.00065,0.00071,0.00078,0.00087,0.00096,0.0011,0.00123,0.00133,0.00144,0.0016,0.00179,0.00203,0.00228,0.00257,0.00287
32,0.00014,0.00015,0.00023,0.00027,0.0003,0.00032,0.00038,0.00044,0.00054,0.00064,0.0007,0.00075,0.00082,0.00091,0.00103,0.00117,0.0013,0.00142,0.00156,0.00173,0.00195,0.00221,0.00249,0.00279,0.00308
33,0.00014,0.00016,0.00024,0.00029,0.00031,0.00035,0.00041,0.00049,0.00059,0.00068,0.00073,0.00078,0.00086,0.00097,0.0011,0.00124,0.00139,0.00152,0.00167,0.00187,0.00211,0.0024,0.00271,0.00301,0.00329
34,0.00015,0.00017,0.00026,0.0003,0.00034,0.0004,0.00046,0.00054,0.00064,0.00072,0.00076,0.00081,0.00092,0.00105,0.00118,0.00133,0.00148,0.00162,0.0018,0.00202,0.0023,0.00262,0.00294,0.00324,0.00351
35,0.00015,0.00017,0.00028,0.00033,0.00038,0.00043,0.00048,0.00059,0.00068,0.00075,0.00079,0.00088,0.001,0.00113,0.00127,0.00142,0.00158,0.00174,0.00194,0.0022,0.00251,0.00286,0.00319,0.00349,0.00376
36,0.00015,0.00019,0.0003,0.00036,0.00042,0.00048,0.00054,0.00064,0.00072,0.00078,0.00086,0.00096,0.00108,0.00122,0.00136,0.00152,0.00169,0.00187,0.0021,0.00241,0.00276,0.00313,0.00346,0.00376,0.00408
37,0.00015,0.0002,0.00032,0.0004,0.00046,0.00051,0.0006,0.00069,0.00075,0.00084,0.00094,0.00105,0.00118,0.00132,0.00147,0.00163,0.00182,0.00203,0.00231,0.00266,0.00305,0.00342,0.00375,0.00408,0.00448
38,0.00015,0.00023,0.00036,0.00042,0.00049,0.00057,0.00066,0.00073,0.00081,0.00092,0.00103,0.00115,0.00129,0.00144,0.00159,0.00177,0.00198,0.00223,0.00257,0.00297,0.00337,0.00375,0.00408,0.00448,0.00495
39,0.00016,0.00026,0.00039,0.00046,0.00053,0.00063,0.00071,0.00079,0.00089,0.00101,0.00114,0.00126,0.00141,0.00157,0.00174,0.00193,0.00218,0.00249,0.00288,0.00331,0.00372,0.00408,0.00448,0.00491,0.00553
40,0.00017,0.0003,0.00043,0.00051,0.00059,0.00068,0.00076,0.00085,0.00097,0.00112,0.00125,0.00138,0.00155,0.00173,0.00191,0.00213,0.00243,0.0028,0.00324,0.00369,0.00408,0.00448,0.00488,0.00545,0.00616
41,0.00019,0.00035,0.00047,0.00055,0.00064,0.00073,0.00081,0.00092,0.00106,0.00122,0.00136,0.00151,0.0017,0.0019,0.00211,0.00238,0.00274,0.00317,0.00364,0.00408,0.00448,0.00487,0.00537,0.00608,0.00681
42,0.00022,0.00039,0.00051,0.00059,0.00069,0.00077,0.00086,0.00099,0.00116,0.00132,0.00147,0.00164,0.00186,0.00209,0.00234,0.00267,0.0031,0.00358,0.00406,0.00448,0.00486,0.00531,0.00591,0.00665,0.00749
43,0.00026,0.00043,0.00054,0.00065,0.00074,0.00082,0.00092,0.00108,0.00126,0.00143,0.00159,0.00179,0.00205,0.00231,0.0026,0.003,0.0035,0.00401,0.00448,0.00486,0.00527,0.00582,0.00653,0.00736,0.00828
44,0.00031,0.00046,0.00058,0.00071,0.00079,0.00087,0.001,0.00118,0.00136,0.00153,0.00172,0.00196,0.00226,0.00256,0.0029,0.00336,0.00391,0.00443,0.00485,0.00525,0.00573,0.00642,0.00725,0.00817,0.00917
45,0.00035,0.00049,0.00063,0.00077,0.00084,0.00094,0.0011,0.00129,0.00147,0.00165,0.00188,0.00216,0.00249,0.00282,0.00322,0.00374,0.00433,0.00484,0.00525,0.00572,0.00627,0.00715,0.00811,0.00913,0.01021
46,0.00041,0.00051,0.00068,0.00083,0.00091,0.00103,0.00122,0.00142,0.00159,0.0018,0.00207,0.00239,0.00274,0.00311,0.00357,0.00413,0.00474,0.00523,0.00571,0.00623,0.00694,0.00801,0.00906,0.01017,0.01144
47,0.00045,0.00053,0.00073,0.0009,0.001,0.00116,0.00137,0.00155,0.00173,0.00199,0.0023,0.00265,0.00301,0.00342,0.00392,0.00453,0.00516,0.0057,0.00619,0.00681,0.00774,0.009,0.01015,0.01142,0.01284
48,0.00049,0.00056,0.0008,0.00097,0.00111,0.00132,0.00152,0.00169,0.0019,0.00221,0.00257,0.00292,0.0033,0.00374,0.00429,0.00496,0.00562,0.00618,0.00677,0.00755,0.0087,0.01013,0.0114,0.01282,0.01447
49,0.00051,0.00061,0.00087,0.00106,0.00125,0.00148,0.00167,0.00184,0.0021,0.00248,0.00286,0.0032,0.00358,0.00406,0.00467,0.00539,0.00609,0.00671,0.00742,0.00839,0.00977,0.01136,0.0128,0.01443,0.01634
50,0.00052,0.00068,0.00096,0.00116,0.0014,0.00164,0.00181,0.00201,0.00234,0.00278,0.00316,0.00348,0.00388,0.00442,0.0051,0.00587,0.00661,0.0073,0.00817,0.00936,0.01095,0.01263,0.01433,0.01632,0.01855
51,0.00053,0.00077,0.00106,0.00128,0.00155,0.00177,0.00193,0.00218,0.00261,0.0031,0.00346,0.00383,0.00422,0.00483,0.00559,0.00642,0.0072,0.00801,0.00907,0.01046,0.01218,0.01398,0.01596,0.01828,0.02091
52,0.00053,0.00088,0.00118,0.00142,0.0017,0.00188,0.00206,0.00239,0.00291,0.00343,0.00378,0.00419,0.00464,0.00537,0.00621,0.00709,0.00793,0.00888,0.01016,0.01177,0.01365,0.01558,0.01778,0.02044,0.02347
53,0.00053,0.00099,0.00131,0.0016,0.00185,0.002,0.00224,0.00265,0.00324,0.00377,0.00416,0.00459,0.00517,0.00603,0.00695,0.00791,0.00888,0.01012,0.01145,0.01322,0.01525,0.01744,0.01995,0.02295,0.02634
54,0.00054,0.00109,0.00146,0.00181,0.00199,0.00217,0.00247,0.00296,0.0036,0.00414,0.00455,0.00506,0.00588,0.00687,0.00789,0.00888,0.01008,0.01137,0.01304,0.01498,0.01716,0.01984,0.02288,0.02626,0.02978
