Table Name:,2015 VBT Male Smoker RR150 ALB,,,,,,,,,,,,,,,,,,,,,,,,
Table Identity:,3260,,,,,,,,,,,,,,,,,,,,,,,,
Provider Domain:,soa.org,,,,,,,,,,,,,,,,,,,,,,,,
Provider Name:,American Academy of Actuaries along with the Society of Actuaries,,,,,,,,,,,,,,,,,,,,,,,,
Table Reference:,"Society of Actuaries website, 2015 Valuation Basic Tables. Accessed: March, 2016 from https://www.soa.org/resources/experience-studies/2015/2015-valuation-basic-tables/",,,,,,,,,,,,,,,,,,,,,,,,
Content Type:,Insured Lives Mortality,,,,,,,,,,,,,,,,,,,,,,,,
Table Description:,"2015 Valuation Basic Table (VBT) Relative Risk Table - Male 150%, Smoker, Age Last Birthday. Minimum Age: 18. Maximum Age: 95.",,,,,,,,,,,,,,,,,,,,,,,,
EffDate:,,,,,,,,,,,,,,,,,,,,,,,,,
Comments:,"Study Data: The 2015 VBT was developed based on the mortality experience from the SOA Individual Life Experience Committee studies from the 2002-2009 study period. Additional data from other sources was used to supplement the 2002-2009 experience at younger and older ages where industry experience was sparse.To develop the 2015 VBT table, the mortality was projected from March 1st, 2006 to July 1st, 2015, using recent mortality improvement trends. Data Certified: 07/2018.",,,,,,,,,,,,,,,,,,,,,,,,
Keywords:,"Select,Insured Lives Mortality,United States of America",,,,,,,,,,,,,,,,,,,,,,,,

Table # ,1,,,,,,,,,,,,,,,,,,,,,,,,
Table Description:,"2015 VBT Relative Risk Table - Male 150%, Smoker, Age Last Birthday, Select",,,,,,,,,,,,,,,,,,,,,,,,
Nation:,United States of America,,,,,,,,,,,,,,,,,,,,,,,,
Scaling Factor:,0,,,,,,,,,,,,,,,,,,,,,,,,
Data Type:,Floating Point,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->id:",Age,Duration,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->ScaleType:",Age,Ordinal Date,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->AxisName:",Age,Duration,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->MinScaleValue:",18,1,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->MaxScaleValue:",95,25,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->Increment:",1,1,,,,,,,,,,,,,,,,,,,,,,,

Row\Column,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
18,0.00097,0.00101,0.00104,0.00104,0.00101,0.001,0.00101,0.00103,0.00102,0.00101,0.001,0.00099,0.00102,0.00107,0.00115,0.00124,0.00133,0.00145,0.00157,0.00173,0.00192,0.00217,0.00244,0.00272,0.00298
19,0.00087,0.0009,0.00096,0.00092,0.0009,0.00092,0.00095,0.00095,0.00095,0.00094,0.00095,0.00097,0.00103,0.0011,0.00119,0.00129,0.0014,0.00152,0.0017,0.00191,0.00216,0.00243,0.0027,0.00296,0.00319
20,0.00076,0.00083,0.00084,0.00083,0.00084,0.00087,0.00088,0.00089,0.00089,0.0009,0.00093,0.00098,0.00106,0.00115,0.00125,0.00135,0.00147,0.00166,0.00189,0.00213,0.00241,0.00269,0.00295,0.00317,0.00336
21,0.00068,0.00076,0.00073,0.00075,0.00078,0.00081,0.00083,0.00083,0.00085,0.00088,0.00094,0.00102,0.00111,0.0012,0.00131,0.00143,0.00163,0.00187,0.00211,0.00239,0.00267,0.00293,0.00316,0.00334,0.00355
22,0.00063,0.00065,0.00066,0.0007,0.00074,0.00076,0.00078,0.0008,0.00083,0.00089,0.00097,0.00106,0.00116,0.00127,0.00139,0.0016,0.00185,0.00209,0.00236,0.00265,0.00291,0.00314,0.00333,0.00353,0.00379
23,0.00058,0.0006,0.00062,0.00067,0.0007,0.00072,0.00075,0.00079,0.00085,0.00093,0.00102,0.00111,0.00122,0.00134,0.00156,0.00182,0.00206,0.00233,0.00262,0.00289,0.00312,0.00331,0.00352,0.00377,0.00404
24,0.00053,0.00057,0.0006,0.00064,0.00067,0.0007,0.00074,0.00081,0.00089,0.00098,0.00107,0.00117,0.00129,0.0015,0.00178,0.00202,0.00229,0.00258,0.00286,0.0031,0.0033,0.00351,0.00376,0.00403,0.00432
25,0.00049,0.00055,0.00058,0.00061,0.00065,0.0007,0.00076,0.00084,0.00093,0.00103,0.00113,0.00124,0.00143,0.00171,0.00197,0.00225,0.00254,0.00282,0.00308,0.00329,0.00351,0.00375,0.00402,0.00432,0.00464
26,0.00045,0.00052,0.00056,0.0006,0.00065,0.00072,0.0008,0.00089,0.00099,0.0011,0.00121,0.00134,0.00161,0.0019,0.00219,0.00248,0.00278,0.00304,0.00327,0.0035,0.00375,0.00402,0.00431,0.00463,0.005
27,0.00042,0.0005,0.00055,0.0006,0.00067,0.00076,0.00085,0.00095,0.00106,0.00118,0.00131,0.00148,0.0018,0.00211,0.00241,0.0027,0.00298,0.00322,0.00348,0.00375,0.00401,0.0043,0.00463,0.00499,0.0054
28,0.00039,0.00049,0.00057,0.00064,0.00073,0.00082,0.00091,0.00102,0.00113,0.00127,0.00144,0.00165,0.00199,0.00231,0.0026,0.00289,0.00315,0.00342,0.00373,0.004,0.0043,0.00462,0.00499,0.0054,0.00586
29,0.00038,0.00051,0.00062,0.00071,0.00081,0.0009,0.00099,0.00109,0.00122,0.0014,0.0016,0.00182,0.00217,0.00248,0.00276,0.00303,0.00334,0.00366,0.00399,0.00429,0.00461,0.00498,0.00539,0.00585,0.00637
30,0.00038,0.00054,0.00068,0.00079,0.00089,0.00098,0.00107,0.00118,0.00135,0.00156,0.00177,0.00199,0.00233,0.00262,0.00288,0.00319,0.00356,0.00392,0.00428,0.0046,0.00497,0.00538,0.00584,0.00636,0.00693
31,0.00039,0.00057,0.00074,0.00086,0.00098,0.00106,0.00115,0.00129,0.00149,0.00173,0.00194,0.00215,0.00247,0.00274,0.00303,0.00341,0.00382,0.0042,0.00459,0.00496,0.00537,0.00583,0.00635,0.00692,0.00757
32,0.0004,0.0006,0.0008,0.00093,0.00105,0.00114,0.00126,0.00143,0.00165,0.0019,0.00211,0.0023,0.0026,0.0029,0.00324,0.00365,0.00409,0.00451,0.00495,0.00536,0.00582,0.00633,0.0069,0.00755,0.00829
33,0.0004,0.00063,0.00084,0.00099,0.00111,0.00124,0.00137,0.00158,0.00182,0.00206,0.00222,0.00243,0.00275,0.00311,0.00348,0.00392,0.00441,0.00486,0.00535,0.00581,0.00632,0.00689,0.00753,0.00827,0.00911
34,0.00041,0.00065,0.00089,0.00102,0.00117,0.00133,0.00151,0.00174,0.00197,0.00217,0.00231,0.00259,0.00296,0.00334,0.00375,0.00423,0.00476,0.00526,0.00579,0.0063,0.00687,0.00751,0.00824,0.00908,0.01003
35,0.00042,0.00068,0.00094,0.00107,0.00124,0.00143,0.00165,0.00188,0.00208,0.00223,0.00248,0.0028,0.00319,0.00361,0.00405,0.00458,0.00515,0.0057,0.00628,0.00685,0.00748,0.00821,0.00906,0.01001,0.01108
36,0.00044,0.00072,0.00101,0.00116,0.00135,0.00156,0.00179,0.00199,0.00212,0.00237,0.00269,0.00304,0.00346,0.00391,0.0044,0.00497,0.00559,0.00618,0.00682,0.00746,0.00817,0.00903,0.00998,0.01105,0.01228
37,0.00047,0.00077,0.00109,0.00127,0.00147,0.00169,0.00189,0.00203,0.00224,0.00259,0.00293,0.0033,0.00376,0.00426,0.00479,0.00541,0.00608,0.00672,0.00743,0.00814,0.00899,0.00995,0.01102,0.01224,0.01363
38,0.00051,0.00084,0.00119,0.00138,0.00159,0.0018,0.00195,0.00215,0.00247,0.00284,0.00321,0.00361,0.00411,0.00466,0.00524,0.00591,0.00662,0.00732,0.0081,0.00896,0.00991,0.01098,0.01221,0.01359,0.01514
39,0.00055,0.00092,0.0013,0.0015,0.0017,0.00186,0.00207,0.00238,0.00273,0.00313,0.00352,0.00397,0.00452,0.00512,0.00575,0.00646,0.00722,0.00798,0.00892,0.00988,0.01094,0.01217,0.01355,0.0151,0.01678
40,0.00061,0.00101,0.0014,0.0016,0.00178,0.00199,0.0023,0.00265,0.00302,0.00344,0.00388,0.00438,0.00499,0.00565,0.00633,0.00709,0.00789,0.00884,0.00984,0.0109,0.01212,0.0135,0.01505,0.01673,0.01857
41,0.00067,0.0011,0.00148,0.0017,0.00192,0.00222,0.00257,0.00294,0.00334,0.0038,0.00429,0.00484,0.00553,0.00625,0.00698,0.00778,0.00878,0.0098,0.01086,0.01208,0.01346,0.015,0.01667,0.0185,0.02052
42,0.00072,0.00119,0.00156,0.00182,0.00212,0.00247,0.00286,0.00326,0.00369,0.0042,0.00474,0.00536,0.00612,0.00691,0.00771,0.00866,0.00976,0.01082,0.01204,0.01341,0.01496,0.01662,0.01843,0.02045,0.02257
43,0.00078,0.00126,0.00166,0.00198,0.00235,0.00276,0.00318,0.00361,0.00408,0.00465,0.00526,0.00596,0.0068,0.00766,0.00856,0.00967,0.01078,0.012,0.01337,0.01491,0.01656,0.01836,0.02038,0.0225,0.02469
44,0.00082,0.00135,0.00179,0.00217,0.0026,0.00307,0.00353,0.004,0.00452,0.00515,0.00584,0.00664,0.00757,0.00851,0.00954,0.01074,0.01196,0.01333,0.01486,0.01651,0.0183,0.02031,0.02243,0.02462,0.02694
45,0.00088,0.00146,0.00194,0.00239,0.0029,0.00341,0.0039,0.00441,0.005,0.00572,0.00651,0.0074,0.00844,0.00948,0.01062,0.01192,0.01328,0.01482,0.01646,0.01823,0.02024,0.02237,0.02455,0.02685,0.02938
46,0.00095,0.00158,0.00212,0.00265,0.00322,0.00378,0.00431,0.00487,0.00554,0.00637,0.00728,0.00834,0.00942,0.01058,0.01185,0.01325,0.01478,0.01641,0.01817,0.02019,0.02232,0.02449,0.02678,0.02927,0.03215
47,0.00103,0.00171,0.00233,0.00296,0.0036,0.00419,0.00476,0.00539,0.00616,0.00712,0.00827,0.0094,0.01055,0.01183,0.01322,0.01475,0.01638,0.01813,0.02014,0.02228,0.02444,0.02673,0.02918,0.03203,0.03533
48,0.00112,0.00186,0.00258,0.00332,0.00401,0.00463,0.00525,0.00597,0.00686,0.00817,0.00938,0.01051,0.0118,0.0132,0.01473,0.01635,0.01808,0.02009,0.02224,0.0244,0.02667,0.02909,0.03192,0.03521,0.03885
49,0.00122,0.00203,0.00288,0.00374,0.00448,0.00513,0.00581,0.00662,0.00802,0.00936,0.01047,0.01175,0.01317,0.0147,0.01631,0.01804,0.02005,0.0222,0.02436,0.02662,0.029,0.03181,0.0351,0.03877,0.04256
