Table Name:,2015 VBT Male Smoker RR125 ANB,,,,,,,,,,,,,,,,,,,,,,,,
40,0.00053,0.00089,0.00124,0.00143,0.00161,0.00174,0.00201,0.00231,0.00264,0.00302,0.00341,0.00384,0.00438,0.00496,0.00557,0.00625,0.00697,0.00772,0.0087,0.0096,0.01069,0.0119,0.01329,0.01482,0.01647
41,0.00059,0.00097,0.00133,0.00152,0.00168,0.00194,0.00224,0.00257,0.00293,0.00334,0.00376,0.00425,0.00485,0.00549,0.00615,0.00687,0.00764,0.00868,0.00957,0.01066,0.01187,0.01326,0.01479,0.01643,0.01828
42,0.00064,0.00106,0.00141,0.00161,0.00186,0.00216,0.0025,0.00286,0.00324,0.00369,0.00416,0.00471,0.00538,0.00608,0.00679,0.00756,0.00866,0.00954,0.01064,0.01184,0.01323,0.01476,0.01639,0.01822,0.02022
43,0.00069,0.00114,0.00148,0.00175,0.00206,0.00241,0.00279,0.00318,0.00359,0.00409,0.00462,0.00524,0.00598,0.00675,0.00753,0.00854,0.00952,0.01062,0.01182,0.01321,0.01474,0.01636,0.01818,0.02019,0.02223
44,0.00074,0.0012,0.00159,0.00192,0.00229,0.0027,0.00311,0.00353,0.00399,0.00454,0.00515,0.00584,0.00667,0.00751,0.00842,0.0095,0.01061,0.01181,0.0132,0.01473,0.01634,0.01815,0.02017,0.02221,0.02436
45,0.00079,0.00131,0.00173,0.00211,0.00255,0.00301,0.00345,0.00391,0.00442,0.00506,0.00575,0.00654,0.00746,0.00839,0.00941,0.0106,0.0118,0.01319,0.01472,0.01632,0.01812,0.02016,0.0222,0.02435,0.02667
46,0.00085,0.00142,0.00189,0.00234,0.00285,0.00335,0.00383,0.00433,0.00492,0.00564,0.00644,0.00733,0.00835,0.00939,0.01053,0.0118,0.01319,0.01472,0.01631,0.0181,0.02015,0.02219,0.02434,0.02665,0.02921
47,0.00093,0.00154,0.00207,0.00262,0.00319,0.00373,0.00425,0.0048,0.00548,0.00632,0.00723,0.00835,0.00937,0.01053,0.0118,0.01319,0.01472,0.01631,0.01809,0.02015,0.02219,0.02434,0.02664,0.02915,0.03219
48,0.00101,0.00168,0.0023,0.00294,0.00357,0.00414,0.0047,0.00533,0.00612,0.00709,0.00835,0.00937,0.01053,0.0118,0.01319,0.01472,0.01631,0.01809,0.02015,0.02219,0.02434,0.02664,0.02911,0.03216,0.03554
49,0.0011,0.00183,0.00256,0.00332,0.004,0.0046,0.00521,0.00594,0.00685,0.00835,0.00937,0.01053,0.0118,0.01319,0.01472,0.01631,0.01809,0.02015,0.02219,0.02434,0.02664,0.02907,0.03213,0.03551,0.03919
50,0.00121,0.00201,0.00288,0.00376,0.00448,0.00511,0.00579,0.00662,0.00835,0.00937,0.01051,0.0118,0.01319,0.01472,0.01631,0.01809,0.02015,0.02219,0.02434,0.02664,0.02904,0.03211,0.03549,0.03919,0.043
51,0.00132,0.00221,0.00325,0.00428,0.00504,0.00569,0.00657,0.00823,0.00937,0.01049,0.0118,0.01319,0.01472,0.01631,0.01809,0.02015,0.02219,0.02434,0.02659,0.02901,0.0321,0.03548,0.03919,0.04293,0.04693
52,0.00146,0.00243,0.00369,0.00488,0.00566,0.00651,0.00806,0.00928,0.01048,0.0118,0.01319,0.01472,0.01631,0.01809,0.02015,0.02219,0.02434,0.0265,0.02899,0.03208,0.03547,0.03919,0.04287,0.04693,0.05077
53,0.00161,0.00269,0.0042,0.00558,0.00644,0.00784,0.0091,0.01047,0.0118,0.01319,0.01472,0.01631,0.01809,0.02015,0.02219,0.02434,0.02641,0.02897,0.03207,0.03546,0.03919,0.04281,0.04693,0.05068,0.0545
54,0.00177,0.00299,0.0048,0.00637,0.00757,0.00887,0.01028,0.01179,0.01319,0.01472,0.01631,0.01809,0.02015,0.02219,0.02434,0.02632,0.02894,0.03206,0.03545,0.03919,0.04275,0.04693,0.05059,0.05435,0.05821
55,0.00196,0.00333,0.00548,0.00727,0.00859,0.01003,0.01158,0.01319,0.01472,0.01631,0.01809,0.02015,0.02219,0.02434,0.02623,0.02892,0.03205,0.03544,0.03919,0.04269,0.04693,0.0505,0.05418,0.05797,0.06225
56,0.00217,0.00371,0.00625,0.00827,0.00972,0.0113,0.013,0.01472,0.01631,0.01809,0.02015,0.02219,0.02434,0.02613,0.02889,0.03203,0.03542,0.03919,0.04262,0.04693,0.0504,0.05402,0.05772,0.06225,0.06643
57,0.00241,0.00415,0.0071,0.00937,0.01095,0.01267,0.01453,0.01631,0.01809,0.02015,0.02219,0.02434,0.02603,0.02885,0.03201,0.0354,0.03919,0.04255,0.04693,0.05029,0.05385,0.05748,0.06225,0.06643,0.0711
58,0.00267,0.00464,0.008,0.01056,0.01226,0.01412,0.01612,0.01809,0.02015,0.02219,0.02434,0.02593,0.02881,0.03198,0.03538,0.03919,0.04247,0.04693,0.05018,0.05366,0.05722,0.06225,0.06643,0.0711,0.07586
59,0.00296,0.00519,0.00895,0.01181,0.01364,0.01563,0.01774,0.01992,0.02219,0.02434,0.02582,0.02877,0.03195,0.03535,0.03919,0.04237,0.04693,0.05007,0.05347,0.05695,0.06225,0.06643,0.0711,0.07586,0.08308
60,0.00328,0.0058,0.00992,0.0131,0.01506,0.01715,0.01935,0.02165,0.02412,0.0257,0.02872,0.03191,0.0353,0.03919,0.04228,0.04693,0.04994,0.05328,0.05668,0.06225,0.06643,0.0711,0.07586,0.08308,0.09122
61,0.00364,0.00647,0.0109,0.01442,0.01648,0.01865,0.02056,0.02299,0.02558,0.02866,0.03186,0.03526,0.03919,0.04218,0.04693,0.04981,0.05307,0.0564,0.06225,0.06643,0.0711,0.07586,0.08308,0.09122,0.10046
62,0.00402,0.00719,0.01187,0.01571,0.01786,0.01975,0.02154,0.02401,0.02678,0.03013,0.03355,0.03707,0.04207,0.04693,0.04967,0.05286,0.05611,0.0622,0.06643,0.0711,0.07586,0.08308,0.09122,0.10046,0.11092
63,0.00443,0.00794,0.01283,0.01696,0.01924,0.0213,0.02262,0.02479,0.02777,0.0313,0.0348,0.03836,0.04332,0.04952,0.05265,0.05582,0.06213,0.06643,0.0711,0.07586,0.08308,0.09122,0.10046,0.11092,0.12251
64,0.00486,0.00871,0.01374,0.01818,0.02068,0.02226,0.02408,0.02684,0.03038,0.03315,0.03655,0.0398,0.04464,0.05242,0.05552,0.06204,0.06643,0.07089,0.07564,0.08308,0.09122,0.10046,0.11092,0.12251,0.1352
65,0.00531,0.00946,0.01464,0.01945,0.02192,0.02392,0.02634,0.02946,0.03228,0.03627,0.0395,0.04241,0.04725,0.05521,0.06195,0.06643,0.07057,0.07527,0.08299,0.09122,0.10046,0.11092,0.12251,0.1352,0.1484
66,0.00576,0.01022,0.01557,0.02084,0.02372,0.02612,0.02889,0.03193,0.03532,0.03942,0.04211,0.04671,0.04975,0.05796,0.06497,0.07034,0.07504,0.08288,0.09122,0.10046,0.11092,0.12251,0.1352,0.1484,0.16193
67,0.00622,0.01101,0.01657,0.02246,0.02585,0.02862,0.03168,0.03494,0.0384,0.0418,0.04616,0.04941,0.05285,0.06151,0.069,0.07477,0.08279,0.09107,0.10046,0.11092,0.12251,0.1352,0.1484,0.16193,0.17516
68,0.00671,0.01184,0.01771,0.02442,0.02832,0.03141,0.03471,0.03805,0.04149,0.04562,0.04906,0.0528,0.06059,0.06552,0.07357,0.08112,0.09077,0.10003,0.11092,0.12251,0.1352,0.1484,0.16193,0.17516,0.18788
69,0.00725,0.01278,0.01906,0.02672,0.03107,0.03442,0.0378,0.04112,0.04453,0.04872,0.05274,0.05966,0.06486,0.07076,0.0804,0.08915,0.09964,0.11024,0.12251,0.1352,0.1484,0.16193,0.17516,0.18788,0.20005
70,0.00786,0.01384,0.02061,0.02931,0.03404,0.0375,0.04085,0.04437,0.04863,0.05269,0.05874,0.0642,0.06931,0.07731,0.08832,0.09807,0.10966,0.12251,0.1352,0.1484,0.16193,0.17516,0.18788,0.20005,0.21103
71,0.00858,0.01505,0.02234,0.03212,0.03709,0.04054,0.0442,0.04853,0.05262,0.05782,0.06355,0.06846,0.07407,0.08492,0.09718,0.10833,0.12241,0.1352,0.1484,0.16193,0.17516,0.18788,0.20005,0.21103,0.22036
72,0.00939,0.01638,0.02422,0.03503,0.04012,0.044,0.04842,0.05253,0.05769,0.0629,0.06797,0.07382,0.08211,0.09322,0.1063,0.1218,0.13489,0.1484,0.16193,0.17516,0.18788,0.20005,0.21103,0.22036,0.23443
73,0.01031,0.01782,0.02619,0.0379,0.04307,0.04747,0.05205,0.05641,0.06129,0.06688,0.07311,0.08011,0.08991,0.10166,0.12026,0.13372,0.1484,0.16193,0.17516,0.18788,0.20005,0.21103,0.22036,0.23443,0.24987
74,0.01132,0.01932,0.0282,0.04073,0.04695,0.05157,0.05529,0.05992,0.06516,0.07192,0.07989,0.08707,0.09815,0.11897,0.13222,0.14742,0.16193,0.17516,0.18788,0.20005,0.21103,0.22036,0.23443,0.24987,0.26725
75,0.0124,0.02086,0.03026,0.04355,0.04998,0.05423,0.05683,0.06158,0.07001,0.07901,0.08676,0.0979,0.11722,0.13058,0.14607,0.16193,0.17516,0.18788,0.20005,0.21103,0.22036,0.23443,0.24987,0.26725,0.28629
76,0.01353,0.02244,0.0324,0.0464,0.05209,0.05647,0.06048,0.06825,0.07757,0.08596,0.09764,0.11515,0.12872,0.14428,0.16193,0.17516,0.18788,0.20005,0.21103,0.22036,0.23443,0.24987,0.26725,0.28629,0.3067
77,0.01472,0.02409,0.03466,0.04938,0.0554,0.06008,0.06599,0.07558,0.08443,0.09657,0.11262,0.12609,0.14185,0.16193,0.17516,0.18788,0.20005,0.21103,0.22036,0.23443,0.24987,0.26725,0.28629,0.3067,0.32825
78,0.01599,0.02585,0.03713,0.05253,0.05893,0.06455,0.07305,0.08234,0.09473,0.10967,0.12311,0.13859,0.16066,0.17516,0.18788,0.20005,0.21103,0.22036,0.23443,0.24987,0.26725,0.28629,0.3067,0.32825,0.35002
79,0.01737,0.02778,0.03984,0.05587,0.06455,0.06999,0.07969,0.09224,0.10621,0.11967,0.1348,0.15819,0.17516,0.18788,0.20005,0.21103,0.22036,0.23443,0.24987,0.26725,0.28629,0.3067,0.32825,0.35002,0.37165
80,0.01891,0.02991,0.04281,0.0599,0.06936,0.07651,0.08913,0.10242,0.11573,0.13042,0.15483,0.17516,0.18788,0.20005,0.21103,0.22036,0.23443,0.24987,0.26725,0.28629,0.3067,0.32825,0.35002,0.37165,0.39279
81,0.02063,0.03227,0.04643,0.06418,0.07451,0.08535,0.09822,0.11133,0.12524,0.14988,0.17465,0.18788,0.20005,0.21103,0.22036,0.23443,0.24987,0.26725,0.28629,0.3067,0.32825,0.35002,0.37165,0.39279,0.41305
82,0.02256,0.03517,0.05039,0.06871,0.08007,0.09273,0.10647,0.11939,0.14363,0.17183,0.18788,0.20005,0.21103,0.22036,0.23443,0.24987,0.26725,0.28629,0.3067,0.32825,0.35002,0.37165,0.39279,0.41305,0.43208
83,0.02495,0.03839,0.0547,0.07341,0.08598,0.09977,0.11286,0.13608,0.16747,0.18788,0.20005,0.21103,0.22036,0.23443,0.24987,0.26725,0.28629,0.3067,0.32825,0.35002,0.37165,0.39279,0.41305,0.43208,0.44951
84,0.02764,0.04197,0.05931,0.07832,0.09201,0.10568,0.12721,0.16157,0.18788,0.20005,0.21103,0.22036,0.23443,0.24987,0.26725,0.28629,0.3067,0.32825,0.35002,0.37165,0.39279,0.41305,0.43208,0.44951,0.46498
85,0.03068,0.04587,0.06423,0.08322,0.09736,0.11699,0.15411,0.18665,0.20005,0.21103,0.22036,0.23443,0.24987,0.26725,0.28629,0.3067,0.32825,0.35002,0.37165,0.39279,0.41305,0.43208,0.44951,0.46498,0.47812
86,0.03405,0.05012,0.06922,0.08779,0.10589,0.1447,0.17877,0.20005,0.21103,0.22036,0.23443,0.24987,0.26725,0.28629,0.3067,0.32825,0.35002,0.37165,0.39279,0.41305,0.43208,0.44951,0.46498,0.47812,0.48857
87,0.03783,0.05461,0.07411,0.10035,0.1341,0.17196,0.20005,0.21103,0.22036,0.23443,0.24987,0.26725,0.28629,0.3067,0.32825,0.35002,0.37165,0.39279,0.41305,0.43208,0.44951,0.46498,0.47812,0.48857,0.49595
88,0.04193,0.0592,0.07987,0.1228,0.1641,0.20005,0.21103,0.22036,0.23443,0.24987,0.26725,0.28629,0.3067,0.32825,0.35002,0.37165,0.39279,0.41305,0.43208,0.44951,0.46498,0.47812,0.48857,0.49595,0.5
89,0.04629,0.06472,0.09452,0.14588,0.18795,0.21103,0.22036,0.23443,0.24987,0.26725,0.28629,0.3067,0.32825,0.35002,0.37165,0.39279,0.41305,0.43208,0.44951,0.46498,0.47812,0.48857,0.49595,0.5,0.5
90,0.05081,0.07054,0.11082,0.17243,0.21103,0.22036,0.23443,0.24987,0.26725,0.28629,0.3067,0.32825,0.35002,0.37165,0.39279,0.41305,0.43208,0.44951,0.46498,0.47812,0.48857,0.49595,0.5,0.5,0.5
91,0.05696,0.08162,0.1625,0.21103,0.22036,0.23443,0.24987,0.26725,0.28629,0.3067,0.32825,0.35002,0.37165,0.39279,0.41305,0.43208,0.44951,0.46498,0.47812,0.48857,0.49595,0.5,0.5,0.5,0.5
92,0.06717,0.11984,0.21103,0.22036,0.23443,0.24987,0.26725,0.28629,0.3067,0.32825,0.35002,0.37165,0.39279,0.41305,0.43208,0.44951,0.46498,0.47812,0.48857,0.49595,0.5,0.5,0.5,0.5,0.5
93,0.08222,0.16535,0.22036,0.23443,0.24987,0.26725,0.28629,0.3067,0.32825,0.35002,0.37165,0.39279,0.41305,0.43208,0.44951,0.46498,0.47812,0.48857,0.49595,0.5,0.5,0.5,0.5,0.5,0.5
94,0.11145,0.19379,0.23443,0.24987,0.26725,0.28629,0.3067,0.32825,0.35002,0.37165,0.39279,0.41305,0.43208,0.44951,0.46498,0.47812,0.48857,0.49595,0.5,0.5,0.5,0.5,0.5,0.5,0.5
95,0.15945,0.23443,0.24987,0.26725,0.28629,0.3067,0.32825,0.35002,0.37165,0.39279,0.41305,0.43208,0.44951,0.46498,0.47812,0.48857,0.49595,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5

Table # ,2,,,,,,,,,,,,,,,,,,,,,,,,
Table Description:,"2015 VBT Relative Risk Table - Male 125%, Smoker, Age Nearest Birthday, Ultimate",,,,,,,,,,,,,,,,,,,,,,,,
Nation:,United States of America,,,,,,,,,,,,,,,,,,,,,,,,
Scaling Factor:,0,,,,,,,,,,,,,,,,,,,,,,,,
Data Type:,Floating Point,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->id:",Age,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->ScaleType:",Age,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->AxisName:",Age,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->MinScaleValue:",18,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->MaxScaleValue:",120,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->Increment:",1,,,,,,,,,,,,,,,,,,,,,,,,

Row\Column,1,,,,,,,,,,,,,,,,,,,,,,,,
18,0.00081,,,,,,,,,,,,,,,,,,,,,,,,
19,0.00084,,,,,,,,,,,,,,,,,,,,,,,,
20,0.00086,,,,,,,,,,,,,,,,,,,,,,,,
21,0.0009,,,,,,,,,,,,,,,,,,,,,,,,
22,0.00091,,,,,,,,,,,,,,,,,,,,,,,,
23,0.00094,,,,,,,,,,,,,,,,,,,,,,,,
24,0.00098,,,,,,,,,,,,,,,,,,,,,,,,
25,0.001,,,,,,,,,,,,,,,,,,,,,,,,
26,0.001,,,,,,,,,,,,,,,,,,,,,,,,
27,0.00099,,,,,,,,,,,,,,,,,,,,,,,,
28,0.00097,,,,,,,,,,,,,,,,,,,,,,,,
29,0.00095,,,,,,,,,,,,,,,,,,,,,,,,
30,0.00096,,,,,,,,,,,,,,,,,,,,,,,,
31,0.001,,,,,,,,,,,,,,,,,,,,,,,,
32,0.00106,,,,,,,,,,,,,,,,,,,,,,,,
33,0.00114,,,,,,,,,,,,,,,,,,,,,,,,
34,0.00123,,,,,,,,,,,,,,,,,,,,,,,,
35,0.00132,,,,,,,,,,,,,,,,,,,,,,,,
36,0.00145,,,,,,,,,,,,,,,,,,,,,,,,
37,0.00156,,,,,,,,,,,,,,,,,,,,,,,,
38,0.00171,,,,,,,,,,,,,,,,,,,,,,,,
39,0.00193,,,,,,,,,,,,,,,,,,,,,,,,
40,0.00217,,,,,,,,,,,,,,,,,,,,,,,,
41,0.00244,,,,,,,,,,,,,,,,,,,,,,,,
42,0.0027,,,,,,,,,,,,,,,,,,,,,,,,
43,0.00294,,,,,,,,,,,,,,,,,,,,,,,,
44,0.00312,,,,,,,,,,,,,,,,,,,,,,,,
45,0.00326,,,,,,,,,,,,,,,,,,,,,,,,
46,0.00347,,,,,,,,,,,,,,,,,,,,,,,,
47,0.00368,,,,,,,,,,,,,,,,,,,,,,,,
48,0.00393,,,,,,,,,,,,,,,,,,,,,,,,
49,0.00421,,,,,,,,,,,,,,,,,,,,,,,,
50,0.00452,,,,,,,,,,,,,,,,,,,,,,,,
51,0.00488,,,,,,,,,,,,,,,,,,,,,,,,
52,0.00527,,,,,,,,,,,,,,,,,,,,,,,,
53,0.00572,,,,,,,,,,,,,,,,,,,,,,,,
54,0.00621,,,,,,,,,,,,,,,,,,,,,,,,
55,0.00677,,,,,,,,,,,,,,,,,,,,,,,,
56,0.0074,,,,,,,,,,,,,,,,,,,,,,,,
57,0.0081,,,,,,,,,,,,,,,,,,,,,,,,
58,0.00891,,,,,,,,,,,,,,,,,,,,,,,,
59,0.00982,,,,,,,,,,,,,,,,,,,,,,,,
60,0.01086,,,,,,,,,,,,,,,,,,,,,,,,
61,0.01205,,,,,,,,,,,,,,,,,,,,,,,,
62,0.0134,,,,,,,,,,,,,,,,,,,,,,,,
63,0.0149,,,,,,,,,,,,,,,,,,,,,,,,
64,0.01652,,,,,,,,,,,,,,,,,,,,,,,,
65,0.01833,,,,,,,,,,,,,,,,,,,,,,,,
66,0.02025,,,,,,,,,,,,,,,,,,,,,,,,
67,0.02226,,,,,,,,,,,,,,,,,,,,,,,,
68,0.02438,,,,,,,,,,,,,,,,,,,,,,,,
69,0.0267,,,,,,,,,,,,,,,,,,,,,,,,
70,0.02927,,,,,,,,,,,,,,,,,,,,,,,,
71,0.03222,,,,,,,,,,,,,,,,,,,,,,,,
72,0.03555,,,,,,,,,,,,,,,,,,,,,,,,
73,0.03919,,,,,,,,,,,,,,,,,,,,,,,,
74,0.04302,,,,,,,,,,,,,,,,,,,,,,,,
75,0.04693,,,,,,,,,,,,,,,,,,,,,,,,
76,0.05078,,,,,,,,,,,,,,,,,,,,,,,,
77,0.05457,,,,,,,,,,,,,,,,,,,,,,,,
78,0.05832,,,,,,,,,,,,,,,,,,,,,,,,
79,0.06225,,,,,,,,,,,,,,,,,,,,,,,,
80,0.06643,,,,,,,,,,,,,,,,,,,,,,,,
81,0.0711,,,,,,,,,,,,,,,,,,,,,,,,
82,0.07586,,,,,,,,,,,,,,,,,,,,,,,,
83,0.08308,,,,,,,,,,,,,,,,,,,,,,,,
84,0.09122,,,,,,,,,,,,,,,,,,,,,,,,
85,0.10046,,,,,,,,,,,,,,,,,,,,,,,,
86,0.11092,,,,,,,,,,,,,,,,,,,,,,,,
87,0.12251,,,,,,,,,,,,,,,,,,,,,,,,
88,0.1352,,,,,,,,,,,,,,,,,,,,,,,,
89,0.1484,,,,,,,,,,,,,,,,,,,,,,,,
90,0.16193,,,,,,,,,,,,,,,,,,,,,,,,
91,0.17516,,,,,,,,,,,,,,,,,,,,,,,,
92,0.18788,,,,,,,,,,,,,,,,,,,,,,,,
