Table Name:,2015 VBT Female Smoker RR150 ALB,,,,,,,,,,,,,,,,,,,,,,,,
Table Identity:,3232,,,,,,,,,,,,,,,,,,,,,,,,
Provider Domain:,soa.org,,,,,,,,,,,,,,,,,,,,,,,,
Provider Name:,American Academy of Actuaries along with the Society of Actuaries,,,,,,,,,,,,,,,,,,,,,,,,
Table Reference:,"Society of Actuaries website, 2015 Valuation Basic Tables. Accessed: March, 2016 from https://www.soa.org/resources/experience-studies/2015/2015-valuation-basic-tables/",,,,,,,,,,,,,,,,,,,,,,,,
Content Type:,Insured Lives Mortality,,,,,,,,,,,,,,,,,,,,,,,,
Table Description:,"2015 Valuation Basic Table (VBT) Relative Risk Table - Female, 150%, Smoker, Age Last Birthday. Minimum Age: 18. Maximum Age: 95.",,,,,,,,,,,,,,,,,,,,,,,,
EffDate:,,,,,,,,,,,,,,,,,,,,,,,,,
Comments:,"Study Data: The 2015 VBT was developed based on the mortality experience from the SOA Individual Life Experience Committee studies from the 2002-2009 study period. Additional data from other sources was used to supplement the 2002-2009 experience at younger and older ages where industry experience was sparse.To develop the 2015 VBT table, the mortality was projected from March 1st, 2006 to July 1st, 2015, using recent mortality improvement trends. Data Certified: 07/2018.",,,,,,,,,,,,,,,,,,,,,,,,
Keywords:,"Select,Insured Lives Mortality,United States of America",,,,,,,,,,,,,,,,,,,,,,,,

Table # ,1,,,,,,,,,,,,,,,,,,,,,,,,
Table Description:,"2015 VBT Relative Risk Table - Female, 150% Smoker, Age Last Birthday, Select",,,,,,,,,,,,,,,,,,,,,,,,
Nation:,United States of America,,,,,,,,,,,,,,,,,,,,,,,,
Scaling Factor:,0,,,,,,,,,,,,,,,,,,,,,,,,
Data Type:,Floating Point,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->id:",Age,Duration,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->ScaleType:",Age,Ordinal Date,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->AxisName:",Age,Duration,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->MinScaleValue:",18,1,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->MaxScaleValue:",95,25,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->Increment:",1,1,,,,,,,,,,,,,,,,,,,,,,,

Row\Column,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
18,0.00047,0.00047,0.00046,0.00046,0.00046,0.00046,0.00047,0.00048,0.00048,0.00049,0.00053,0.00056,0.0006,0.00063,0.00069,0.00086,0.00097,0.00112,0.00133,0.00155,0.00175,0.0019,0.00204,0.00217,0.00229
19,0.00044,0.00043,0.00043,0.00043,0.00044,0.00045,0.00046,0.00046,0.00048,0.00051,0.00054,0.00058,0.00062,0.00067,0.00081,0.00097,0.00111,0.00132,0.00152,0.00172,0.0019,0.00204,0.00217,0.00229,0.00242
20,0.00037,0.00038,0.0004,0.00041,0.00042,0.00044,0.00045,0.00046,0.0005,0.00054,0.00058,0.00062,0.00067,0.00081,0.00096,0.00111,0.0013,0.0015,0.00169,0.00188,0.00204,0.00217,0.00229,0.00242,0.00256
21,0.0003,0.00035,0.00038,0.00039,0.00041,0.00042,0.00044,0.00048,0.00054,0.00057,0.00062,0.00066,0.0008,0.00096,0.00111,0.0013,0.00149,0.00167,0.00185,0.00202,0.00217,0.00229,0.00242,0.00256,0.00275
22,0.00027,0.00033,0.00035,0.00037,0.00039,0.00042,0.00046,0.00052,0.00057,0.00061,0.00066,0.0008,0.00096,0.0011,0.00129,0.00147,0.00166,0.00183,0.00199,0.00214,0.00229,0.00242,0.00256,0.00275,0.00301
23,0.00027,0.00031,0.00033,0.00036,0.00039,0.00044,0.0005,0.00056,0.00061,0.00066,0.00078,0.00096,0.0011,0.00128,0.00146,0.00164,0.00181,0.00197,0.00211,0.00227,0.00242,0.00256,0.00275,0.00301,0.00328
24,0.00028,0.0003,0.00032,0.00036,0.00041,0.00047,0.00053,0.0006,0.00066,0.00076,0.00093,0.00108,0.00123,0.00144,0.00162,0.00179,0.00195,0.00209,0.00224,0.00239,0.00256,0.00275,0.00301,0.00328,0.00359
25,0.00027,0.00028,0.00032,0.00037,0.00044,0.0005,0.00057,0.00065,0.00074,0.00089,0.00105,0.0012,0.00139,0.00161,0.00177,0.00193,0.00208,0.00222,0.00237,0.00253,0.00275,0.00301,0.00328,0.00359,0.00392
26,0.00025,0.00028,0.00033,0.0004,0.00047,0.00054,0.00062,0.00071,0.00084,0.00101,0.00115,0.00129,0.0016,0.00176,0.00191,0.00206,0.00222,0.00236,0.00252,0.00273,0.00301,0.00328,0.00359,0.00392,0.0043
27,0.00025,0.00029,0.00036,0.00043,0.00051,0.00058,0.00068,0.0008,0.00095,0.00113,0.00125,0.00143,0.00175,0.0019,0.00204,0.00219,0.00235,0.00251,0.00269,0.00298,0.00328,0.00359,0.00392,0.0043,0.00472
28,0.00025,0.00031,0.00039,0.00046,0.00055,0.00064,0.00075,0.0009,0.00108,0.00125,0.00138,0.00159,0.00188,0.00202,0.00216,0.00232,0.00249,0.00268,0.00292,0.00326,0.00359,0.00392,0.0043,0.00472,0.00516
29,0.00026,0.00033,0.00041,0.0005,0.0006,0.00071,0.00085,0.00102,0.00121,0.00138,0.00153,0.00177,0.00199,0.00213,0.00228,0.00245,0.00266,0.0029,0.00318,0.00356,0.00392,0.0043,0.00472,0.00516,0.00564
30,0.00028,0.00035,0.00045,0.00055,0.00066,0.0008,0.00096,0.00114,0.00134,0.00153,0.0017,0.00191,0.0021,0.00225,0.0024,0.00261,0.00289,0.00317,0.0035,0.00388,0.0043,0.00472,0.00516,0.00564,0.00617
31,0.00029,0.00038,0.00049,0.00061,0.00075,0.0009,0.00108,0.00126,0.00146,0.00166,0.00184,0.00201,0.00221,0.00237,0.00256,0.00284,0.00316,0.00348,0.00385,0.00425,0.00472,0.00516,0.00564,0.00617,0.00676
32,0.00031,0.00041,0.00054,0.00069,0.00084,0.00101,0.00119,0.00137,0.00156,0.00176,0.00194,0.00212,0.00234,0.00255,0.00279,0.00311,0.00345,0.00382,0.00419,0.00465,0.00516,0.00564,0.00617,0.00676,0.00741
33,0.00033,0.00045,0.00061,0.00078,0.00095,0.00112,0.0013,0.00147,0.00165,0.00185,0.00204,0.00224,0.00251,0.00278,0.00306,0.0034,0.00379,0.00417,0.00458,0.00509,0.00564,0.00617,0.00676,0.00741,0.00814
34,0.00036,0.0005,0.00069,0.00088,0.00105,0.00122,0.00139,0.00156,0.00174,0.00195,0.00215,0.00243,0.00274,0.00304,0.00335,0.00373,0.00413,0.00454,0.00504,0.00559,0.00617,0.00676,0.00741,0.00814,0.00894
35,0.00039,0.00056,0.00077,0.00097,0.00114,0.00131,0.00147,0.00164,0.00182,0.00204,0.00237,0.00268,0.003,0.00333,0.00368,0.00409,0.00451,0.00499,0.00554,0.00613,0.00676,0.00741,0.00814,0.00894,0.00982
