Table Name:,2015 VBT Female Non-Smoker RR150 ALB,,,,,,,,,,,,,,,,,,,,,,,,
Table Identity:,3217,,,,,,,,,,,,,,,,,,,,,,,,
Provider Domain:,soa.org,,,,,,,,,,,,,,,,,,,,,,,,
Provider Name:,American Academy of Actuaries along with the Society of Actuaries,,,,,,,,,,,,,,,,,,,,,,,,
Table Reference:,"Society of Actuaries website, 2015 Valuation Basic Tables. Accessed: March, 2016 from https://www.soa.org/resources/experience-studies/2015/2015-valuation-basic-tables/",,,,,,,,,,,,,,,,,,,,,,,,
Content Type:,Insured Lives Mortality,,,,,,,,,,,,,,,,,,,,,,,,
Table Description:,"2015 Valuation Basic Table (VBT) Relative Risk Table - Female, 150%, Non-Smoker, Age Last Birthday. Minimum Age: 18. Maximum Age: 95.",,,,,,,,,,,,,,,,,,,,,,,,
EffDate:,,,,,,,,,,,,,,,,,,,,,,,,,
Comments:,"Study Data: The 2015 VBT was developed based on the mortality experience from the SOA Individual Life Experience Committee studies from the 2002-2009 study period. Additional data from other sources was used to supplement the 2002-2009 experience at younger and older ages where industry experience was sparse.To develop the 2015 VBT table, the mortality was projected from March 1st, 2006 to July 1st, 2015, using recent mortality improvement trends. Data Certified: 07/2018.",,,,,,,,,,,,,,,,,,,,,,,,
Keywords:,"Select,Insured Lives Mortality,United States of America",,,,,,,,,,,,,,,,,,,,,,,,

Table # ,1,,,,,,,,,,,,,,,,,,,,,,,,
Table Description:,"2015 VBT Relative Risk Table - Female, 150% Non-Smoker, Age Last Birthday, Select",,,,,,,,,,,,,,,,,,,,,,,,
Nation:,United States of America,,,,,,,,,,,,,,,,,,,,,,,,
Scaling Factor:,0,,,,,,,,,,,,,,,,,,,,,,,,
Data Type:,Floating Point,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->id:",Age,Duration,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->ScaleType:",Age,Ordinal Date,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->AxisName:",Age,Duration,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->MinScaleValue:",18,1,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->MaxScaleValue:",95,25,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->Increment:",1,1,,,,,,,,,,,,,,,,,,,,,,,

Row\Column,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
18,0.00047,0.00047,0.00046,0.00046,0.00046,0.00046,0.00046,0.00045,0.00046,0.00049,0.00052,0.00056,0.00058,0.00062,0.00069,0.0008,0.00093,0.00107,0.00121,0.00133,0.00144,0.00148,0.0015,0.0015,0.00151
19,0.00044,0.00043,0.00043,0.00043,0.00044,0.00043,0.00042,0.00042,0.00044,0.00048,0.00052,0.00055,0.00057,0.00062,0.00071,0.00083,0.00099,0.00115,0.00129,0.0014,0.00148,0.0015,0.0015,0.00151,0.00151
20,0.00037,0.00038,0.0004,0.00041,0.0004,0.00039,0.00038,0.0004,0.00044,0.00049,0.00052,0.00054,0.00056,0.00062,0.00073,0.00088,0.00103,0.00118,0.00132,0.00143,0.0015,0.0015,0.00151,0.00151,0.00152
21,0.0003,0.00035,0.00038,0.00037,0.00036,0.00035,0.00036,0.0004,0.00045,0.0005,0.00052,0.00054,0.00057,0.00065,0.00078,0.00092,0.00106,0.0012,0.00133,0.00144,0.0015,0.00151,0.00151,0.00152,0.00156
22,0.00026,0.00033,0.00035,0.00033,0.00032,0.00033,0.00036,0.00041,0.00046,0.0005,0.00052,0.00054,0.0006,0.0007,0.00084,0.00097,0.00109,0.00121,0.00134,0.00145,0.00151,0.00151,0.00152,0.00156,0.0016
23,0.00024,0.0003,0.0003,0.00029,0.0003,0.00033,0.00037,0.00042,0.00047,0.00051,0.00053,0.00057,0.00065,0.00077,0.0009,0.00101,0.0011,0.00121,0.00134,0.00145,0.00151,0.00152,0.00156,0.0016,0.00165
24,0.00021,0.00026,0.00027,0.00027,0.00029,0.00033,0.00038,0.00044,0.00049,0.00052,0.00056,0.00062,0.00071,0.00084,0.00096,0.00104,0.00112,0.00123,0.00135,0.00145,0.00152,0.00156,0.0016,0.00165,0.00172
25,0.00017,0.00023,0.00025,0.00026,0.0003,0.00034,0.00039,0.00045,0.0005,0.00055,0.00061,0.00068,0.00079,0.00092,0.00101,0.00107,0.00115,0.00125,0.00137,0.00147,0.00156,0.0016,0.00165,0.00172,0.00182
26,0.00015,0.00021,0.00024,0.00026,0.0003,0.00034,0.0004,0.00046,0.00053,0.00059,0.00066,0.00075,0.00088,0.00098,0.00105,0.0011,0.00117,0.00128,0.0014,0.00151,0.0016,0.00165,0.00172,0.00182,0.00194
27,0.00013,0.0002,0.00024,0.00026,0.0003,0.00034,0.0004,0.00048,0.00056,0.00064,0.00072,0.00082,0.00094,0.00103,0.00108,0.00112,0.0012,0.00131,0.00143,0.00155,0.00165,0.00172,0.00182,0.00194,0.0021
28,0.00012,0.0002,0.00024,0.00026,0.0003,0.00035,0.00042,0.00051,0.0006,0.00068,0.00077,0.00088,0.00099,0.00105,0.0011,0.00115,0.00124,0.00135,0.00147,0.0016,0.00172,0.00182,0.00194,0.0021,0.00232
29,0.00012,0.0002,0.00024,0.00026,0.0003,0.00037,0.00045,0.00055,0.00064,0.00073,0.00082,0.00092,0.00101,0.00107,0.00112,0.00119,0.0013,0.00142,0.00155,0.00168,0.00182,0.00194,0.0021,0.00232,0.00256
30,0.00012,0.00021,0.00024,0.00027,0.00032,0.0004,0.00049,0.00059,0.00067,0.00076,0.00085,0.00094,0.00103,0.00109,0.00115,0.00124,0.00138,0.00152,0.00164,0.00178,0.00194,0.0021,0.00232,0.00256,0.00283
31,0.00012,0.00021,0.00026,0.00029,0.00035,0.00044,0.00053,0.00063,0.0007,0.00078,0.00086,0.00096,0.00106,0.00113,0.00122,0.00133,0.00147,0.00161,0.00174,0.0019,0.0021,0.00232,0.00256,0.00283,0.00308
32,0.00012,0.00022,0.00027,0.00033,0.0004,0.00048,0.00057,0.00066,0.00072,0.0008,0.00088,0.00098,0.0011,0.00119,0.0013,0.00142,0.00157,0.00171,0.00186,0.00206,0.00232,0.00256,0.00283,0.00308,0.00333
33,0.00013,0.00023,0.0003,0.00037,0.00045,0.00052,0.00061,0.00069,0.00074,0.00081,0.0009,0.00101,0.00115,0.00128,0.0014,0.00153,0.00169,0.00184,0.00202,0.00226,0.00256,0.00283,0.00308,0.00333,0.00357
34,0.00013,0.00023,0.00033,0.00042,0.0005,0.00056,0.00066,0.00072,0.00076,0.00083,0.00093,0.00107,0.00124,0.00138,0.00151,0.00165,0.00181,0.00199,0.00221,0.0025,0.00283,0.00308,0.00333,0.00357,0.00381
35,0.00014,0.00024,0.00037,0.00046,0.00054,0.00062,0.0007,0.00075,0.00078,0.00086,0.00099,0.00117,0.00135,0.00149,0.00163,0.00177,0.00194,0.00215,0.00242,0.00275,0.00308,0.00333,0.00357,0.00381,0.00408
36,0.00016,0.00026,0.0004,0.00051,0.00059,0.00068,0.00074,0.00077,0.00082,0.00092,0.00108,0.00127,0.00147,0.0016,0.00175,0.0019,0.00209,0.00233,0.00264,0.00299,0.00333,0.00357,0.00381,0.00408,0.0044
37,0.00017,0.00027,0.00043,0.00056,0.00065,0.00072,0.00076,0.00081,0.00087,0.00101,0.00119,0.00139,0.00158,0.00172,0.00186,0.00203,0.00225,0.00252,0.00286,0.00322,0.00357,0.00381,0.00408,0.0044,0.00477
38,0.00018,0.00028,0.00045,0.00059,0.00069,0.00075,0.0008,0.00086,0.00095,0.00111,0.00131,0.00151,0.0017,0.00184,0.00199,0.00217,0.00242,0.00272,0.00308,0.00346,0.00381,0.00408,0.0044,0.00477,0.00519
39,0.00019,0.0003,0.00047,0.00061,0.00073,0.00079,0.00085,0.00093,0.00104,0.00123,0.00144,0.00163,0.00181,0.00197,0.00213,0.00234,0.00261,0.00293,0.0033,0.0037,0.00408,0.0044,0.00477,0.00519,0.00567
40,0.0002,0.00032,0.00048,0.00062,0.00076,0.00084,0.00092,0.00101,0.00115,0.00135,0.00156,0.00175,0.00193,0.0021,0.00229,0.00253,0.00282,0.00315,0.00353,0.00397,0.0044,0.00477,0.00519,0.00567,0.00618
41,0.00021,0.00033,0.00049,0.00065,0.00081,0.00091,0.00099,0.00109,0.00126,0.00148,0.00168,0.00186,0.00206,0.00226,0.00248,0.00275,0.00305,0.0034,0.0038,0.00429,0.00477,0.00519,0.00567,0.00618,0.00674
42,0.00022,0.00035,0.0005,0.0007,0.00088,0.00098,0.00106,0.00118,0.00137,0.0016,0.0018,0.00199,0.00221,0.00246,0.00271,0.003,0.00332,0.0037,0.00413,0.00465,0.00519,0.00567,0.00618,0.00674,0.00733
43,0.00024,0.00037,0.00053,0.00078,0.00094,0.00104,0.00113,0.00128,0.00149,0.00171,0.00192,0.00213,0.0024,0.00269,0.00297,0.00327,0.00362,0.00402,0.00449,0.00507,0.00567,0.00618,0.00674,0.00733,0.00797
44,0.00027,0.00038,0.00058,0.00088,0.00101,0.00111,0.00121,0.00138,0.0016,0.00183,0.00204,0.0023,0.00262,0.00294,0.00324,0.00356,0.00394,0.00437,0.0049,0.00553,0.00618,0.00674,0.00733,0.00797,0.00867
45,0.00031,0.00038,0.00064,0.00095,0.00108,0.00119,0.0013,0.0015,0.00172,0.00195,0.00219,0.0025,0.00287,0.00322,0.00354,0.00389,0.00431,0.00479,0.00537,0.00603,0.00674,0.00733,0.00797,0.00867,0.00947
46,0.00033,0.00039,0.00072,0.00102,0.00116,0.00128,0.00142,0.00162,0.00185,0.00209,0.00237,0.00274,0.00316,0.00353,0.00387,0.00427,0.00474,0.00526,0.00587,0.00656,0.00733,0.00797,0.00867,0.00947,0.0104
47,0.00035,0.00042,0.00084,0.0011,0.00126,0.0014,0.00155,0.00176,0.00198,0.00225,0.00258,0.00301,0.00349,0.00386,0.00425,0.0047,0.00522,0.00578,0.00642,0.00715,0.00797,0.00867,0.00947,0.0104,0.0115
48,0.00036,0.00047,0.00099,0.00121,0.00139,0.00153,0.0017,0.00192,0.00214,0.00243,0.00281,0.00329,0.00381,0.00422,0.00463,0.00513,0.00571,0.00631,0.00699,0.00777,0.00867,0.00947,0.0104,0.0115,0.01278
49,0.00037,0.00058,0.00116,0.00136,0.00152,0.00167,0.00187,0.00208,0.00231,0.00264,0.00307,0.00358,0.00411,0.00455,0.005,0.00557,0.0062,0.00684,0.00757,0.00844,0.00947,0.0104,0.0115,0.01278,0.01425
50,0.00039,0.00075,0.00132,0.0015,0.00167,0.00184,0.00204,0.00224,0.00251,0.00289,0.00335,0.00386,0.00438,0.00485,0.00537,0.00603,0.0067,0.00738,0.00818,0.00918,0.0104,0.0115,0.01278,0.01425,0.01594
51,0.0004,0.00095,0.00144,0.00162,0.00181,0.00201,0.00221,0.00244,0.00275,0.00317,0.00365,0.00415,0.00467,0.00518,0.00579,0.00652,0.00721,0.00794,0.00886,0.01006,0.0115,0.01278,0.01425,0.01594,0.01786
52,0.00041,0.00111,0.00152,0.00174,0.00196,0.00218,0.00241,0.00268,0.00304,0.0035,0.00398,0.00445,0.00497,0.00555,0.00625,0.00705,0.0078,0.00866,0.00976,0.01113,0.01278,0.01425,0.01594,0.01786,0.02004
53,0.00042,0.00118,0.00158,0.00184,0.00212,0.00237,0.00264,0.00296,0.00337,0.00385,0.00432,0.00476,0.00532,0.00599,0.00679,0.00767,0.00856,0.00962,0.0109,0.01241,0.01425,0.01594,0.01786,0.02004,0.02255
54,0.00043,0.0012,0.00163,0.00192,0.00231,0.00261,0.00292,0.00329,0.00374,0.00422,0.00466,0.00511,0.00573,0.00652,0.00745,0.00845,0.00949,0.01073,0.01225,0.01408,0.01594,0.01786,0.02004,0.02255,0.02548
55,0.00044,0.0012,0.00165,0.002,0.00254,0.00289,0.00326,0.00366,0.00412,0.00457,0.00499,0.00548,0.00621,0.00715,0.00822,0.00939,0.01064,0.01206,0.01381,0.01594,0.01786,0.02004,0.02255,0.02548,0.029
56,0.00045,0.00122,0.00166,0.00214,0.00283,0.00323,0.00364,0.00404,0.00449,0.00489,0.0053,0.00588,0.00676,0.00786,0.00911,0.01047,0.01194,0.01356,0.01552,0.01786,0.02004,0.02255,0.02548,0.029,0.03313
